old_event_uid,subject,session_stamp,old_anchor_source,old_anchor_time_rel_s,phase_type,event_level,nearest_raw_road_curvature_onset_event_uid,nearest_raw_road_curvature_onset_delta_s,nearest_raw_road_curvature_onset_within_0p5s,nearest_raw_road_curvature_onset_within_1s,nearest_raw_vehicle_dynamic_onset_event_uid,nearest_raw_vehicle_dynamic_onset_delta_s,nearest_raw_vehicle_dynamic_onset_within_0p5s,nearest_raw_vehicle_dynamic_onset_within_1s
old_v400_context__jy__2025_09_26_17_29_44__00041,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,560.855,primary,strong_active,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00004,-25.745000000000005,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00038,-0.8100000000000591,False,True
old_v400_context__jy__2025_09_26_17_29_44__00042,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,563.81,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00004,-28.699999999999932,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00039,-1.1999999999999318,False,False
old_v400_context__jy__2025_09_26_17_29_44__00043,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,589.2,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00005,21.584999999999923,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00040,0.2999999999999545,True,True
old_v400_context__jy__2025_09_26_17_29_44__00044,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,592.59,primary,weak,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00005,18.194999999999936,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00040,-3.090000000000032,False,False
old_v400_context__jy__2025_09_26_17_29_44__00045,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,593.935,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00005,16.850000000000023,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00040,-4.434999999999945,False,False
old_v400_context__jy__2025_09_26_17_29_44__00046,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,611.495,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00005,-0.7100000000000364,False,True,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00041,3.019999999999982,False,False
old_v400_context__jy__2025_09_26_17_29_44__00047,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,619.435,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00005,-8.649999999999977,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00041,-4.919999999999959,False,False
old_v400_context__jy__2025_09_26_17_29_44__00048,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,623.22,primary,strong_active,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00005,-12.43500000000006,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00042,8.25,False,False
old_v400_context__jy__2025_09_26_17_29_44__00049,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,626.485,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00005,-15.700000000000045,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00042,4.985000000000014,False,False
old_v400_context__jy__2025_09_26_17_29_44__00050,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,630.295,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00005,-19.50999999999999,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00042,1.1750000000000682,False,False
old_v400_context__jy__2025_09_26_17_29_44__00051,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,631.515,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00005,-20.730000000000018,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00042,-0.04499999999995907,True,True
old_v400_context__jy__2025_09_26_17_40_51__00001,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,11.575,primary,weak,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00001,128.50500000000002,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00004,-0.5849999999999991,False,True
old_v400_context__jy__2025_09_26_17_40_51__00002,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,14.7,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00001,125.38000000000001,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00004,-3.709999999999999,False,False
old_v400_context__jy__2025_09_26_17_40_51__00003,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,65.995,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00001,74.08500000000001,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00006,-0.5200000000000102,False,True
old_v400_context__jy__2025_09_26_17_40_51__00004,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,69.76,primary,strong_active,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00001,70.32000000000001,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00007,-0.045000000000001705,True,True
old_v400_context__jy__2025_09_26_17_40_51__00005,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,83.985,primary,weak,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00001,56.09500000000001,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00008,-0.3149999999999977,True,True
old_v400_context__jy__2025_09_26_17_40_51__00006,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,103.775,primary,weak,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00001,36.30500000000001,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00009,0.4200000000000017,True,True
old_v400_context__jy__2025_09_26_17_40_51__00007,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,139.64,secondary,strong_active,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00001,0.44000000000002615,True,True,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00010,-0.10499999999998977,True,True
old_v400_context__jy__2025_09_26_17_40_51__00008,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,141.455,primary,extreme_active,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00001,-1.375,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00010,-1.920000000000016,False,False
old_v400_context__jy__2025_09_26_17_40_51__00009,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,143.38,secondary,extreme_active,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00001,-3.299999999999983,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00011,1.2900000000000205,False,False
old_v400_context__jy__2025_09_26_17_40_51__00010,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,144.88,secondary,strong_active,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00001,-4.799999999999983,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00011,-0.20999999999997954,True,True
old_v400_context__jy__2025_09_26_17_40_51__00011,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,148.25,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00001,-8.169999999999987,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00011,-3.579999999999984,False,False
old_v400_context__jy__2025_09_26_17_40_51__00012,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,150.495,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00001,-10.414999999999992,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00012,2.5449999999999875,False,False
old_v400_context__jy__2025_09_26_17_40_51__00013,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,152.15,secondary,medium_active,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00001,-12.069999999999993,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00012,0.8899999999999864,False,True
old_v400_context__jy__2025_09_26_17_40_51__00014,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,155.73,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00001,-15.649999999999977,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00012,-2.6899999999999977,False,False
old_v400_context__jy__2025_09_26_17_40_51__00015,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,158.47,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00001,-18.389999999999986,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00012,-5.430000000000007,False,False
old_v400_context__jy__2025_09_26_17_40_51__00016,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,187.8,primary,strong_active,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00001,-47.72,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00013,-0.060000000000002274,True,True
old_v400_context__jy__2025_09_26_17_40_51__00017,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,206.68,secondary,extreme_active,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00001,-66.6,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00015,-0.9099999999999966,False,True
old_v400_context__jy__2025_09_26_17_40_51__00018,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,208.585,primary,extreme_active,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00001,-68.505,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00015,-2.8149999999999977,False,False
old_v400_context__jy__2025_09_26_17_40_51__00019,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,212.86,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00002,64.97499999999997,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00015,-7.090000000000003,False,False
old_v400_context__jy__2025_09_26_17_40_51__00020,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,228.47,secondary,extreme_active,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00002,49.36499999999998,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00016,-0.09000000000000341,True,True
old_v400_context__jy__2025_09_26_17_40_51__00021,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,230.275,primary,extreme_active,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00002,47.559999999999974,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00017,1.8400000000000034,False,False
old_v400_context__jy__2025_09_26_17_40_51__00022,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,248.17,primary,weak,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00002,29.664999999999992,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00018,-0.044999999999987494,True,True
old_v400_context__jy__2025_09_26_17_40_51__00023,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,282.165,primary,extreme_active,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00002,-4.330000000000041,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00019,-4.170000000000016,False,False
old_v400_context__jy__2025_09_26_17_40_51__00024,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,283.97,secondary,extreme_active,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00002,-6.135000000000048,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00019,-5.975000000000023,False,False
old_v400_context__jy__2025_09_26_17_40_51__00025,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,288.06,secondary,extreme_active,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00003,6.285000000000025,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00019,-10.064999999999998,False,False
old_v400_context__jy__2025_09_26_17_40_51__00026,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,290.55,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00003,3.795000000000016,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00019,-12.555000000000007,False,False
old_v400_context__jy__2025_09_26_17_40_51__00027,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,322.17,primary,weak,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00003,-27.82499999999999,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00020,0.42500000000001137,True,True
old_v400_context__jy__2025_09_26_17_40_51__00028,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,332.055,primary,strong_active,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00003,-37.70999999999998,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00021,-0.7900000000000205,False,True
old_v400_context__jy__2025_09_26_17_40_51__00029,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,336.56,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00003,-42.214999999999975,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00021,-5.295000000000016,False,False
old_v400_context__jy__2025_09_26_17_40_51__00030,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,398.98,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00004,45.48000000000002,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00022,0.26499999999998636,True,True
old_v400_context__jy__2025_09_26_17_40_51__00031,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,400.945,primary,weak,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00004,43.51500000000004,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00023,1.2100000000000364,False,False
old_v400_context__jy__2025_09_26_17_40_51__00032,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,403.57,secondary,medium_active,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00004,40.89000000000004,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00023,-1.4149999999999636,False,False
old_v400_context__jy__2025_09_26_17_40_51__00033,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,405.465,secondary,medium_active,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00004,38.99500000000006,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00024,0.37500000000005684,True,True
old_v400_context__jy__2025_09_26_17_40_51__00034,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,411.42,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00004,33.04000000000002,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00025,-0.5649999999999977,False,True
old_v400_context__jy__2025_09_26_17_40_51__00035,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,430.545,primary,weak,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00004,13.91500000000002,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00027,0.029999999999972715,True,True
old_v400_context__jy__2025_09_26_17_40_51__00036,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,448.535,secondary,strong_active,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00004,-4.074999999999989,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00030,0.8249999999999886,False,True
old_v400_context__jy__2025_09_26_17_40_51__00037,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,450.39,secondary,strong_active,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00004,-5.92999999999995,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00030,-1.0299999999999727,False,False
old_v400_context__jy__2025_09_26_17_40_51__00038,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,456.14,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00004,-11.67999999999995,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00031,-0.04499999999995907,True,True
old_v400_context__jy__2025_09_26_17_40_51__00039,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,459.9,primary,medium_active,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00004,-15.43999999999994,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00032,1.1550000000000296,False,False
old_v400_context__jy__2025_09_26_17_40_51__00040,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,510.86,primary,weak,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00005,17.539999999999964,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00036,-0.7549999999999955,False,True
old_v400_context__jy__2025_09_26_17_40_51__00041,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,526.015,primary,extreme_active,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00005,2.384999999999991,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00038,-0.014999999999986358,True,True
old_v400_context__jy__2025_09_26_17_40_51__00042,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,528.405,secondary,strong_active,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00005,-0.0049999999999954525,True,True,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00038,-2.4049999999999727,False,False
old_v400_context__jy__2025_09_26_17_40_51__00043,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,538.475,secondary,medium_active,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00005,-10.075000000000045,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00040,1.8350000000000364,False,False
old_v400_context__jy__2025_09_26_17_40_51__00044,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,540.32,primary,weak,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00005,-11.920000000000073,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00040,-0.009999999999990905,True,True
old_v400_context__jy__2025_09_26_17_40_51__00045,jy,2025_09_26_17_40_51,old_v400_context_trigger_idx,545.595,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00005,-17.19500000000005,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_40_51__00042,-0.04500000000007276,True,True
old_v400_context__jy__2025_09_26_17_51_46__00001,jy,2025_09_26_17_51_46,old_v400_context_trigger_idx,12.345,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_51_46__00001,117.08000000000001,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_51_46__00002,-8.24,False,False
old_v400_context__jy__2025_09_26_17_51_46__00002,jy,2025_09_26_17_51_46,old_v400_context_trigger_idx,16.98,primary,weak,raw_road_curvature_onset__jy__2025_09_26_17_51_46__00001,112.44500000000001,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_51_46__00002,-12.875,False,False
old_v400_context__jy__2025_09_26_17_51_46__00003,jy,2025_09_26_17_51_46,old_v400_context_trigger_idx,35.86,primary,weak,raw_road_curvature_onset__jy__2025_09_26_17_51_46__00001,93.56500000000001,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_51_46__00003,-0.8200000000000003,False,True
old_v400_context__jy__2025_09_26_17_51_46__00004,jy,2025_09_26_17_51_46,old_v400_context_trigger_idx,37.855,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_51_46__00001,91.57000000000002,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_51_46__00005,-0.12999999999999545,True,True
old_v400_context__jy__2025_09_26_17_51_46__00005,jy,2025_09_26_17_51_46,old_v400_context_trigger_idx,60.185,primary,medium_active,raw_road_curvature_onset__jy__2025_09_26_17_51_46__00001,69.24000000000001,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_51_46__00007,0.01999999999999602,True,True
old_v400_context__jy__2025_09_26_17_51_46__00006,jy,2025_09_26_17_51_46,old_v400_context_trigger_idx,62.695,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_51_46__00001,66.73000000000002,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_51_46__00007,-2.490000000000002,False,False
old_v400_context__jy__2025_09_26_17_51_46__00007,jy,2025_09_26_17_51_46,old_v400_context_trigger_idx,90.935,primary,weak,raw_road_curvature_onset__jy__2025_09_26_17_51_46__00001,38.49000000000001,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_51_46__00007,-30.730000000000004,False,False
