old_event_uid,subject,session_stamp,old_anchor_source,old_anchor_time_rel_s,phase_type,event_level,nearest_raw_road_curvature_onset_event_uid,nearest_raw_road_curvature_onset_delta_s,nearest_raw_road_curvature_onset_within_0p5s,nearest_raw_road_curvature_onset_within_1s,nearest_raw_vehicle_dynamic_onset_event_uid,nearest_raw_vehicle_dynamic_onset_delta_s,nearest_raw_vehicle_dynamic_onset_within_0p5s,nearest_raw_vehicle_dynamic_onset_within_1s
old_v400_context__yyl__2025_09_28_09_29_01__00027,yyl,2025_09_28_09_29_01,old_v400_context_trigger_idx,298.79,primary,extreme_active,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00002,-5.699999999999989,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_29_01__00013,-5.0049999999999955,False,False
old_v400_context__yyl__2025_09_28_09_29_01__00028,yyl,2025_09_28_09_29_01,old_v400_context_trigger_idx,302.235,secondary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00002,-9.144999999999982,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_29_01__00013,-8.449999999999989,False,False
old_v400_context__yyl__2025_09_28_09_29_01__00029,yyl,2025_09_28_09_29_01,old_v400_context_trigger_idx,308.635,secondary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00003,4.2900000000000205,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_29_01__00013,-14.849999999999966,False,False
old_v400_context__yyl__2025_09_28_09_29_01__00030,yyl,2025_09_28_09_29_01,old_v400_context_trigger_idx,324.805,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00003,-11.879999999999995,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_29_01__00014,-0.029999999999972715,True,True
old_v400_context__yyl__2025_09_28_09_29_01__00031,yyl,2025_09_28_09_29_01,old_v400_context_trigger_idx,327.1,primary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00003,-14.175000000000011,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_29_01__00014,-2.3249999999999886,False,False
old_v400_context__yyl__2025_09_28_09_29_01__00032,yyl,2025_09_28_09_29_01,old_v400_context_trigger_idx,330.82,secondary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00003,-17.894999999999982,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_29_01__00015,2.819999999999993,False,False
old_v400_context__yyl__2025_09_28_09_29_01__00033,yyl,2025_09_28_09_29_01,old_v400_context_trigger_idx,336.135,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00003,-23.20999999999998,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_29_01__00016,0.05000000000001137,True,True
old_v400_context__yyl__2025_09_28_09_29_01__00034,yyl,2025_09_28_09_29_01,old_v400_context_trigger_idx,338.54,secondary,medium_active,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00003,-25.61500000000001,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_29_01__00017,-1.2200000000000273,False,False
old_v400_context__yyl__2025_09_28_09_29_01__00035,yyl,2025_09_28_09_29_01,old_v400_context_trigger_idx,358.45,primary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00003,-45.52499999999998,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_29_01__00018,-0.9799999999999613,False,True
old_v400_context__yyl__2025_09_28_09_29_01__00036,yyl,2025_09_28_09_29_01,old_v400_context_trigger_idx,380.715,secondary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00003,-67.78999999999996,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_29_01__00019,-0.14999999999997726,True,True
old_v400_context__yyl__2025_09_28_09_29_01__00037,yyl,2025_09_28_09_29_01,old_v400_context_trigger_idx,384.705,primary,medium_active,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00003,-71.77999999999997,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_29_01__00019,-4.139999999999986,False,False
old_v400_context__yyl__2025_09_28_09_29_01__00038,yyl,2025_09_28_09_29_01,old_v400_context_trigger_idx,386.82,secondary,medium_active,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00003,-73.89499999999998,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_29_01__00020,3.1650000000000205,False,False
old_v400_context__yyl__2025_09_28_09_29_01__00039,yyl,2025_09_28_09_29_01,old_v400_context_trigger_idx,390.615,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00003,-77.69,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_29_01__00021,0.4399999999999977,True,True
old_v400_context__yyl__2025_09_28_09_29_01__00040,yyl,2025_09_28_09_29_01,old_v400_context_trigger_idx,440.435,secondary,medium_active,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00004,42.079999999999984,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_29_01__00023,-0.10500000000001819,True,True
old_v400_context__yyl__2025_09_28_09_29_01__00041,yyl,2025_09_28_09_29_01,old_v400_context_trigger_idx,442.26,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00004,40.254999999999995,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_29_01__00024,-0.9149999999999636,False,True
old_v400_context__yyl__2025_09_28_09_29_01__00042,yyl,2025_09_28_09_29_01,old_v400_context_trigger_idx,449.885,secondary,medium_active,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00004,32.629999999999995,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_29_01__00025,-0.8149999999999977,False,True
old_v400_context__yyl__2025_09_28_09_29_01__00043,yyl,2025_09_28_09_29_01,old_v400_context_trigger_idx,453.31,primary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00004,29.204999999999984,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_29_01__00025,-4.240000000000009,False,False
old_v400_context__yyl__2025_09_28_09_29_01__00044,yyl,2025_09_28_09_29_01,old_v400_context_trigger_idx,457.305,secondary,medium_active,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00004,25.20999999999998,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_29_01__00026,2.634999999999991,False,False
old_v400_context__yyl__2025_09_28_09_29_01__00045,yyl,2025_09_28_09_29_01,old_v400_context_trigger_idx,459.955,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00004,22.560000000000002,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_29_01__00026,-0.014999999999986358,True,True
old_v400_context__yyl__2025_09_28_09_29_01__00046,yyl,2025_09_28_09_29_01,old_v400_context_trigger_idx,481.295,primary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00004,1.2199999999999704,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_29_01__00027,-0.6050000000000182,False,True
old_v400_context__yyl__2025_09_28_09_29_01__00047,yyl,2025_09_28_09_29_01,old_v400_context_trigger_idx,493.145,secondary,medium_active,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00004,-10.629999999999995,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_29_01__00031,-3.4249999999999545,False,False
old_v400_context__yyl__2025_09_28_09_29_01__00048,yyl,2025_09_28_09_29_01,old_v400_context_trigger_idx,496.52,primary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00004,-14.004999999999995,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_29_01__00032,3.955000000000041,False,False
old_v400_context__yyl__2025_09_28_09_29_01__00049,yyl,2025_09_28_09_29_01,old_v400_context_trigger_idx,514.385,secondary,medium_active,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00004,-31.870000000000005,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_29_01__00035,-0.05499999999994998,True,True
old_v400_context__yyl__2025_09_28_09_29_01__00050,yyl,2025_09_28_09_29_01,old_v400_context_trigger_idx,516.2,secondary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00004,-33.68500000000006,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_29_01__00035,-1.8700000000000045,False,False
old_v400_context__yyl__2025_09_28_09_29_01__00051,yyl,2025_09_28_09_29_01,old_v400_context_trigger_idx,518.685,primary,extreme_active,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00005,36.065000000000055,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_29_01__00036,2.6800000000000637,False,False
old_v400_context__yyl__2025_09_28_09_29_01__00052,yyl,2025_09_28_09_29_01,old_v400_context_trigger_idx,522.85,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00005,31.899999999999977,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_29_01__00037,1.3099999999999454,False,False
old_v400_context__yyl__2025_09_28_09_29_01__00053,yyl,2025_09_28_09_29_01,old_v400_context_trigger_idx,543.22,secondary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00005,11.529999999999973,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_29_01__00040,-1.1499999999999773,False,False
old_v400_context__yyl__2025_09_28_09_29_01__00054,yyl,2025_09_28_09_29_01,old_v400_context_trigger_idx,548.225,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00005,6.524999999999977,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_29_01__00041,-0.75,False,True
old_v400_context__yyl__2025_09_28_09_29_01__00055,yyl,2025_09_28_09_29_01,old_v400_context_trigger_idx,551.555,secondary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00005,3.19500000000005,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_29_01__00043,-0.1049999999999045,True,True
old_v400_context__yyl__2025_09_28_09_29_01__00056,yyl,2025_09_28_09_29_01,old_v400_context_trigger_idx,554.49,secondary,extreme_active,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00005,0.2599999999999909,True,True,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_29_01__00043,-3.0399999999999636,False,False
old_v400_context__yyl__2025_09_28_09_29_01__00057,yyl,2025_09_28_09_29_01,old_v400_context_trigger_idx,557.6,secondary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00005,-2.8500000000000227,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_29_01__00043,-6.149999999999977,False,False
old_v400_context__yyl__2025_09_28_09_29_01__00058,yyl,2025_09_28_09_29_01,old_v400_context_trigger_idx,559.79,secondary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00005,-5.039999999999964,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_29_01__00043,-8.339999999999918,False,False
old_v400_context__yyl__2025_09_28_09_29_01__00059,yyl,2025_09_28_09_29_01,old_v400_context_trigger_idx,562.915,primary,extreme_active,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00005,-8.164999999999964,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_29_01__00043,-11.464999999999918,False,False
old_v400_context__yyl__2025_09_28_09_29_01__00060,yyl,2025_09_28_09_29_01,old_v400_context_trigger_idx,564.725,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00005,-9.975000000000023,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_29_01__00043,-13.274999999999977,False,False
old_v400_context__yyl__2025_09_28_09_29_01__00061,yyl,2025_09_28_09_29_01,old_v400_context_trigger_idx,568.435,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00005,-13.684999999999945,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_29_01__00043,-16.9849999999999,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00001,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,30.705,primary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00001,114.01,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00002,-23.424999999999997,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00002,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,55.015,primary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00001,89.7,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00003,-0.8699999999999974,False,True
old_v400_context__yyl__2025_09_28_09_39_01__00003,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,63.18,secondary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00001,81.535,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00005,-1.3350000000000009,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00004,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,64.985,primary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00001,79.73,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00005,-3.1400000000000006,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00005,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,102.995,primary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00001,41.72,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00006,-0.519999999999996,False,True
old_v400_context__yyl__2025_09_28_09_39_01__00006,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,110.845,primary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00001,33.870000000000005,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00009,-0.9599999999999937,False,True
old_v400_context__yyl__2025_09_28_09_39_01__00007,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,127.39,primary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00001,17.325000000000003,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00010,-0.9899999999999949,False,True
old_v400_context__yyl__2025_09_28_09_39_01__00008,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,144.82,secondary,medium_active,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00001,-0.10499999999998977,True,True,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00011,-0.4650000000000034,True,True
old_v400_context__yyl__2025_09_28_09_39_01__00009,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,147.445,primary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00001,-2.7299999999999898,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00011,-3.0900000000000034,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00010,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,150.015,secondary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00001,-5.299999999999983,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00011,-5.659999999999997,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00011,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,154.155,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00001,-9.439999999999998,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00012,9.795000000000016,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00012,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,159.155,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00001,-14.439999999999998,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00012,4.795000000000016,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00013,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,161.11,secondary,medium_active,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00001,-16.39500000000001,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00012,2.8400000000000034,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00014,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,165.295,secondary,medium_active,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00001,-20.579999999999984,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00013,0.05500000000000682,True,True
old_v400_context__yyl__2025_09_28_09_39_01__00015,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,167.785,secondary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00001,-23.069999999999993,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00014,-1.4000000000000057,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00016,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,175.95,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00001,-31.234999999999985,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00016,-0.08999999999997499,True,True
old_v400_context__yyl__2025_09_28_09_39_01__00017,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,182.655,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00001,-37.94,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00017,1.539999999999992,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00018,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,184.155,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00001,-39.44,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00017,0.03999999999999204,True,True
old_v400_context__yyl__2025_09_28_09_39_01__00019,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,187.28,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00001,-42.565,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00017,-3.085000000000008,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00020,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,191.78,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00001,-47.065,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00018,0.5,True,True
old_v400_context__yyl__2025_09_28_09_39_01__00021,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,193.64,secondary,medium_active,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00001,-48.92499999999998,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00019,0.11000000000001364,True,True
old_v400_context__yyl__2025_09_28_09_39_01__00022,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,196.73,primary,medium_active,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00001,-52.014999999999986,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00019,-2.9799999999999898,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00023,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,217.785,primary,medium_active,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00001,-73.07,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00021,-0.664999999999992,False,True
old_v400_context__yyl__2025_09_28_09_39_01__00024,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,254.305,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00002,38.20999999999998,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00027,-0.1599999999999966,True,True
old_v400_context__yyl__2025_09_28_09_39_01__00025,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,259.025,primary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00002,33.49000000000001,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00029,0.875,False,True
old_v400_context__yyl__2025_09_28_09_39_01__00026,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,291.745,secondary,medium_active,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00002,0.7699999999999818,False,True,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00030,-0.1449999999999818,True,True
old_v400_context__yyl__2025_09_28_09_39_01__00027,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,294.49,secondary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00002,-1.9750000000000227,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00030,-2.8899999999999864,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00028,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,298.67,primary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00002,-6.15500000000003,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00030,-7.069999999999993,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00029,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,301.255,secondary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00002,-8.740000000000009,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00031,8.875,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00030,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,304.065,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00003,8.319999999999993,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00031,6.064999999999998,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00031,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,307.515,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00003,4.8700000000000045,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00031,2.615000000000009,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00032,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,310.05,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00003,2.3349999999999795,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00031,0.07999999999998408,True,True
old_v400_context__yyl__2025_09_28_09_39_01__00033,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,314.635,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00003,-2.25,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00031,-4.5049999999999955,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00034,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,325.51,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00003,-13.125,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00033,0.125,True,True
old_v400_context__yyl__2025_09_28_09_39_01__00035,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,327.835,primary,medium_active,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00003,-15.449999999999989,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00033,-2.1999999999999886,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00036,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,339.44,primary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00003,-27.055000000000007,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00034,-7.149999999999977,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00037,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,347.68,primary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00003,-35.295000000000016,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00035,-0.25499999999999545,True,True
old_v400_context__yyl__2025_09_28_09_39_01__00038,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,375.85,secondary,medium_active,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00003,-63.46500000000003,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00036,-0.015000000000043201,True,True
old_v400_context__yyl__2025_09_28_09_39_01__00039,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,377.655,secondary,medium_active,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00003,-65.26999999999998,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00036,-1.8199999999999932,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00040,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,380.615,secondary,medium_active,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00003,-68.23000000000002,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00036,-4.78000000000003,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00041,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,382.85,primary,extreme_active,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00003,-70.46500000000003,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00036,-7.015000000000043,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00042,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,385.16,secondary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00003,-72.77500000000003,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00036,-9.325000000000045,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00043,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,388.775,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00003,-76.38999999999999,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00036,-12.939999999999998,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00044,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,443.22,secondary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00004,36.29499999999996,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00039,-0.2750000000000341,True,True
old_v400_context__yyl__2025_09_28_09_39_01__00045,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,446.37,primary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00004,33.14499999999998,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00039,-3.4250000000000114,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00046,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,451.39,secondary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00004,28.125,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00039,-8.444999999999993,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00047,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,454.86,secondary,medium_active,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00004,24.654999999999973,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00040,5.930000000000007,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00048,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,456.95,secondary,medium_active,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00004,22.564999999999998,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00040,3.840000000000032,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00049,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,492.69,primary,extreme_active,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00004,-13.175000000000011,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00042,-6.069999999999993,False,False
