oracle_best_index,oracle_best_model,oracle_sample_rmse,rbf_kernel_ridge_context_no_subject__sample_rmse,segment_abs_rf_piecewise__sample_rmse,segment_resid_rf_piecewise__sample_rmse,segment_abs_rf_blend_25__sample_rmse,segment_abs_rf_blend_50__sample_rmse,segment_resid_rf_blend_25__sample_rmse,segment_resid_rf_blend_50__sample_rmse,rbf_abs_keypoint_scaled__sample_rmse,rbf_resid_keypoint_scaled__sample_rmse,rbf_abs_keypoint_scaled_blend_50__sample_rmse,rbf_resid_keypoint_scaled_blend_50__sample_rmse,sample_id,split,gain_over_rbf
0,rbf_kernel_ridge_context_no_subject,0.04680604,0.04680604,0.17145897,0.27939352,0.066988796,0.09893243,0.093063526,0.15317467,0.16788568,0.23620473,0.09796193,0.13266364,vehicle_instability_allraw__jy__2025_09_26_17_17_11__000547665__pre3_label3_response_coverage,train,0.0
5,segment_resid_rf_blend_25,0.38637063,0.4173554,0.7214059,0.61904794,0.43224138,0.49875358,0.38637063,0.41930935,0.662621,0.61127365,0.50449395,0.48611468,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000426110__pre3_label3_response_coverage,train,0.03098476
8,rbf_resid_keypoint_scaled,0.06398532,0.110144734,0.21964216,0.25383434,0.1052383,0.12938823,0.13027242,0.16522887,0.08663946,0.06398532,0.094589606,0.08380708,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000500270__pre3_label3_response_coverage,train,0.046159416
4,segment_abs_rf_blend_50,0.07051829,0.105435945,0.1189466,0.15026371,0.078293435,0.07051829,0.09511976,0.1013337,0.14098473,0.08966503,0.08130797,0.08485172,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000535550__pre3_label3_response_coverage,train,0.034917653
0,rbf_kernel_ridge_context_no_subject,0.047791928,0.047791928,0.38224763,0.3338821,0.13125534,0.21489717,0.111789316,0.18466179,0.25360706,0.07438668,0.14883524,0.060519584,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000540950__pre3_label3_response_coverage,train,0.0
7,rbf_abs_keypoint_scaled,0.19272597,0.21465318,0.35420895,0.41573748,0.24095011,0.27437556,0.24899712,0.29737917,0.19272597,0.25230083,0.20140573,0.23087755,vehicle_instability_allraw__jy__2025_09_26_17_40_51__000069905__pre3_label3_response_coverage,train,0.021927208
8,rbf_resid_keypoint_scaled,0.34746754,0.6089252,0.7253906,0.70648897,0.5888435,0.60383713,0.5585223,0.5601092,0.45924047,0.34746754,0.5315723,0.46195507,vehicle_instability_allraw__jy__2025_09_26_17_40_51__000228515__pre3_label3_response_coverage,train,0.26145768
1,segment_abs_rf_piecewise,0.05089871,0.21372683,0.05089871,0.11441584,0.16939667,0.12590675,0.18026721,0.15056762,0.058621835,0.103555456,0.12482492,0.15737812,vehicle_instability_allraw__jy__2025_09_26_17_40_51__000445490__pre3_label3_response_coverage,train,0.16282812
10,rbf_resid_keypoint_scaled_blend_50,0.26567844,0.39752486,0.49616152,0.52846026,0.35655102,0.36265853,0.3522625,0.3646695,0.3011197,0.3234251,0.26893708,0.26567844,vehicle_instability_allraw__jy__2025_09_26_17_40_51__000526105__pre3_label3_response_coverage,train,0.13184643
0,rbf_kernel_ridge_context_no_subject,0.033928223,0.033928223,0.15968382,0.20309599,0.06407588,0.09564804,0.075546764,0.1179358,0.11922654,0.20241483,0.076431304,0.11678321,vehicle_instability_allraw__jy__2025_09_26_17_51_46__000542335__pre3_label3_response_coverage,train,0.0
7,rbf_abs_keypoint_scaled,0.22407827,0.22890048,0.28821993,0.44261786,0.22896405,0.2398891,0.2629436,0.31406978,0.22407827,0.34144884,0.22524142,0.27850053,vehicle_instability_allraw__jy__2025_09_26_18_01_40__000064705__pre3_label3_response_coverage,val,0.0048222095
7,rbf_abs_keypoint_scaled,0.24858199,0.27554795,0.3406648,0.41601261,0.27995697,0.29305282,0.28136185,0.31053784,0.24858199,0.26871875,0.2588635,0.26976973,vehicle_instability_allraw__jy__2025_09_26_18_01_40__000198735__pre3_label3_response_coverage,val,0.02696596
6,segment_resid_rf_blend_50,0.30048946,0.33360738,0.36156642,0.30750495,0.33452043,0.33962724,0.3124672,0.30048946,0.38371465,0.33121824,0.35255328,0.33197203,vehicle_instability_allraw__jy__2025_09_26_18_01_40__000326600__pre3_label3_response_coverage,val,0.03311792
3,segment_abs_rf_blend_25,0.11998364,0.14581971,0.2515478,0.2114461,0.11998364,0.13823573,0.13204525,0.14166091,0.29985675,0.18095851,0.19211067,0.1581509,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000135315__pre3_label3_response_coverage,train,0.025836065
0,rbf_kernel_ridge_context_no_subject,0.531719,0.531719,0.5804688,0.65434426,0.5418685,0.55343485,0.55853784,0.5881762,0.56987625,0.6285916,0.5499634,0.5770677,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000215535__pre3_label3_response_coverage,train,0.0
3,segment_abs_rf_blend_25,0.15078446,0.18206838,0.23518375,0.34177548,0.15078446,0.15152137,0.17152023,0.2052305,0.18637863,0.21588483,0.18021004,0.196813,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000385260__pre3_label3_response_coverage,train,0.031283915
8,rbf_resid_keypoint_scaled,0.055424348,0.14064445,0.7342346,0.48752087,0.22710268,0.3856516,0.16029648,0.25294718,0.1816045,0.055424348,0.1525696,0.09503514,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000480490__pre3_label3_response_coverage,train,0.0852201
9,rbf_abs_keypoint_scaled_blend_50,0.117349796,0.14217316,0.23070984,0.30573717,0.13654092,0.153696,0.17128721,0.21116742,0.16057016,0.14496584,0.117349796,0.14356391,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000089180__pre3_label3_response_coverage,train,0.02482336
1,segment_abs_rf_piecewise,0.07734199,0.23100938,0.07734199,0.1053552,0.1597284,0.0912789,0.18228117,0.13953201,0.124558315,0.10316125,0.1741496,0.13596103,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000357070__pre3_label3_response_coverage,train,0.15366739
3,segment_abs_rf_blend_25,0.054030173,0.05706732,0.14797157,0.16115656,0.054030173,0.07689779,0.056721978,0.083606675,0.08374448,0.058520056,0.06134847,0.056019094,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000380645__pre3_label3_response_coverage,train,0.0030371472
10,rbf_resid_keypoint_scaled_blend_50,0.077911176,0.08682431,0.24039133,0.30303246,0.11285952,0.15114605,0.12694114,0.18171668,0.15738215,0.13740022,0.08933637,0.077911176,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000448640__pre3_label3_response_coverage,train,0.008913137
7,rbf_abs_keypoint_scaled,0.080051735,0.14879361,0.16750653,0.16438434,0.12045245,0.11380551,0.1302693,0.1267309,0.080051735,0.09642305,0.10764011,0.12087836,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000541050__pre3_label3_response_coverage,train,0.06874187
6,segment_resid_rf_blend_50,0.21945834,0.2414779,0.39282238,0.2615325,0.27032125,0.30658424,0.2223475,0.21945834,0.25730625,0.24765633,0.24880579,0.24447337,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000057770__pre3_label3_response_coverage,train,0.022019565
8,rbf_resid_keypoint_scaled,0.18041165,0.2174939,0.27961406,0.3045638,0.21002786,0.21953239,0.21111056,0.226344,0.1837494,0.18041165,0.19877182,0.19828568,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000084330__pre3_label3_response_coverage,train,0.037082255
6,segment_resid_rf_blend_50,0.14643091,0.18145277,0.28103736,0.20435153,0.18784617,0.20916347,0.15234329,0.14643091,0.2369146,0.28870353,0.2008098,0.21532938,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000133655__pre3_label3_response_coverage,train,0.035021856
7,rbf_abs_keypoint_scaled,0.087866634,0.12935872,0.5990105,0.4626386,0.20861405,0.3308502,0.17325233,0.25947523,0.087866634,0.096859194,0.10765759,0.112810075,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000250730__pre3_label3_response_coverage,train,0.04149209
7,rbf_abs_keypoint_scaled,0.20634167,0.34997496,0.40899447,0.5184851,0.3461946,0.35558277,0.37343854,0.41170987,0.20634167,0.33668467,0.24004874,0.34323063,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000129055__pre3_label3_response_coverage,train,0.14363329
7,rbf_abs_keypoint_scaled,0.34922117,0.36538327,0.5645612,0.5763753,0.39865455,0.44527486,0.38891932,0.4362262,0.34922117,0.35936323,0.3552617,0.35040513,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000175350__pre3_label3_response_coverage,train,0.016162097
7,rbf_abs_keypoint_scaled,0.3320134,0.68121046,0.7631336,0.7473464,0.66303694,0.67171097,0.6553792,0.65860444,0.3320134,0.34925976,0.47279567,0.48357296,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000290870__pre3_label3_response_coverage,train,0.34919706
7,rbf_abs_keypoint_scaled,0.25871095,0.31501392,0.795035,0.7778539,0.41414985,0.5333136,0.40930647,0.5240244,0.25871095,0.26542565,0.28374815,0.28837287,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000320035__pre3_label3_response_coverage,train,0.056302965
6,segment_resid_rf_blend_50,0.054584105,0.09043516,0.07070012,0.07202788,0.07386198,0.06338728,0.06821298,0.054584105,0.061768327,0.07098986,0.064943574,0.057791,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000334720__pre3_label3_response_coverage,train,0.035851058
7,rbf_abs_keypoint_scaled,0.17892718,0.19664621,0.36150458,0.3534616,0.22384232,0.26316014,0.20707858,0.24220453,0.17892718,0.19440182,0.18682131,0.18389504,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000402090__pre3_label3_response_coverage,train,0.01771903
7,rbf_abs_keypoint_scaled,0.012542238,0.028954228,0.03878859,0.12828419,0.017828636,0.01598121,0.018410528,0.0526836,0.012542238,0.12335432,0.014023707,0.049594987,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000481970__pre3_label3_response_coverage,train,0.01641199
7,rbf_abs_keypoint_scaled,0.08108221,0.1756351,0.22013542,0.282273,0.16479626,0.16989164,0.18946819,0.21382254,0.08108221,0.10726582,0.11260611,0.13967079,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000137120__pre3_label3_response_coverage,train,0.09455289
7,rbf_abs_keypoint_scaled,0.29905525,0.3429091,0.4698455,0.4817707,0.35177323,0.37814245,0.3502254,0.37872714,0.29905525,0.30499744,0.31148934,0.30819544,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000439360__pre3_label3_response_coverage,train,0.04385385
4,segment_abs_rf_blend_50,0.11439064,0.118713886,0.12029981,0.12267854,0.115281306,0.11439064,0.11511937,0.11459409,0.11755371,0.12863299,0.118125826,0.12347576,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000515545__pre3_label3_response_coverage,train,0.004323244
2,segment_resid_rf_piecewise,0.21265225,0.3796986,0.23737907,0.21265225,0.32507092,0.27964398,0.31354016,0.25792998,0.32415068,0.34945178,0.34747264,0.3631953,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000598710__pre3_label3_response_coverage,train,0.16704635
10,rbf_resid_keypoint_scaled_blend_50,0.5957753,0.5998266,1.1849905,1.2635447,0.73724973,0.88252705,0.76008976,0.92547834,0.6843065,0.616063,0.6333015,0.5957753,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000180850__pre3_label3_response_coverage,train,0.004051268
0,rbf_kernel_ridge_context_no_subject,0.113233075,0.113233075,0.46872616,0.5801916,0.17447507,0.26607376,0.19711758,0.31859058,0.23374507,0.35051975,0.1536867,0.20249903,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000209520__pre3_label3_response_coverage,train,0.0
6,segment_resid_rf_blend_50,0.17870186,0.26468796,0.26575112,0.1908554,0.23016123,0.21765342,0.21370526,0.17870186,0.22674455,0.20250994,0.24453208,0.22160736,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000340405__pre3_label3_response_coverage,train,0.08598609
8,rbf_resid_keypoint_scaled,0.36622357,0.50697106,0.997319,1.0597645,0.60297996,0.72252625,0.6161683,0.75159264,0.40490583,0.36622357,0.44728962,0.42283946,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000384965__pre3_label3_response_coverage,train,0.14074749
8,rbf_resid_keypoint_scaled,0.18695053,0.26026255,0.35224298,0.38350844,0.26377058,0.28209472,0.2687803,0.2949044,0.20722729,0.18695053,0.23357841,0.22313315,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000463330__pre3_label3_response_coverage,train,0.073312014
6,segment_resid_rf_blend_50,0.24073324,0.30812737,0.30556598,0.2449339,0.26179433,0.24386927,0.26752332,0.24073324,0.38222077,0.34552073,0.32407752,0.31528264,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000137410__pre3_label3_response_coverage,train,0.06739414
6,segment_resid_rf_blend_50,0.056673147,0.06610926,0.078014545,0.059616465,0.06329487,0.06458185,0.060029425,0.056673147,0.057685647,0.11501712,0.05922046,0.075319394,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000500840__pre3_label3_response_coverage,train,0.009436116
4,segment_abs_rf_blend_50,0.31181473,0.3243758,0.33945355,0.47189656,0.31300974,0.31181473,0.33936194,0.37156415,0.4435324,0.5259002,0.36649612,0.39685738,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000703720__pre3_label3_response_coverage,train,0.012561083
0,rbf_kernel_ridge_context_no_subject,0.5874731,0.5874731,0.7947312,0.67659,0.63567764,0.6866479,0.6058663,0.627029,0.8039878,0.6380606,0.69053346,0.61228937,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000221270__pre3_label3_response_coverage,val,0.0
1,segment_abs_rf_piecewise,0.48109335,0.5422169,0.48109335,0.85425204,0.50514406,0.48145917,0.59873796,0.6727613,0.50708836,0.78460944,0.5240572,0.6626552,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000378840__pre3_label3_response_coverage,val,0.06112355
8,rbf_resid_keypoint_scaled,0.68196446,0.7403136,0.8550703,0.808312,0.758737,0.7844752,0.7372367,0.74803287,0.77306557,0.68196446,0.7558519,0.70934105,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000382075__pre3_label3_response_coverage,val,0.058349133
7,rbf_abs_keypoint_scaled,0.41478568,0.44189796,0.43845654,0.5340336,0.4330116,0.42942113,0.45584187,0.47639358,0.41478568,0.42711365,0.42758906,0.43433732,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000547420__pre3_label3_response_coverage,val,0.027112275
7,rbf_abs_keypoint_scaled,0.3791269,0.42369792,0.42865545,0.47025955,0.4176761,0.41649574,0.42908835,0.43884674,0.3791269,0.39606574,0.39660326,0.40694112,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000560065__pre3_label3_response_coverage,val,0.044571012
0,rbf_kernel_ridge_context_no_subject,0.4512886,0.4512886,0.8391265,0.5304803,0.5137977,0.6062252,0.4557902,0.4712364,0.59667116,0.56420547,0.5235581,0.50757164,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000139565__pre3_label3_response_coverage,val,0.0
6,segment_resid_rf_blend_50,0.34738177,0.36693996,0.47301844,0.40175107,0.36154482,0.37980887,0.3475945,0.34738177,0.4744869,0.4446986,0.41798782,0.40459725,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000301130__pre3_label3_response_coverage,val,0.019558191
7,rbf_abs_keypoint_scaled,0.1892091,0.2627968,0.2743896,0.22875954,0.23211549,0.2232801,0.25256118,0.24339326,0.1892091,0.22415432,0.22554985,0.24347422,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000441855__pre3_label3_response_coverage,val,0.073587686
6,segment_resid_rf_blend_50,0.07354832,0.11072444,0.14390065,0.0828549,0.098759405,0.10161615,0.08829702,0.07354832,0.07637276,0.08239124,0.08462721,0.08559546,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000633830__pre3_label3_response_coverage,val,0.037176125
1,segment_abs_rf_piecewise,1.0467138,1.2142825,1.0467138,1.2898113,1.1656656,1.121188,1.2275892,1.2447201,1.1924932,1.2792493,1.2032777,1.2414212,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000660595__pre3_label3_response_coverage,val,0.16756868
4,segment_abs_rf_blend_50,0.10974474,0.14735155,0.1534029,0.2632514,0.11930447,0.10974474,0.13133034,0.15391833,0.14858867,0.1620587,0.1457959,0.14755617,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000687315__pre3_label3_response_coverage,val,0.037606806
9,rbf_abs_keypoint_scaled_blend_50,0.1723554,0.18414193,0.45658055,0.42890295,0.22176014,0.28872177,0.22608085,0.2861041,0.17324279,0.17989145,0.1723554,0.18196106,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000300320__pre3_label3_response_coverage,val,0.011786535
0,rbf_kernel_ridge_context_no_subject,0.40152502,0.40152502,0.5321629,0.52185225,0.42049608,0.44982702,0.4186178,0.44545665,0.44615602,0.42653215,0.41893518,0.410956,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000326790__pre3_label3_response_coverage,val,0.0
5,segment_resid_rf_blend_25,0.54147536,0.56126094,0.6479771,0.67217666,0.55349773,0.56652606,0.54147536,0.55562943,0.5993167,0.59322494,0.57569706,0.56041265,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000386965__pre3_label3_response_coverage,val,0.019785583
1,segment_abs_rf_piecewise,0.116901435,0.2079864,0.116901435,0.16815692,0.17978592,0.1540967,0.19286227,0.18077083,0.14601296,0.21189837,0.17627655,0.20977011,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000084165__pre3_label3_response_coverage,train,0.091084965
4,segment_abs_rf_blend_50,0.29952142,0.33002272,0.31071293,0.33739042,0.30993566,0.29952142,0.32842353,0.32913607,0.42722446,0.3624253,0.3756612,0.3457419,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000242365__pre3_label3_response_coverage,train,0.030501306
8,rbf_resid_keypoint_scaled,0.12752451,0.14205766,0.2540502,0.1446775,0.16215564,0.18901323,0.13376135,0.13135654,0.21152744,0.12752451,0.1751044,0.13463862,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000575870__pre3_label3_response_coverage,train,0.014533147
1,segment_abs_rf_piecewise,0.124794334,0.19938017,0.124794334,0.13570204,0.16607128,0.13961472,0.17603128,0.15655339,0.14025624,0.15037486,0.14876306,0.16730323,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000604150__pre3_label3_response_coverage,train,0.07458584
4,segment_abs_rf_blend_50,0.10464275,0.26467696,0.2209508,0.2422999,0.16846478,0.10464275,0.22383139,0.20385924,0.14948316,0.23400052,0.14075649,0.24869482,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000060790__pre3_label3_response_coverage,train,0.16003421
10,rbf_resid_keypoint_scaled_blend_50,0.61839813,0.63011795,0.85806304,0.8619649,0.676495,0.7310142,0.67394584,0.72863585,0.6350394,0.62097025,0.6266031,0.61839813,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000243345__pre3_label3_response_coverage,train,0.011719823
2,segment_resid_rf_piecewise,0.058359653,0.11591852,0.082257204,0.058359653,0.1051688,0.09568937,0.09736805,0.08055932,0.15712756,0.122828946,0.13599786,0.119296476,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000498455__pre3_label3_response_coverage,train,0.057558864
0,rbf_kernel_ridge_context_no_subject,0.62807506,0.62807506,1.3481078,1.162905,0.7935039,0.9722094,0.74774736,0.87957585,0.7724276,0.7887824,0.6924888,0.69877046,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000177395__pre3_label3_response_coverage,train,0.0
7,rbf_abs_keypoint_scaled,0.4438487,0.44675022,0.6969067,0.7380468,0.49547705,0.555413,0.4994963,0.5689066,0.4438487,0.4739596,0.44506425,0.45691502,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000286995__pre3_label3_response_coverage,train,0.0029015243
9,rbf_abs_keypoint_scaled_blend_50,0.20869419,0.22875127,0.4065238,0.42957604,0.22166738,0.25864118,0.2319435,0.2762657,0.2657854,0.273463,0.20869419,0.20963854,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000302720__pre3_label3_response_coverage,train,0.020057082
8,rbf_resid_keypoint_scaled,0.08730577,0.47813645,0.8994197,0.7960345,0.47105575,0.5624738,0.46809027,0.53239954,0.16845082,0.08730577,0.17526071,0.25120863,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000500235__pre3_label3_response_coverage,train,0.3908307
0,rbf_kernel_ridge_context_no_subject,0.018820059,0.018820059,0.16905543,0.09467811,0.04622556,0.08622797,0.03614985,0.055311017,0.15805429,0.037141263,0.08146662,0.027338328,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000628070__pre3_label3_response_coverage,train,0.0
0,rbf_kernel_ridge_context_no_subject,0.30406046,0.30406046,0.32682046,0.3888603,0.30628243,0.3108925,0.309292,0.32638073,0.38289046,0.33135238,0.34225985,0.31750047,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000665155__pre3_label3_response_coverage,train,0.0
8,rbf_resid_keypoint_scaled,0.20467488,0.28456634,0.40273884,0.30755648,0.288418,0.3121816,0.26114357,0.2573016,0.2165332,0.20467488,0.24458688,0.23542768,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000685655__pre3_label3_response_coverage,train,0.07989146
8,rbf_resid_keypoint_scaled,0.26053917,0.6157488,1.6577601,1.4677728,0.8477932,1.1076066,0.7684493,0.9781813,0.49133134,0.26053917,0.5530373,0.42936867,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000762635__pre3_label3_response_coverage,train,0.35520965
6,segment_resid_rf_blend_50,0.6115178,0.6746936,0.6566351,0.62476563,0.6538686,0.6436729,0.63433295,0.6115178,0.6730451,0.6259863,0.6720954,0.6408144,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000058890__pre3_label3_response_coverage,test,0.0631758
2,segment_resid_rf_piecewise,0.2560485,0.5553957,0.7615168,0.2560485,0.58561665,0.63220376,0.47427544,0.3957409,0.91295326,0.41238105,0.7316175,0.4777674,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000471655__pre3_label3_response_coverage,test,0.29934722
8,rbf_resid_keypoint_scaled,0.29009646,0.41912505,0.3451093,0.40763706,0.36401,0.32967892,0.3303842,0.29223287,0.30320504,0.29009646,0.34944278,0.31842163,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000269590__pre3_label3_response_coverage,train,0.12902859
1,segment_abs_rf_piecewise,0.025144758,0.05987215,0.025144758,0.23641597,0.049488805,0.039731115,0.09521934,0.14004302,0.025629938,0.127765,0.04252923,0.0935394,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000427465__pre3_label3_response_coverage,train,0.034727395
8,rbf_resid_keypoint_scaled,0.15602604,0.30459917,0.46118358,0.52332675,0.3254601,0.36095765,0.34068996,0.39244664,0.17169514,0.15602604,0.22712205,0.21566403,vehicle_instability_allraw__xst__2025_09_26_11_34_18__000146145__pre3_label3_response_coverage,train,0.14857313
7,rbf_abs_keypoint_scaled,0.4999227,0.81742907,0.866543,0.72275317,0.79202926,0.79212886,0.7627133,0.727055,0.4999227,0.5376973,0.63530207,0.657875,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000110400__pre3_label3_response_coverage,train,0.31750637
0,rbf_kernel_ridge_context_no_subject,0.1317724,0.1317724,0.23108728,0.23551787,0.15121828,0.17523563,0.15115063,0.17613861,0.15713206,0.13998526,0.13951328,0.13429552,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000431885__pre3_label3_response_coverage,train,0.0
7,rbf_abs_keypoint_scaled,0.34785923,0.509305,0.5235054,0.46963742,0.50090194,0.50051725,0.4878838,0.47374913,0.34785923,0.35905987,0.40095925,0.41312498,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000568235__pre3_label3_response_coverage,train,0.16144577
7,rbf_abs_keypoint_scaled,0.2371739,0.29848,0.29615015,0.27416015,0.2914458,0.2886634,0.2853374,0.27665633,0.2371739,0.25540978,0.25834966,0.27383026,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000104675__pre3_label3_response_coverage,train,0.061306104
6,segment_resid_rf_blend_50,0.1918052,0.25207072,0.22256441,0.19515888,0.24237296,0.23412004,0.2160056,0.1918052,0.24299791,0.23941836,0.241542,0.24370866,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000235890__pre3_label3_response_coverage,train,0.060265526
5,segment_resid_rf_blend_25,0.30823374,0.30914313,0.33551592,0.34854993,0.3086357,0.3130257,0.30823374,0.31486583,0.33458754,0.33501044,0.3207778,0.31938234,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000357555__pre3_label3_response_coverage,train,0.00090938807
7,rbf_abs_keypoint_scaled,0.13794248,0.17276572,0.28677508,0.2020453,0.17442061,0.19835842,0.16667543,0.17006074,0.13794248,0.16696166,0.14867164,0.16946423,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000380585__pre3_label3_response_coverage,train,0.03482324
1,segment_abs_rf_piecewise,0.094437614,0.17096439,0.094437614,0.17754662,0.13925564,0.11281922,0.15481684,0.15032318,0.14051637,0.14118743,0.14820719,0.15277539,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000449070__pre3_label3_response_coverage,train,0.076526776
6,segment_resid_rf_blend_50,0.28727204,0.33588487,0.3147174,0.31516048,0.3061902,0.2917221,0.30296063,0.28727204,0.32916686,0.3353417,0.31995037,0.31010863,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000514465__pre3_label3_response_coverage,train,0.048612833
8,rbf_resid_keypoint_scaled,0.27412584,0.3100605,0.49242514,0.39089504,0.3469714,0.39097807,0.32015264,0.33772972,0.2893871,0.27412584,0.29906675,0.29064712,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000542080__pre3_label3_response_coverage,train,0.035934657
1,segment_abs_rf_piecewise,0.3503221,0.44306853,0.3503221,0.40717807,0.40911138,0.38139513,0.42364755,0.410829,0.41799092,0.44848877,0.42177975,0.44389454,vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000375965__pre3_label3_response_coverage,train,0.09274644
8,rbf_resid_keypoint_scaled,0.13546655,0.16187622,0.20066124,0.20450683,0.1586242,0.16479596,0.15827078,0.16513048,0.14174742,0.13546655,0.15149206,0.1482304,vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000513705__pre3_label3_response_coverage,train,0.02640967
0,rbf_kernel_ridge_context_no_subject,0.46589583,0.46589583,0.6290857,0.6167351,0.49034747,0.5272724,0.4701398,0.49957263,0.49246866,0.4729125,0.47678033,0.46914852,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000062885__pre3_label3_response_coverage,test,0.0
8,rbf_resid_keypoint_scaled,0.20067738,0.2068373,0.47877938,0.40903696,0.2543988,0.3211009,0.23191844,0.27965918,0.41070026,0.20067738,0.28625572,0.20250262,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000327680__pre3_label3_response_coverage,test,0.0061599165
1,segment_abs_rf_piecewise,0.24350086,0.28952235,0.24350086,0.33113822,0.2688066,0.2536004,0.2912374,0.29909214,0.26324555,0.33771285,0.27595812,0.31272405,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000484470__pre3_label3_response_coverage,test,0.04602149
7,rbf_abs_keypoint_scaled,0.1445371,0.17663409,0.30570793,0.36567533,0.1937007,0.22361359,0.21526368,0.26167005,0.1445371,0.15939993,0.15905319,0.16767845,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000183010__pre3_label3_response_coverage,train,0.032096982
