instability_event_uid,subject,session_stamp,anchor_time_rel_s,recommended_decision,instability_role,instability_review_score,road_guided_instability_score,old_v400_min_abs_anchor_gap_s,old_v400_road_type_mode,road_design_instance_name,road_design_risk_class,road_design_mapping_reliability,road_design_nearest_dist_m,peak_abs_ay_event,peak_abs_roll_rate_window,peak_abs_yaw_rate_window,steering_delta_peak_post3s,nearest_module_boundary_time_rel_s,nearest_module_boundary_type,nearest_module_boundary_delta_s,active_module_name_at_old_anchor,active_instance_name_at_old_anchor,active_module_reliability_at_old_anchor,active_module_risk_class_cn,nearest_boundary_instance_name,nearest_boundary_reliability
vehicle_instability_onset__zx__2025_09_27_17_29_08__000259910,zx,2025_09_27_17_29_08,259.91,hybrid_reject_low_evidence,instability_ay_only,25.45,16.14,,none,curve1,design_curve_context,very_low,3036.379203,1.72081,0.039653,0.05645,0.226194,122.6,entry,-137.31,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__zx__2025_09_27_17_29_08__000292520,zx,2025_09_27_17_29_08,292.52,hybrid_accept_medium,instability_ay_only,41.56,59.43,0.71,curve,curve1,design_curve_context,very_low,4053.795393,2.30898,0.166906,0.096296,0.419927,426.5,exit,133.98,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__zx__2025_09_27_17_29_08__000302795,zx,2025_09_27_17_29_08,302.795,hybrid_accept_high,instability_ay_only,59.76,86.79,1.715,curve,curve1,design_curve_context,very_low,4349.412524,1.43769,0.321649,0.24721,0.61453,426.5,exit,123.705,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__zx__2025_09_27_17_29_08__000315405,zx,2025_09_27_17_29_08,315.405,hybrid_accept_high,instability_ay_only,84.93,100.0,0.845,curve,curve1,design_curve_context,very_low,4736.694218,3.37752,0.668431,0.439271,0.62762,426.5,exit,111.095,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__zx__2025_09_27_17_29_08__000334850,zx,2025_09_27_17_29_08,334.85,hybrid_accept_medium,instability_ay_only,52.77,73.19,0.075,curve,curve1,design_curve_context,very_low,5409.873866,5.10421,0.156767,0.132695,0.662876,426.5,exit,91.65,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__zx__2025_09_27_17_29_08__000378655,zx,2025_09_27_17_29_08,378.655,hybrid_reject_low_evidence,instability_ay_only,27.08,28.71,,none,curve1,design_curve_context,very_low,5559.662275,0.886561,0.067622,0.071226,0.23754,426.5,exit,47.845,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__zx__2025_09_27_17_29_08__000391970,zx,2025_09_27_17_29_08,391.97,hybrid_reject_low_evidence,instability_ay_only,34.09,41.64,0.795,curve,curve1,design_curve_context,very_low,5460.713729,2.24791,0.099131,0.090101,0.344353,426.5,exit,34.53,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__zx__2025_09_27_17_29_08__000402560,zx,2025_09_27_17_29_08,402.56,hybrid_accept_high,instability_ay_only,83.9,100.0,1.175,curve,curve1,design_curve_context,very_low,5434.088034,12.1403,0.792358,0.391692,1.274092,426.5,exit,23.94,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__zx__2025_09_27_17_45_11__000005965,zx,2025_09_27_17_45_11,5.965,hybrid_review_conflict_or_medium,instability_ay_only,44.77,51.59,4.055,straight,section1,design_regular_road,high,8.500137,0.939796,0.798636,0.094586,0.28955,0.0,entry,-5.965,middle_section,section1,high,普通连接段,section1,high
vehicle_instability_onset__zx__2025_09_27_17_45_11__000013465,zx,2025_09_27_17_45_11,13.465,hybrid_reject_low_evidence,instability_ay_only,29.57,37.79,0.97,straight,section1,design_regular_road,high,1.415169,1.71228,0.057388,0.094586,0.432318,0.0,entry,-13.465,middle_section,section1,high,普通连接段,section1,high
vehicle_instability_onset__zx__2025_09_27_17_45_11__000100430,zx,2025_09_27_17_45_11,100.43,hybrid_accept_medium,instability_ay_only,51.01,64.12,3.855,straight,curve1,design_curve_context,high,3.594113,1.40705,0.281342,0.159763,0.229162,96.7,entry,-3.73,curve1,curve1,low,弯道路段,curve1,low
vehicle_instability_onset__zx__2025_09_27_17_45_11__000135280,zx,2025_09_27_17_45_11,135.28,hybrid_accept_high,instability_ay_only,85.52,100.0,0.74,curve,curve1,design_curve_context,high,11.830185,15.3957,2.75218,0.624608,2.884857,96.7,entry,-38.58,curve1,curve1,low,弯道路段,curve1,low
vehicle_instability_onset__zx__2025_09_27_17_45_11__000158510,zx,2025_09_27_17_45_11,158.51,hybrid_accept_medium,instability_ay_only,61.35,80.41,,none,curve1,design_curve_context,low,229.283772,3.77215,0.677746,0.373785,0.09285,200.9,exit,42.39,curve1,curve1,low,弯道路段,curve1,low
vehicle_instability_onset__zx__2025_09_27_17_45_11__000166410,zx,2025_09_27_17_45_11,166.41,hybrid_accept_medium,instability_ay_only,51.79,78.15,1.33,curve,curve1,design_curve_context,low,233.272259,2.49517,0.955288,0.252939,0.21974,200.9,exit,34.49,curve1,curve1,low,弯道路段,curve1,low
vehicle_instability_onset__zx__2025_09_27_17_45_11__000175330,zx,2025_09_27_17_45_11,175.33,hybrid_accept_medium,instability_ay_only,62.8,81.67,,none,curve1,design_curve_context,low,235.233328,1.47075,0.861349,0.445436,5.84005,200.9,exit,25.57,curve1,curve1,low,弯道路段,curve1,low
vehicle_instability_onset__zx__2025_09_27_17_45_11__000196355,zx,2025_09_27_17_45_11,196.355,hybrid_reject_low_evidence,instability_ay_only,28.07,31.51,0.515,straight,curve1,design_curve_context,low,281.845338,1.69385,0.091757,0.089174,0.397412,200.9,exit,4.545,curve1,curve1,low,弯道路段,curve1,low
vehicle_instability_onset__zx__2025_09_27_17_45_11__000217450,zx,2025_09_27_17_45_11,217.45,hybrid_review_conflict_or_medium,instability_ay_only,40.86,51.39,0.25,straight,section3,design_regular_road,low,280.369603,1.78459,0.097925,0.145568,0.357618,233.605,exit,16.155,middle_section,section3,low,普通连接段,section3,low
vehicle_instability_onset__zx__2025_09_27_17_45_11__000223915,zx,2025_09_27_17_45_11,223.915,hybrid_reject_low_evidence,instability_ay_only,34.83,39.63,,none,section3,design_regular_road,low,279.448888,1.89302,0.056924,0.055885,0.35116,233.605,exit,9.69,middle_section,section3,low,普通连接段,section3,low
vehicle_instability_onset__zx__2025_09_27_17_45_11__000375430,zx,2025_09_27_17_45_11,375.43,hybrid_review_conflict_or_medium,instability_ay_only,35.76,47.99,1.215,straight,section5,design_regular_road,very_low,966.291391,1.44197,0.132457,0.110194,0.828333,387.105,exit,11.675,middle_section,section5,very_low,普通连接段,section5,very_low
vehicle_instability_onset__zx__2025_09_27_17_45_11__000379395,zx,2025_09_27_17_45_11,379.395,hybrid_accept_medium,instability_ay_only,42.86,57.4,0.79,straight,section5,design_regular_road,very_low,956.240018,3.32658,0.146246,0.120514,0.496895,387.105,exit,7.71,middle_section,section5,very_low,普通连接段,section5,very_low
vehicle_instability_onset__zx__2025_09_27_17_45_11__000402230,zx,2025_09_27_17_45_11,402.23,hybrid_reject_low_evidence,instability_ay_only,20.42,20.42,,none,stop,design_special_event_segment,very_low,898.047345,1.48391,0.038111,0.058806,0.279078,387.2,entry,-15.03,stop,stop,very_low,特殊道路段,stop,very_low
vehicle_instability_onset__zx__2025_09_27_17_45_11__000433060,zx,2025_09_27_17_45_11,433.06,hybrid_accept_medium,instability_ay_only,48.1,68.24,3.73,straight,section6,design_regular_road,very_low,807.483801,1.40156,0.284462,0.190934,0.225147,423.605,entry,-9.455,middle_section,section6,very_low,普通连接段,section6,very_low
vehicle_instability_onset__zx__2025_09_27_17_45_11__000438700,zx,2025_09_27_17_45_11,438.7,hybrid_accept_medium,instability_ay_only,51.66,80.72,0.18,straight,section6,design_regular_road,very_low,784.459048,4.25756,0.284462,0.190934,0.701273,452.9,exit,14.2,middle_section,section6,very_low,普通连接段,section6,very_low
vehicle_instability_onset__zx__2025_09_27_17_45_11__000445945,zx,2025_09_27_17_45_11,445.945,hybrid_accept_high,instability_ay_only,59.06,83.92,1.71,straight,section6,design_regular_road,very_low,765.016175,1.99465,0.353678,0.241832,0.659036,452.9,exit,6.955,middle_section,section6,very_low,普通连接段,section6,very_low
vehicle_instability_onset__zx__2025_09_27_17_45_11__000469100,zx,2025_09_27_17_45_11,469.1,hybrid_accept_high,instability_ay_only,83.23,100.0,,none,mu1,design_high_risk_surface,very_low,679.016551,13.5545,1.57508,1.0232,0.259965,453.0,entry,-16.1,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__zx__2025_09_27_17_45_11__000513445,zx,2025_09_27_17_45_11,513.445,hybrid_accept_high,instability_ay_only,61.98,90.01,1.09,straight,mu1,design_high_risk_surface,very_low,667.125311,1.41604,0.851735,0.206896,0.264243,453.0,entry,-60.445,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__zx__2025_09_27_17_45_11__000540855,zx,2025_09_27_17_45_11,540.855,hybrid_accept_high,instability_ay_only,53.87,83.48,1.625,curve,mu1,design_high_risk_surface,low,280.871343,4.77855,0.190158,0.14332,0.999551,623.805,exit,82.95,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__zx__2025_09_27_17_45_11__000566180,zx,2025_09_27_17_45_11,566.18,hybrid_accept_high,instability_ay_only,70.32,100.0,0.01,straight,mu1,design_high_risk_surface,low,450.545989,3.66287,0.856311,0.142263,0.807214,623.805,exit,57.625,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__zx__2025_09_27_17_45_11__000573730,zx,2025_09_27_17_45_11,573.73,hybrid_reject_low_evidence,instability_ay_only,25.44,26.53,,none,mu1,design_high_risk_surface,very_low,676.695859,1.04014,0.073,0.067134,0.294088,623.805,exit,50.075,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__zx__2025_09_27_17_45_11__000581995,zx,2025_09_27_17_45_11,581.995,hybrid_accept_medium,instability_ay_only,51.53,68.43,0.61,straight,mu1,design_high_risk_surface,very_low,943.187709,4.09073,0.23082,0.174598,0.743511,623.805,exit,41.81,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__zx__2025_09_27_17_56_42__000087555,zx,2025_09_27_17_56_42,87.555,hybrid_accept_high,instability_ay_only,63.44,82.25,0.015,straight,section2,design_regular_road,high,1.660628,2.95004,0.288832,0.197516,0.615926,82.405,entry,-5.15,middle_section,section2,high,普通连接段,section2,high
vehicle_instability_onset__zx__2025_09_27_17_56_42__000149250,zx,2025_09_27_17_56_42,149.25,hybrid_accept_high,instability_ay_only,85.25,100.0,0.09,curve,curve1,design_curve_context,high,14.424143,14.5676,1.1917,0.800155,2.57611,169.5,exit,20.25,curve1,curve1,medium,弯道路段,curve1,medium
vehicle_instability_onset__zx__2025_09_27_18_00_08__000009590,zx,2025_09_27_18_00_08,9.59,hybrid_accept_medium,instability_ay_roll,51.49,56.5,,none,section1,design_regular_road,high,8.494451,0.831105,0.752164,0.061098,0.048171,0.0,entry,-9.59,middle_section,section1,high,普通连接段,section1,high
vehicle_instability_onset__zx__2025_09_27_18_00_08__000066065,zx,2025_09_27_18_00_08,66.065,hybrid_accept_high,instability_ay_only,59.53,84.66,0.645,straight,section2,design_regular_road,high,6.814271,2.89373,0.272927,0.173034,0.435983,64.605,entry,-1.46,middle_section,section2,high,普通连接段,section2,high
vehicle_instability_onset__zx__2025_09_27_18_00_08__000072585,zx,2025_09_27_18_00_08,72.585,hybrid_accept_medium,instability_ay_only,58.11,77.77,2.56,straight,section2,design_regular_road,high,7.481568,1.91458,0.272927,0.174741,0.441393,64.605,entry,-7.98,middle_section,section2,high,普通连接段,section2,high
vehicle_instability_onset__zx__2025_09_27_18_00_08__000087485,zx,2025_09_27_18_00_08,87.485,hybrid_accept_high,instability_ay_only,85.13,100.0,4.875,straight,section2,design_regular_road,high,15.037146,6.73624,2.96071,0.246012,0.112923,97.305,exit,9.82,middle_section,section2,high,普通连接段,section2,high
vehicle_instability_onset__zx__2025_09_27_18_00_08__000119235,zx,2025_09_27_18_00_08,119.235,hybrid_accept_high,instability_ay_only,79.18,100.0,4.75,straight,curve1,design_curve_context,high,4.449404,1.82012,0.827301,0.470208,0.576133,97.405,entry,-21.83,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__zx__2025_09_27_18_00_08__000159460,zx,2025_09_27_18_00_08,159.46,hybrid_accept_high,instability_ay_only,80.13,100.0,1.62,curve,curve1,design_curve_context,very_low,634.683594,1.7821,0.877848,0.256954,0.346971,97.405,entry,-62.055,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__zx__2025_09_27_18_00_08__000205870,zx,2025_09_27_18_00_08,205.87,hybrid_accept_high,instability_ay_only,73.09,97.62,3.74,curve,curve1,design_curve_context,very_low,2341.797236,1.3569,0.665891,0.424714,0.117111,97.405,entry,-108.465,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__zx__2025_09_27_18_00_08__000209600,zx,2025_09_27_18_00_08,209.6,hybrid_reject_low_evidence,instability_ay_only,28.46,35.89,0.01,curve,curve1,design_curve_context,very_low,2480.965988,2.09617,0.065358,0.07116,0.401425,97.405,entry,-112.195,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__zx__2025_09_27_18_00_08__000265215,zx,2025_09_27_18_00_08,265.215,hybrid_review_conflict_or_medium,instability_ay_only,42.34,45.07,,none,curve1,design_curve_context,very_low,4533.515366,2.25911,0.223114,0.115787,0.383972,379.705,exit,114.49,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__zx__2025_09_27_18_00_08__000290820,zx,2025_09_27_18_00_08,290.82,hybrid_review_conflict_or_medium,instability_ay_only,45.46,52.99,,none,curve1,design_curve_context,very_low,5394.35039,6.11811,0.061176,0.106268,0.378388,379.705,exit,88.885,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__zx__2025_09_27_18_00_08__000332960,zx,2025_09_27_18_00_08,332.96,hybrid_accept_high,instability_ay_only,70.12,100.0,0.015,curve,curve1,design_curve_context,very_low,5582.153107,4.50788,0.780944,0.205882,0.819432,379.705,exit,46.745,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__zx__2025_09_27_18_00_08__000360765,zx,2025_09_27_18_00_08,360.765,hybrid_accept_high,instability_ay_only,81.05,100.0,4.22,curve,curve1,design_curve_context,very_low,5434.486084,3.39517,0.711279,0.445683,0.557982,379.705,exit,18.94,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__zx__2025_09_27_18_07_01__000026425,zx,2025_09_27_18_07_01,26.425,hybrid_accept_high,instability_ay_only,74.06,100.0,1.945,straight,section1,design_regular_road,high,10.026014,2.83462,1.90826,0.305445,1.098514,0.0,entry,-26.425,middle_section,section1,high,普通连接段,section1,high
vehicle_instability_onset__zx__2025_09_27_18_07_01__000053435,zx,2025_09_27_18_07_01,53.435,hybrid_accept_high,instability_ay_only,57.26,82.28,1.5,straight,section1,design_regular_road,high,3.134755,4.13305,0.265627,0.188818,1.043707,60.105,exit,6.67,middle_section,section1,high,普通连接段,section1,high
vehicle_instability_onset__zx__2025_09_27_18_07_01__000087885,zx,2025_09_27_18_07_01,87.885,hybrid_accept_high,instability_ay_only,83.08,100.0,,none,section2,design_regular_road,medium,44.844028,13.6084,1.64799,1.08015,0.08797,72.105,entry,-15.78,middle_section,section2,high,普通连接段,section2,high
vehicle_instability_onset__zx__2025_09_27_18_07_01__000123135,zx,2025_09_27_18_07_01,123.135,hybrid_accept_high,instability_ay_only,72.39,100.0,0.7,straight,section2,design_regular_road,high,3.677126,1.50625,0.582436,0.367594,0.69691,131.2,exit,8.065,middle_section,section2,high,普通连接段,section2,high
vehicle_instability_onset__zx__2025_09_27_18_07_01__000212050,zx,2025_09_27_18_07_01,212.05,hybrid_accept_high,instability_ay_only,66.62,82.62,0.48,curve,curve1,design_curve_context,low,282.154007,1.70304,0.113822,0.248624,0.444798,221.0,exit,8.95,curve1,curve1,medium,弯道路段,curve1,medium
vehicle_instability_onset__zx__2025_09_27_18_07_01__000235130,zx,2025_09_27_18_07_01,235.13,hybrid_review_conflict_or_medium,instability_ay_only,42.72,49.69,2.89,straight,section3,design_regular_road,low,281.15349,2.47804,0.139956,0.109837,0.465217,221.105,entry,-14.025,middle_section,section3,low,普通连接段,section3,low
vehicle_instability_onset__zx__2025_09_27_18_07_01__000251385,zx,2025_09_27_18_07_01,251.385,hybrid_accept_high,instability_ay_only,66.26,100.0,2.665,straight,section3,design_regular_road,low,280.02147,1.69217,0.424471,0.29076,1.031839,253.605,exit,2.22,middle_section,section3,low,普通连接段,section3,low
vehicle_instability_onset__zx__2025_09_27_18_07_01__000268415,zx,2025_09_27_18_07_01,268.415,hybrid_accept_medium,instability_ay_only,40.41,62.81,0.26,straight,fix_road,design_special_event_segment,low,283.328996,1.58776,0.178553,0.107909,0.853466,253.705,entry,-14.71,fix_road,fix_road,low,特殊道路段,fix_road,low
vehicle_instability_onset__zx__2025_09_27_18_07_01__000286980,zx,2025_09_27_18_07_01,286.98,hybrid_accept_high,instability_ay_only,69.22,90.6,0.77,straight,fix_road,design_special_event_segment,low,283.664787,1.90065,0.43132,0.303467,0.257261,294.2,exit,7.22,fix_road,fix_road,low,特殊道路段,fix_road,low
vehicle_instability_onset__zx__2025_09_27_18_07_01__000320110,zx,2025_09_27_18_07_01,320.11,hybrid_accept_medium,instability_ay_only,46.52,59.88,4.11,curve,section4,design_regular_road,low,281.877264,1.48031,0.059835,0.199169,0.17209,325.805,exit,5.695,middle_section,section4,low,普通连接段,section4,low
vehicle_instability_onset__zx__2025_09_27_18_07_01__000342080,zx,2025_09_27_18_07_01,342.08,hybrid_accept_high,instability_ay_only,67.96,85.18,,none,curve2,design_curve_context,low,260.744389,1.4226,0.497064,0.23983,0.138753,325.905,entry,-16.175,curve2,curve2,very_low,弯道路段,curve2,very_low
vehicle_instability_onset__zx__2025_09_27_18_07_01__000414090,zx,2025_09_27_18_07_01,414.09,hybrid_reject_low_evidence,instability_ay_only,28.23,30.51,3.035,straight,section5,design_regular_road,very_low,992.705784,1.5984,0.10667,0.076447,0.195476,407.905,entry,-6.185,middle_section,section5,very_low,普通连接段,section5,very_low
vehicle_instability_onset__zx__2025_09_27_18_07_01__000420230,zx,2025_09_27_18_07_01,420.23,hybrid_reject_low_evidence,instability_ay_only,26.42,28.48,0.955,straight,section5,design_regular_road,very_low,975.608248,1.62262,0.067687,0.060396,0.249582,407.905,entry,-12.325,middle_section,section5,very_low,普通连接段,section5,very_low
vehicle_instability_onset__zx__2025_09_27_18_07_01__000438595,zx,2025_09_27_18_07_01,438.595,hybrid_accept_medium,instability_ay_only,64.32,80.85,,none,stop,design_special_event_segment,very_low,917.328167,1.44965,0.399084,0.272936,0.395667,433.805,entry,-4.79,stop,stop,very_low,特殊道路段,stop,very_low
vehicle_instability_onset__zx__2025_09_27_18_07_01__000509720,zx,2025_09_27_18_07_01,509.72,hybrid_review_conflict_or_medium,instability_ay_only,41.44,46.13,0.01,straight,mu1,design_high_risk_surface,very_low,697.536433,2.11134,0.175434,0.110759,0.462512,495.805,entry,-13.915,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__zx__2025_09_27_18_07_01__000516215,zx,2025_09_27_18_07_01,516.215,hybrid_accept_medium,instability_ay_only,48.1,57.39,0.665,straight,mu1,design_high_risk_surface,very_low,675.761034,3.1448,0.221099,0.100152,0.327424,495.805,entry,-20.41,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__zx__2025_09_27_18_07_01__000523650,zx,2025_09_27_18_07_01,523.65,hybrid_accept_high,instability_ay_only,82.12,100.0,1.765,straight,mu1,design_high_risk_surface,very_low,647.623643,10.9364,0.751935,0.464701,0.500212,495.805,entry,-27.845,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__zx__2025_09_27_18_07_01__000550085,zx,2025_09_27_18_07_01,550.085,hybrid_accept_high,instability_ay_only,57.27,97.44,0.355,straight,mu1,design_high_risk_surface,high,3.695396,1.47183,0.376638,0.217051,0.539656,601.705,exit,51.62,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__zx__2025_09_27_18_07_01__000563640,zx,2025_09_27_18_07_01,563.64,hybrid_reject_low_evidence,instability_ay_only,33.67,43.1,,none,mu1,design_high_risk_surface,low,453.374234,2.22522,0.107598,0.07272,0.317999,601.705,exit,38.065,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__zx__2025_09_27_18_07_01__000584700,zx,2025_09_27_18_07_01,584.7,hybrid_accept_high,instability_ay_only,68.41,86.91,0.05,straight,mu1,design_high_risk_surface,very_low,1116.714517,14.1913,0.078898,0.351139,0.277682,601.705,exit,17.005,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__zx__2025_09_27_18_17_48__000004215,zx,2025_09_27_18_17_48,4.215,hybrid_reject_low_evidence,instability_roll_only,6.78,0.0,,none,section1,design_regular_road,high,8.447939,0.266234,0.520992,0.008567,0.000524,0.0,entry,-4.215,middle_section,section1,high,普通连接段,section1,high
vehicle_instability_onset__zx__2025_09_27_18_17_48__000050870,zx,2025_09_27_18_17_48,50.87,hybrid_reject_low_evidence,instability_ay_only,37.04,38.11,,none,section1,design_regular_road,high,6.169404,2.10146,0.068244,0.074507,0.486161,62.305,exit,11.435,middle_section,section1,high,普通连接段,section1,high
vehicle_instability_onset__zx__2025_09_27_18_17_48__000056725,zx,2025_09_27_18_17_48,56.725,hybrid_reject_low_evidence,instability_ay_only,28.83,29.75,,none,section1,design_regular_road,high,4.55062,1.52248,0.068244,0.074507,0.292691,62.305,exit,5.58,middle_section,section1,high,普通连接段,section1,high
vehicle_instability_onset__zx__2025_09_27_18_17_48__000075605,zx,2025_09_27_18_17_48,75.605,hybrid_accept_medium,instability_ay_only,58.88,75.12,0.33,straight,section2,design_regular_road,high,5.30356,1.5726,0.341617,0.245138,0.279602,74.805,entry,-0.8,middle_section,section2,high,普通连接段,section2,high
vehicle_instability_onset__zx__2025_09_27_18_17_48__000125610,zx,2025_09_27_18_17_48,125.61,hybrid_accept_medium,instability_ay_only,44.93,66.94,0.06,straight,curve1,design_curve_context,high,4.92198,3.5127,0.160578,0.131603,0.779813,106.805,entry,-18.805,curve1,curve1,low,弯道路段,curve1,low
vehicle_instability_onset__zx__2025_09_27_18_17_48__000183120,zx,2025_09_27_18_17_48,183.12,hybrid_accept_medium,instability_ay_only,52.37,63.13,,none,section3,design_regular_road,low,282.247368,3.01701,0.179803,0.135549,0.734086,173.705,entry,-9.415,middle_section,section3,low,普通连接段,section3,low
vehicle_instability_onset__zx__2025_09_27_18_17_48__000210790,zx,2025_09_27_18_17_48,210.79,hybrid_accept_high,instability_ay_only,63.51,85.43,2.47,straight,fix_road,design_special_event_segment,low,281.712748,1.3126,0.405531,0.299683,0.402473,206.205,entry,-4.585,fix_road,fix_road,low,特殊道路段,fix_road,low
vehicle_instability_onset__zx__2025_09_27_18_17_48__000213685,zx,2025_09_27_18_17_48,213.685,hybrid_accept_medium,instability_ay_only,45.01,56.39,0.425,straight,fix_road,design_special_event_segment,low,280.846954,1.40684,0.222549,0.105782,0.211533,206.205,entry,-7.48,fix_road,fix_road,low,特殊道路段,fix_road,low
vehicle_instability_onset__zx__2025_09_27_18_17_48__000260755,zx,2025_09_27_18_17_48,260.755,hybrid_accept_medium,instability_ay_only,44.9,62.27,0.79,straight,section4,design_regular_road,low,282.452576,1.847,0.085661,0.120031,0.393659,247.0,entry,-13.755,middle_section,section4,low,普通连接段,section4,low
vehicle_instability_onset__zx__2025_09_27_18_17_48__000296600,zx,2025_09_27_18_17_48,296.6,hybrid_accept_high,instability_ay_only,66.24,92.2,1.775,curve,curve2,design_curve_context,low,231.260916,2.2427,0.163419,0.223488,0.573341,282.605,entry,-13.995,curve2,curve2,very_low,弯道路段,curve2,very_low
vehicle_instability_onset__zx__2025_09_27_18_17_48__000307245,zx,2025_09_27_18_17_48,307.245,hybrid_accept_high,instability_ay_only,89.65,100.0,0.015,straight,curve2,design_curve_context,low,458.710554,12.7725,1.89251,1.31202,1.883559,282.605,entry,-24.64,curve2,curve2,very_low,弯道路段,curve2,very_low
vehicle_instability_onset__zx__2025_09_27_18_17_48__000369500,zx,2025_09_27_18_17_48,369.5,hybrid_reject_low_evidence,instability_ay_only,33.96,41.33,,none,section5,design_regular_road,very_low,960.080827,1.36186,0.125616,0.1363,0.260577,378.205,exit,8.705,middle_section,section5,very_low,普通连接段,section5,very_low
vehicle_instability_onset__zx__2025_09_27_18_17_48__000407740,zx,2025_09_27_18_17_48,407.74,hybrid_accept_medium,instability_ay_only,45.3,60.87,0.015,straight,stop,design_special_event_segment,very_low,845.371326,2.99739,0.128529,0.112559,0.64839,410.905,exit,3.165,stop,stop,very_low,特殊道路段,stop,very_low
vehicle_instability_onset__zx__2025_09_27_18_17_48__000423040,zx,2025_09_27_18_17_48,423.04,hybrid_accept_medium,instability_ay_only,46.36,62.69,0.075,straight,section6,design_regular_road,very_low,801.056126,3.17473,0.151657,0.092462,0.565487,411.0,entry,-12.04,middle_section,section6,very_low,普通连接段,section6,very_low
vehicle_instability_onset__zx__2025_09_27_18_17_48__000435575,zx,2025_09_27_18_17_48,435.575,hybrid_accept_high,instability_ay_only,64.91,84.0,0.84,straight,section6,design_regular_road,very_low,757.442447,7.41153,0.267189,0.222756,0.499339,441.905,exit,6.33,middle_section,section6,very_low,普通连接段,section6,very_low
vehicle_instability_onset__zx__2025_09_27_18_17_48__000461095,zx,2025_09_27_18_17_48,461.095,hybrid_reject_low_evidence,instability_ay_only,20.11,17.09,0.085,straight,mu1,design_high_risk_surface,very_low,683.32546,0.669813,0.085385,0.063971,0.27262,442.0,entry,-19.095,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__zx__2025_09_27_18_17_48__000492875,zx,2025_09_27_18_17_48,492.875,hybrid_accept_high,instability_ay_only,83.02,100.0,,none,mu1,design_high_risk_surface,low,324.44467,11.822,1.70462,0.910469,0.02042,442.0,entry,-50.875,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__zx__2025_09_27_18_17_48__000511930,zx,2025_09_27_18_17_48,511.93,hybrid_accept_medium,instability_ay_only,49.54,69.68,1.68,curve,mu1,design_high_risk_surface,medium,137.208266,1.51748,0.084853,0.303075,0.306742,572.805,exit,60.875,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__zx__2025_09_27_18_17_48__000533965,zx,2025_09_27_18_17_48,533.965,hybrid_accept_high,instability_ay_only,71.22,96.87,0.39,straight,mu1,design_high_risk_surface,low,458.768443,2.88322,0.448592,0.358495,0.489042,572.805,exit,38.84,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__zx__2025_09_27_18_17_48__000549470,zx,2025_09_27_18_17_48,549.47,hybrid_reject_low_evidence,instability_ay_only,35.29,43.29,,none,mu1,design_high_risk_surface,very_low,977.421972,0.979265,0.096721,0.136727,0.273668,572.805,exit,23.335,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__zx__2025_09_27_18_17_48__000554770,zx,2025_09_27_18_17_48,554.77,hybrid_accept_high,instability_ay_only,61.57,82.62,1.095,curve,mu1,design_high_risk_surface,very_low,1138.809928,3.44429,0.103897,0.312516,0.345575,572.805,exit,18.035,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
