old_event_uid,subject,session_stamp,old_anchor_time_rel_s,old_phase_type,old_event_level,old_road_type_anchor,old_trigger_type,old_curvature_anchor,nearest_road_curvature_event_uid,nearest_road_curvature_time_rel_s,nearest_road_curvature_delta_s,nearest_nonsteering_dynamic_event_uid,nearest_nonsteering_dynamic_time_rel_s,nearest_nonsteering_dynamic_delta_s,nearest_nonsteering_dynamic_type,nearest_road_guided_event_uid,nearest_road_guided_time_rel_s,nearest_road_guided_delta_s,nearest_module_boundary_time_rel_s,nearest_module_boundary_type,nearest_module_boundary_delta_s,active_module_name_at_old_anchor,active_instance_name_at_old_anchor,active_module_reliability_at_old_anchor,active_module_risk_class_cn,nearest_boundary_instance_name,nearest_boundary_reliability,within_1s_road_curvature,within_1s_nonsteering_dynamic,within_1s_module_boundary,old_anchor_audit_bucket
old_v400_context__zx__2025_09_27_16_32_00__00065,zx,2025_09_27_16_32_00,428.21,secondary,extreme_active,straight,context_residual,1.86464e-10,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00003,385.865,-42.345,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00045,431.605,3.395,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000431605,431.605,3.395,420.4,entry,-7.81,middle_section,section5,very_low,普通连接段,section5,very_low,False,False,False,old_before_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00066,zx,2025_09_27_16_32_00,431.02,secondary,medium_active,straight,context_residual,0.0,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00003,385.865,-45.155,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00045,431.605,0.585,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000431605,431.605,0.585,420.4,entry,-10.62,middle_section,section5,very_low,普通连接段,section5,very_low,False,True,False,old_close_to_body_only
old_v400_context__zx__2025_09_27_16_32_00__00067,zx,2025_09_27_16_32_00,436.345,secondary,weak,straight,context_residual,9.50333e-10,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00003,385.865,-50.48,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00045,431.605,-4.74,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000431605,431.605,-4.74,420.4,entry,-15.945,middle_section,section5,very_low,普通连接段,section5,very_low,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00068,zx,2025_09_27_16_32_00,440.75,secondary,weak,straight,context_residual,-7.01714e-10,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00003,385.865,-54.885,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00045,431.605,-9.145,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000431605,431.605,-9.145,457.9,exit,17.15,middle_section,section5,very_low,普通连接段,section5,very_low,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00069,zx,2025_09_27_16_32_00,447.535,secondary,strong_active,straight,context_residual,-7.63868e-10,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00003,385.865,-61.67,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00045,431.605,-15.93,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000431605,431.605,-15.93,457.9,exit,10.365,middle_section,section5,very_low,普通连接段,section5,very_low,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00070,zx,2025_09_27_16_32_00,449.81,secondary,medium_active,straight,context_residual,4.44089e-10,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00003,385.865,-63.945,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00045,431.605,-18.205,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000431605,431.605,-18.205,457.9,exit,8.09,middle_section,section5,very_low,普通连接段,section5,very_low,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00071,zx,2025_09_27_16_32_00,451.775,secondary,strong_active,straight,context_residual,1.2431e-10,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00003,385.865,-65.91,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00045,431.605,-20.17,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000431605,431.605,-20.17,457.9,exit,6.125,middle_section,section5,very_low,普通连接段,section5,very_low,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00072,zx,2025_09_27_16_32_00,454.355,secondary,medium_active,straight,context_residual,-8.88178e-10,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00003,385.865,-68.49,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00045,431.605,-22.75,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000431605,431.605,-22.75,457.9,exit,3.545,middle_section,section5,very_low,普通连接段,section5,very_low,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00073,zx,2025_09_27_16_32_00,456.495,secondary,extreme_active,straight,context_residual,-3.10773e-11,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00003,385.865,-70.63,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00045,431.605,-24.89,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000431605,431.605,-24.89,457.9,exit,1.405,middle_section,section5,very_low,普通连接段,section5,very_low,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00074,zx,2025_09_27_16_32_00,458.85,primary,extreme_active,straight,context_residual,0.0,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00003,385.865,-72.985,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00045,431.605,-27.245,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000431605,431.605,-27.245,458.0,entry,-0.85,stop,stop,very_low,特殊道路段,stop,very_low,False,False,True,old_close_to_road_only
old_v400_context__zx__2025_09_27_16_32_00__00075,zx,2025_09_27_16_32_00,469.405,primary,strong_active,straight,context_residual,0.0,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00003,385.865,-83.54,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00045,431.605,-37.8,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000431605,431.605,-37.8,458.0,entry,-11.405,stop,stop,very_low,特殊道路段,stop,very_low,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00076,zx,2025_09_27_16_32_00,486.47,secondary,strong_active,straight,context_residual,-3.10773e-11,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00003,385.865,-100.605,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00045,431.605,-54.865,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000431605,431.605,-54.865,458.0,entry,-28.47,stop,stop,very_low,特殊道路段,stop,very_low,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00077,zx,2025_09_27_16_32_00,489.92,secondary,medium_active,straight,context_residual,3.10773e-11,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00004,591.58,101.66,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00045,431.605,-58.315,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000431605,431.605,-58.315,458.0,entry,-31.92,stop,stop,very_low,特殊道路段,stop,very_low,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00078,zx,2025_09_27_16_32_00,493.295,primary,strong_active,straight,context_residual,1.79189e-09,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00004,591.58,98.285,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00045,431.605,-61.69,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000431605,431.605,-61.69,458.0,entry,-35.295,stop,stop,very_low,特殊道路段,stop,very_low,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00079,zx,2025_09_27_16_32_00,495.22,secondary,medium_active,straight,context_residual,1.74528e-09,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00004,591.58,96.36,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00045,431.605,-63.615,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000431605,431.605,-63.615,529.605,exit,34.385,stop,stop,very_low,特殊道路段,stop,very_low,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00080,zx,2025_09_27_16_32_00,497.375,secondary,strong_active,straight,context_residual,1.79189e-09,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00004,591.58,94.205,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00045,431.605,-65.77,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000431605,431.605,-65.77,529.605,exit,32.23,stop,stop,very_low,特殊道路段,stop,very_low,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00081,zx,2025_09_27_16_32_00,501.435,secondary,weak,straight,context_residual,6.21546e-11,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00004,591.58,90.145,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00045,431.605,-69.83,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000431605,431.605,-69.83,529.605,exit,28.17,stop,stop,very_low,特殊道路段,stop,very_low,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00082,zx,2025_09_27_16_32_00,537.25,secondary,weak,straight,context_residual,-3.39553e-12,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00004,591.58,54.33,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00061,593.005,55.755,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000593005,593.005,55.755,529.7,entry,-7.55,middle_section,section6,very_low,普通连接段,section6,very_low,False,False,False,old_before_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00083,zx,2025_09_27_16_32_00,539.045,secondary,medium_active,straight,context_residual,8.81387e-10,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00004,591.58,52.535,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00061,593.005,53.96,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000593005,593.005,53.96,529.7,entry,-9.345,middle_section,section6,very_low,普通连接段,section6,very_low,False,False,False,old_before_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00084,zx,2025_09_27_16_32_00,541.825,secondary,weak,straight,context_residual,3.39553e-12,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00004,591.58,49.755,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00061,593.005,51.18,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000593005,593.005,51.18,529.7,entry,-12.125,middle_section,section6,very_low,普通连接段,section6,very_low,False,False,False,old_before_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00085,zx,2025_09_27_16_32_00,549.22,secondary,strong_active,straight,context_residual,4.5088e-10,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00004,591.58,42.36,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00061,593.005,43.785,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000593005,593.005,43.785,563.4,exit,14.18,middle_section,section6,very_low,普通连接段,section6,very_low,False,False,False,old_before_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00086,zx,2025_09_27_16_32_00,551.825,secondary,weak,straight,context_residual,1.35822e-11,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00004,591.58,39.755,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00061,593.005,41.18,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000593005,593.005,41.18,563.4,exit,11.575,middle_section,section6,very_low,普通连接段,section6,very_low,False,False,False,old_before_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00087,zx,2025_09_27_16_32_00,554.23,secondary,weak,straight,context_residual,1.35822e-11,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00004,591.58,37.35,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00061,593.005,38.775,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000593005,593.005,38.775,563.4,exit,9.17,middle_section,section6,very_low,普通连接段,section6,very_low,False,False,False,old_before_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00088,zx,2025_09_27_16_32_00,558.03,secondary,medium_active,straight,context_residual,-1.35822e-11,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00004,591.58,33.55,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00061,593.005,34.975,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000593005,593.005,34.975,563.4,exit,5.37,middle_section,section6,very_low,普通连接段,section6,very_low,False,False,False,old_before_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00089,zx,2025_09_27_16_32_00,560.74,secondary,extreme_active,straight,context_residual,-4.57671e-10,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00004,591.58,30.84,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00061,593.005,32.265,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000593005,593.005,32.265,563.4,exit,2.66,middle_section,section6,very_low,普通连接段,section6,very_low,False,False,False,old_before_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00090,zx,2025_09_27_16_32_00,563.07,secondary,extreme_active,straight,context_residual,-4.75166e-10,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00004,591.58,28.51,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00061,593.005,29.935,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000593005,593.005,29.935,563.4,exit,0.33,middle_section,section6,very_low,普通连接段,section6,very_low,False,False,True,old_close_to_road_only
old_v400_context__zx__2025_09_27_16_32_00__00091,zx,2025_09_27_16_32_00,564.875,secondary,extreme_active,straight,context_residual,-8.88178e-10,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00004,591.58,26.705,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00061,593.005,28.13,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000593005,593.005,28.13,563.5,entry,-1.375,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_before_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00092,zx,2025_09_27_16_32_00,566.685,primary,extreme_active,straight,context_residual,4.2855e-10,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00004,591.58,24.895,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00061,593.005,26.32,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000593005,593.005,26.32,563.5,entry,-3.185,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_before_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00093,zx,2025_09_27_16_32_00,596.095,secondary,medium_active,curve,context_residual,-0.00099659,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00004,591.58,-4.515,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00061,593.005,-3.09,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000593005,593.005,-3.09,563.5,entry,-32.595,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00094,zx,2025_09_27_16_32_00,600.915,secondary,extreme_active,curve,context_residual,-0.00249354,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00004,591.58,-9.335,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00061,593.005,-7.91,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000593005,593.005,-7.91,563.5,entry,-37.415,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00095,zx,2025_09_27_16_32_00,602.73,secondary,extreme_active,curve,context_residual,-0.00506875,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00004,591.58,-11.15,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00061,593.005,-9.725,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000593005,593.005,-9.725,563.5,entry,-39.23,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00096,zx,2025_09_27_16_32_00,604.76,secondary,extreme_active,curve,context_residual,-0.00562951,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00004,591.58,-13.18,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00062,615.805,11.045,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000615805,615.805,11.045,563.5,entry,-41.26,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_before_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00097,zx,2025_09_27_16_32_00,606.575,primary,extreme_active,curve,context_residual,-0.00256495,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00004,591.58,-14.995,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00062,615.805,9.23,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000615805,615.805,9.23,563.5,entry,-43.075,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_before_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00098,zx,2025_09_27_16_32_00,608.845,secondary,extreme_active,curve,context_residual,-0.00221494,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00004,591.58,-17.265,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00062,615.805,6.96,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000615805,615.805,6.96,563.5,entry,-45.345,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_before_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00099,zx,2025_09_27_16_32_00,612.64,secondary,weak,curve,context_residual,-0.00205806,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00004,591.58,-21.06,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00062,615.805,3.165,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000615805,615.805,3.165,563.5,entry,-49.14,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_before_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00100,zx,2025_09_27_16_32_00,629.04,primary,extreme_active,curve,context_residual,0.00226206,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00004,591.58,-37.46,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00063,623.655,-5.385,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000641635,641.635,12.595,563.5,entry,-65.54,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00101,zx,2025_09_27_16_32_00,634.3,secondary,strong_active,curve,context_residual,-0.00197204,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00004,591.58,-42.72,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00066,641.635,7.335,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000641635,641.635,7.335,700.2,exit,65.9,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_before_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00102,zx,2025_09_27_16_32_00,638.42,secondary,weak,curve,context_residual,-0.00196592,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00005,683.085,44.665,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00066,641.635,3.215,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000641635,641.635,3.215,700.2,exit,61.78,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_before_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00103,zx,2025_09_27_16_32_00,641.56,secondary,weak,curve,context_residual,-0.00129262,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00005,683.085,41.525,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00066,641.635,0.075,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000641635,641.635,0.075,700.2,exit,58.64,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,True,False,old_close_to_body_only
old_v400_context__zx__2025_09_27_16_32_00__00104,zx,2025_09_27_16_32_00,646.235,secondary,medium_active,straight,context_residual,6.21546e-11,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00005,683.085,36.85,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00066,641.635,-4.6,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000641635,641.635,-4.6,700.2,exit,53.965,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00105,zx,2025_09_27_16_32_00,648.05,secondary,strong_active,straight,context_residual,4.44089e-10,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00005,683.085,35.035,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00066,641.635,-6.415,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000641635,641.635,-6.415,700.2,exit,52.15,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00106,zx,2025_09_27_16_32_00,650.855,secondary,strong_active,straight,context_residual,-8.88178e-10,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00005,683.085,32.23,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00066,641.635,-9.22,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000641635,641.635,-9.22,700.2,exit,49.345,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00107,zx,2025_09_27_16_32_00,652.98,secondary,extreme_active,straight,context_residual,7.76932e-11,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00005,683.085,30.105,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00068,660.875,7.895,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000660875,660.875,7.895,700.2,exit,47.22,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_before_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00108,zx,2025_09_27_16_32_00,657.34,secondary,strong_active,straight,context_residual,4.66159e-11,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00005,683.085,25.745,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00068,660.875,3.535,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000660875,660.875,3.535,700.2,exit,42.86,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_before_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00109,zx,2025_09_27_16_32_00,663.355,secondary,weak,straight,context_residual,-1.47791e-06,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00005,683.085,19.73,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00069,664.07,0.715,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000664070,664.07,0.715,700.2,exit,36.845,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,True,False,old_close_to_body_only
old_v400_context__zx__2025_09_27_16_32_00__00110,zx,2025_09_27_16_32_00,678.94,secondary,weak,curve,context_residual,2.83507e-05,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00005,683.085,4.145,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00072,678.93,-0.01,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000678930,678.93,-0.01,700.2,exit,21.26,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,True,False,old_close_to_body_only
old_v400_context__zx__2025_09_27_16_32_00__00111,zx,2025_09_27_16_32_00,682.605,secondary,weak,straight,context_residual,-3.84119e-05,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00005,683.085,0.48,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00073,682.64,0.035,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000678930,678.93,-3.675,700.2,exit,17.595,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,True,True,False,old_close_to_road_and_body
old_v400_context__zx__2025_09_27_16_32_00__00112,zx,2025_09_27_16_32_00,688.355,secondary,weak,curve,context_residual,0.00400003,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00005,683.085,-5.27,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00073,682.64,-5.715,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000678930,678.93,-9.425,700.2,exit,11.845,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00113,zx,2025_09_27_16_32_00,690.635,secondary,extreme_active,curve,context_residual,0.00399999,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00005,683.085,-7.55,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00073,682.64,-7.995,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000678930,678.93,-11.705,700.2,exit,9.565,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00114,zx,2025_09_27_16_32_00,692.59,secondary,extreme_active,curve,context_residual,0.0125,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00005,683.085,-9.505,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00073,682.64,-9.95,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000678930,678.93,-13.66,700.2,exit,7.61,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00115,zx,2025_09_27_16_32_00,694.4,primary,extreme_active,curve,context_residual,0.0125,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00005,683.085,-11.315,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00073,682.64,-11.76,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000678930,678.93,-15.47,700.2,exit,5.8,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_32_00__00116,zx,2025_09_27_16_32_00,696.21,secondary,extreme_active,straight,context_residual,-1.4217e-08,raw_road_curvature_onset__zx__2025_09_27_16_32_00__00005,683.085,-13.125,raw_vehicle_dynamic_onset__zx__2025_09_27_16_32_00__00073,682.64,-13.57,ay,vehicle_instability_onset__zx__2025_09_27_16_32_00__000678930,678.93,-17.28,700.2,exit,3.99,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_46_13__00001,zx,2025_09_27_16_46_13,23.755,primary,weak,straight,context_residual,0.0,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00001,153.285,129.53,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00001,24.09,0.335,roll_rate,vehicle_instability_onset__zx__2025_09_27_16_46_13__000024090,24.09,0.335,0.0,entry,-23.755,middle_section,section1,high,普通连接段,section1,high,False,True,False,old_close_to_body_only
old_v400_context__zx__2025_09_27_16_46_13__00002,zx,2025_09_27_16_46_13,60.925,secondary,weak,straight,context_residual,-4.44089e-10,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00001,153.285,92.36,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00004,63.325,2.4,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000063325,63.325,2.4,65.605,exit,4.68,middle_section,section1,high,普通连接段,section1,high,False,False,False,old_before_body_onset
