old_event_uid,subject,session_stamp,old_anchor_time_rel_s,old_phase_type,old_event_level,old_road_type_anchor,old_trigger_type,old_curvature_anchor,nearest_road_curvature_event_uid,nearest_road_curvature_time_rel_s,nearest_road_curvature_delta_s,nearest_nonsteering_dynamic_event_uid,nearest_nonsteering_dynamic_time_rel_s,nearest_nonsteering_dynamic_delta_s,nearest_nonsteering_dynamic_type,nearest_road_guided_event_uid,nearest_road_guided_time_rel_s,nearest_road_guided_delta_s,nearest_module_boundary_time_rel_s,nearest_module_boundary_type,nearest_module_boundary_delta_s,active_module_name_at_old_anchor,active_instance_name_at_old_anchor,active_module_reliability_at_old_anchor,active_module_risk_class_cn,nearest_boundary_instance_name,nearest_boundary_reliability,within_1s_road_curvature,within_1s_nonsteering_dynamic,within_1s_module_boundary,old_anchor_audit_bucket
old_v400_context__gzj__2025_09_27_11_41_47__00113,gzj,2025_09_27_11_41_47,587.83,secondary,weak,straight,context_residual,3.10773e-11,raw_road_curvature_onset__gzj__2025_09_27_11_41_47__00005,620.2,32.37,raw_vehicle_dynamic_onset__gzj__2025_09_27_11_41_47__00075,592.75,4.92,ay,vehicle_instability_onset__gzj__2025_09_27_11_41_47__000592750,592.75,4.92,641.505,exit,53.675,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_before_body_onset
old_v400_context__gzj__2025_09_27_11_41_47__00114,gzj,2025_09_27_11_41_47,589.765,secondary,medium_active,straight,context_residual,4.66159e-11,raw_road_curvature_onset__gzj__2025_09_27_11_41_47__00005,620.2,30.435,raw_vehicle_dynamic_onset__gzj__2025_09_27_11_41_47__00075,592.75,2.985,ay,vehicle_instability_onset__gzj__2025_09_27_11_41_47__000592750,592.75,2.985,641.505,exit,51.74,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_before_body_onset
old_v400_context__gzj__2025_09_27_11_41_47__00115,gzj,2025_09_27_11_41_47,592.78,secondary,medium_active,straight,context_residual,4.44089e-10,raw_road_curvature_onset__gzj__2025_09_27_11_41_47__00005,620.2,27.42,raw_vehicle_dynamic_onset__gzj__2025_09_27_11_41_47__00075,592.75,-0.03,ay,vehicle_instability_onset__gzj__2025_09_27_11_41_47__000592750,592.75,-0.03,641.505,exit,48.725,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,True,False,old_close_to_body_only
old_v400_context__gzj__2025_09_27_11_41_47__00116,gzj,2025_09_27_11_41_47,613.85,secondary,weak,curve,context_residual,-6.79282e-06,raw_road_curvature_onset__gzj__2025_09_27_11_41_47__00005,620.2,6.35,raw_vehicle_dynamic_onset__gzj__2025_09_27_11_41_47__00078,630.13,16.28,ay,vehicle_instability_onset__gzj__2025_09_27_11_41_47__000630130,630.13,16.28,641.505,exit,27.655,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_before_body_onset
old_v400_context__gzj__2025_09_27_11_41_47__00117,gzj,2025_09_27_11_41_47,618.415,secondary,extreme_active,straight,context_residual,1.15676e-05,raw_road_curvature_onset__gzj__2025_09_27_11_41_47__00005,620.2,1.785,raw_vehicle_dynamic_onset__gzj__2025_09_27_11_41_47__00078,630.13,11.715,ay,vehicle_instability_onset__gzj__2025_09_27_11_41_47__000630130,630.13,11.715,641.505,exit,23.09,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_before_body_onset
old_v400_context__gzj__2025_09_27_11_41_47__00118,gzj,2025_09_27_11_41_47,622.0,secondary,extreme_active,curve,context_residual,0.00399998,raw_road_curvature_onset__gzj__2025_09_27_11_41_47__00005,620.2,-1.8,raw_vehicle_dynamic_onset__gzj__2025_09_27_11_41_47__00078,630.13,8.13,ay,vehicle_instability_onset__gzj__2025_09_27_11_41_47__000630130,630.13,8.13,641.505,exit,19.505,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_before_body_onset
old_v400_context__gzj__2025_09_27_11_41_47__00119,gzj,2025_09_27_11_41_47,623.805,primary,extreme_active,curve,context_residual,0.00405068,raw_road_curvature_onset__gzj__2025_09_27_11_41_47__00005,620.2,-3.605,raw_vehicle_dynamic_onset__gzj__2025_09_27_11_41_47__00078,630.13,6.325,ay,vehicle_instability_onset__gzj__2025_09_27_11_41_47__000630130,630.13,6.325,641.505,exit,17.7,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_before_body_onset
old_v400_context__gzj__2025_09_27_11_41_47__00120,gzj,2025_09_27_11_41_47,627.68,secondary,extreme_active,curve,context_residual,0.0125,raw_road_curvature_onset__gzj__2025_09_27_11_41_47__00005,620.2,-7.48,raw_vehicle_dynamic_onset__gzj__2025_09_27_11_41_47__00078,630.13,2.45,ay,vehicle_instability_onset__gzj__2025_09_27_11_41_47__000630130,630.13,2.45,641.505,exit,13.825,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_before_body_onset
old_v400_context__gzj__2025_09_27_11_41_47__00121,gzj,2025_09_27_11_41_47,637.135,primary,weak,straight,context_residual,1.41617e-08,raw_road_curvature_onset__gzj__2025_09_27_11_41_47__00005,620.2,-16.935,raw_vehicle_dynamic_onset__gzj__2025_09_27_11_41_47__00078,630.13,-7.005,ay,vehicle_instability_onset__gzj__2025_09_27_11_41_47__000630130,630.13,-7.005,641.505,exit,4.37,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__gzj__2025_09_27_11_53_25__00001,gzj,2025_09_27_11_53_25,10.89,primary,weak,straight,context_residual,-8.88178e-10,raw_road_curvature_onset__gzj__2025_09_27_11_53_25__00001,160.795,149.905,raw_vehicle_dynamic_onset__gzj__2025_09_27_11_53_25__00010,166.145,155.255,ay,vehicle_instability_onset__gzj__2025_09_27_11_53_25__000166145,166.145,155.255,0.0,entry,-10.89,middle_section,section1,high,普通连接段,section1,high,False,False,False,old_before_body_onset
old_v400_context__gzj__2025_09_27_11_53_25__00002,gzj,2025_09_27_11_53_25,50.16,primary,medium_active,straight,context_residual,6.19805e-10,raw_road_curvature_onset__gzj__2025_09_27_11_53_25__00001,160.795,110.635,raw_vehicle_dynamic_onset__gzj__2025_09_27_11_53_25__00010,166.145,115.985,ay,vehicle_instability_onset__gzj__2025_09_27_11_53_25__000166145,166.145,115.985,64.5,exit,14.34,middle_section,section1,high,普通连接段,section1,high,False,False,False,old_before_body_onset
old_v400_context__gzj__2025_09_27_11_53_25__00003,gzj,2025_09_27_11_53_25,52.56,secondary,weak,straight,context_residual,7.53991e-10,raw_road_curvature_onset__gzj__2025_09_27_11_53_25__00001,160.795,108.235,raw_vehicle_dynamic_onset__gzj__2025_09_27_11_53_25__00010,166.145,113.585,ay,vehicle_instability_onset__gzj__2025_09_27_11_53_25__000166145,166.145,113.585,64.5,exit,11.94,middle_section,section1,high,普通连接段,section1,high,False,False,False,old_before_body_onset
old_v400_context__gzj__2025_09_27_11_53_25__00004,gzj,2025_09_27_11_53_25,80.025,primary,strong_active,straight,context_residual,-1.34187e-10,raw_road_curvature_onset__gzj__2025_09_27_11_53_25__00001,160.795,80.77,raw_vehicle_dynamic_onset__gzj__2025_09_27_11_53_25__00010,166.145,86.12,ay,vehicle_instability_onset__gzj__2025_09_27_11_53_25__000166145,166.145,86.12,78.7,entry,-1.325,middle_section,section2,high,普通连接段,section2,high,False,False,False,old_before_body_onset
old_v400_context__gzj__2025_09_27_11_53_25__00005,gzj,2025_09_27_11_53_25,82.245,secondary,strong_active,straight,context_residual,2.0128e-10,raw_road_curvature_onset__gzj__2025_09_27_11_53_25__00001,160.795,78.55,raw_vehicle_dynamic_onset__gzj__2025_09_27_11_53_25__00010,166.145,83.9,ay,vehicle_instability_onset__gzj__2025_09_27_11_53_25__000166145,166.145,83.9,78.7,entry,-3.545,middle_section,section2,high,普通连接段,section2,high,False,False,False,old_before_body_onset
old_v400_context__gzj__2025_09_27_11_53_25__00006,gzj,2025_09_27_11_53_25,106.0,secondary,weak,straight,context_residual,2.68373e-10,raw_road_curvature_onset__gzj__2025_09_27_11_53_25__00001,160.795,54.795,raw_vehicle_dynamic_onset__gzj__2025_09_27_11_53_25__00010,166.145,60.145,ay,vehicle_instability_onset__gzj__2025_09_27_11_53_25__000166145,166.145,60.145,118.2,exit,12.2,middle_section,section2,high,普通连接段,section2,high,False,False,False,old_before_body_onset
old_v400_context__gzj__2025_09_27_11_53_25__00007,gzj,2025_09_27_11_53_25,111.735,primary,extreme_active,straight,context_residual,-8.88178e-10,raw_road_curvature_onset__gzj__2025_09_27_11_53_25__00001,160.795,49.06,raw_vehicle_dynamic_onset__gzj__2025_09_27_11_53_25__00010,166.145,54.41,ay,vehicle_instability_onset__gzj__2025_09_27_11_53_25__000166145,166.145,54.41,118.2,exit,6.465,middle_section,section2,high,普通连接段,section2,high,False,False,False,old_before_body_onset
old_v400_context__gzj__2025_09_27_11_53_25__00008,gzj,2025_09_27_11_53_25,122.625,primary,medium_active,straight,context_residual,-8.57101e-10,raw_road_curvature_onset__gzj__2025_09_27_11_53_25__00001,160.795,38.17,raw_vehicle_dynamic_onset__gzj__2025_09_27_11_53_25__00010,166.145,43.52,ay,vehicle_instability_onset__gzj__2025_09_27_11_53_25__000166145,166.145,43.52,118.3,entry,-4.325,curve1,curve1,medium,弯道路段,curve1,medium,False,False,False,old_before_body_onset
old_v400_context__gzj__2025_09_27_11_53_25__00009,gzj,2025_09_27_11_53_25,141.76,secondary,weak,straight,context_residual,4.10087e-10,raw_road_curvature_onset__gzj__2025_09_27_11_53_25__00001,160.795,19.035,raw_vehicle_dynamic_onset__gzj__2025_09_27_11_53_25__00010,166.145,24.385,ay,vehicle_instability_onset__gzj__2025_09_27_11_53_25__000166145,166.145,24.385,118.3,entry,-23.46,curve1,curve1,medium,弯道路段,curve1,medium,False,False,False,old_before_body_onset
