instability_event_uid,dataset_candidate_version,subject,session_stamp,vehicle_raw_relative_path,vehicle_raw_absolute_path,vehicle_raw_sha256,anchor_time_rel_s,event_start_rel_s,event_end_rel_s,event_duration_s,instability_anchor_source,instability_role,ay_seed_count,roll_rate_seed_count,merged_seed_count,source_event_uids,source_event_types,source_event_levels,max_source_anchor_value,max_source_peak_score,vehicle_read_status,vehicle_read_error,event_index_in_session,review_point_count,event_point_count,peak_abs_ay_window,signed_peak_ay_window,peak_abs_ay_event,peak_abs_roll_rate_window,peak_abs_yaw_rate_window,lateral_distance_range_window,peak_abs_curvature_window,median_speed_kmh_window,steering_baseline_pre1s,steering_delta_peak_post3s,steering_signed_delta_peak_post3s,instability_review_score,codex_recommended_decision,causal_setting,leakage_note,old_v400_near_count,old_v400_overlap_count,old_v400_primary_count,old_v400_active_count,old_v400_max_primary_score,old_v400_max_trigger_score,old_v400_max_level_rank,old_v400_max_level,old_v400_road_type_mode,old_v400_phase_mode,old_v400_min_abs_anchor_gap_s,old_v400_nearest_event_uid,road_design_map_status,road_design_module_name,road_design_instance_name,road_design_s,road_design_curvature,road_design_nearest_dist_m,road_design_vehicle_time_gap_s,road_design_mapping_reliability,road_design_risk_class,manual_label_count,manual_label_decision_mode,manual_label_anchor_rel_s,manual_label_start_rel_s,manual_label_end_rel_s,manual_label_confidence_max,manual_label_match_type,road_guided_instability_score,road_guided_recommended_decision,road_guided_decision_reasons,event_uid,event_type,event_level,road_type_anchor,curvature_anchor,is_curve,anchor_idx_oldcode,future_rows_available_oldcode,history_full_3s_oldcode,future_full_2s_oldcode,oldcode_usable,oldcode_drop_reason,random_event_split,session_key,session_level_split,subject_level_split
vehicle_instability_allraw__tyy__2025_09_28_14_40_01__000111805,vehicle_instability_all_raw_rescreen_v0_1,tyy,2025_09_28_14_40_01,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_40_01_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_40_01_vehicle.csv,1a2517b443af923a89487be766c9cabc7db60214e7a517280d728e5af2cb5a4f,111.805,111.805,119.275,7.47,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__tyy__2025_09_28_14_40_01__00010,roll_rate,extreme,0.846635,16.932707,ok,,6,2601,1495,5.983487,-5.983487,5.983487,0.846635,0.256961,2.748949,0.0,101.473999,-0.15708,1.47288,-1.47288,91.53,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,3,3,1,3,5.072553,17.510333,3,strong_active,straight,secondary,0.425,old_v400_context__tyy__2025_09_28_14_40_01__00013,ok,middle_section,section2,2598.516895,-0.0,3.113082,0.0,high,design_regular_road,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=91.53; ay_support=+8.0; roll_rate_support=+5.6; yaw_rate_support=+5; lateral_support=+0.3; post_steering_response=+4.3; multi_second_dynamic_episode=+4; old_v400_nearby=+4.5; old_v400_primary=+5; old_v400_active=+5; old_v400_strong=+4; old_primary_score=+3.2,vehicle_instability_allraw__tyy__2025_09_28_14_40_01__000111805,instability_ay_roll,strong_active,straight,-0.0,0,22361,14754.0,True,True,True,,train,tyy__2025_09_28_14_40_01,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_40_01__000126545,vehicle_instability_all_raw_rescreen_v0_1,tyy,2025_09_28_14_40_01,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_40_01_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_40_01_vehicle.csv,1a2517b443af923a89487be766c9cabc7db60214e7a517280d728e5af2cb5a4f,126.545,126.545,131.65,5.105,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__tyy__2025_09_28_14_40_01__00011,roll_rate,extreme,0.279443,5.588856,ok,,7,2601,1022,5.90628,5.90628,5.90628,0.279443,0.241012,3.03187,6e-08,89.2036,0.067021,1.888971,-1.888971,76.66,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,2,2,0,2,3.973692,34.150167,4,extreme_active,straight,secondary,0.105,old_v400_context__tyy__2025_09_28_14_40_01__00017,ok,curve1,curve1,2970.141588,0.0,5.964307,0.0,high,design_curve_context,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=76.66; ay_support=+7.8; yaw_rate_support=+5; lateral_support=+0.6; post_steering_response=+5.0; multi_second_dynamic_episode=+4; old_v400_nearby=+3.0; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+2.5; curve_context_kept_because_dynamic_response_is_strong,vehicle_instability_allraw__tyy__2025_09_28_14_40_01__000126545,instability_ay_roll,extreme_active,straight,0.0,1,25309,11806.0,True,True,True,,train,tyy__2025_09_28_14_40_01,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_40_01__000166465,vehicle_instability_all_raw_rescreen_v0_1,tyy,2025_09_28_14_40_01,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_40_01_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_40_01_vehicle.csv,1a2517b443af923a89487be766c9cabc7db60214e7a517280d728e5af2cb5a4f,166.465,166.465,173.445,6.98,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__tyy__2025_09_28_14_40_01__00012,roll_rate,extreme,1.384858,27.697157,ok,,8,2601,1397,14.475199,-14.475199,14.475199,1.384858,0.70548,5.64744,0.01050648,119.454002,-0.133518,2.947342,-2.947342,95.58,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,3,3,1,3,10.505781,13.846667,4,extreme_active,curve,secondary,0.03,old_v400_context__tyy__2025_09_28_14_40_01__00020,ok,curve1,curve1,4181.140157,-0.00729802,0.355045,0.0,high,design_curve_context,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=95.58; ay_support=+8.0; roll_rate_support=+8.0; yaw_rate_support=+5; lateral_support=+3.8; post_steering_response=+5.0; multi_second_dynamic_episode=+4; old_v400_nearby=+4.5; old_v400_primary=+5; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+5.0; curve_context_kept_because_dynamic_response_is_strong,vehicle_instability_allraw__tyy__2025_09_28_14_40_01__000166465,instability_ay_roll,extreme_active,curve,-0.00729802,1,33293,3822.0,True,True,True,,val,tyy__2025_09_28_14_40_01,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000058890,vehicle_instability_all_raw_rescreen_v0_1,tyy,2025_09_28_14_44_09,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_44_09_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_44_09_vehicle.csv,59415e702283573a11af78dfcf113ceeca7f395adbac9aa2e6327363c327ba55,58.89,58.89,62.82,3.93,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__tyy__2025_09_28_14_44_09__00001,roll_rate,extreme,0.404226,8.084524,ok,,1,2601,787,7.20932,7.20932,7.20932,0.404226,0.42649,2.235332,0.0,87.637798,-0.101404,1.972046,-1.972046,83.84,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,2,2,1,2,5.484195,16.987867,4,extreme_active,straight,secondary,0.11,old_v400_context__tyy__2025_09_28_14_44_09__00001,ok,longstraight,longstraight,1331.624693,0.0,6.908161,0.0,high,design_regular_road,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=83.84; ay_support=+8.0; roll_rate_support=+2.7; yaw_rate_support=+5; post_steering_response=+5.0; old_v400_nearby=+3.0; old_v400_primary=+5; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+3.4,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000058890,instability_ay_roll,extreme_active,straight,0.0,0,11778,103150.0,True,True,True,,test,tyy__2025_09_28_14_44_09,test,train
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000078030,vehicle_instability_all_raw_rescreen_v0_1,tyy,2025_09_28_14_44_09,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_44_09_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_44_09_vehicle.csv,59415e702283573a11af78dfcf113ceeca7f395adbac9aa2e6327363c327ba55,78.03,78.03,88.385,10.355,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,2,2,allraw_nonsteering_seed__tyy__2025_09_28_14_44_09__00002;allraw_nonsteering_seed__tyy__2025_09_28_14_44_09__00003,roll_rate;roll_rate,extreme;extreme,0.831695,16.63391,ok,,2,2601,2072,5.25752,5.25752,6.44621,0.831695,0.237892,1.777634,0.0,106.7912,-0.162665,1.540255,-1.540255,86.69,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,3,3,1,3,3.787555,42.123333,3,strong_active,straight,secondary,0.095,old_v400_context__tyy__2025_09_28_14_44_09__00005,ok,middle_section,section2,1796.516895,-0.0,2.576589,0.0,high,design_regular_road,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=86.69; ay_support=+6.5; roll_rate_support=+5.5; yaw_rate_support=+5; post_steering_response=+4.5; multi_second_dynamic_episode=+4; old_v400_nearby=+4.5; old_v400_primary=+5; old_v400_active=+5; old_v400_strong=+4; old_primary_score=+2.4,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000078030,instability_ay_roll,strong_active,straight,-0.0,0,15606,99322.0,True,True,True,,test,tyy__2025_09_28_14_44_09,test,train
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000153840,vehicle_instability_all_raw_rescreen_v0_1,tyy,2025_09_28_14_44_09,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_44_09_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_44_09_vehicle.csv,59415e702283573a11af78dfcf113ceeca7f395adbac9aa2e6327363c327ba55,153.84,153.84,172.97,19.13,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,4,4,4,allraw_nonsteering_seed__tyy__2025_09_28_14_44_09__00006;allraw_nonsteering_seed__tyy__2025_09_28_14_44_09__00007;allraw_nonsteering_seed__tyy__2025_09_28_14_44_09__00008;allraw_nonsteering_seed__tyy__2025_09_28_14_44_09__00009,roll_rate;ay;ay;ay,extreme;medium;medium;medium,2.931309,11.552166,ok,,4,2601,3827,4.627669,4.627669,4.627669,0.18973,0.299335,2.838362,0.00816563,54.34778,0.406662,0.087964,0.087964,66.61,auto_accept_instability_medium,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,1,1,0,1,3.724466,14.544667,3,strong_active,straight,secondary,4.915,old_v400_context__tyy__2025_09_28_14_44_09__00010,ok,curve1,curve1,3772.141588,-0.0,15.693201,0.0,high,design_curve_context,0,none,,,,,nearest_or_exact,94.1,hybrid_accept_high,base_dynamic_score=66.61; ay_support=+5.3; yaw_rate_support=+5; lateral_support=+0.4; multi_second_dynamic_episode=+4; old_v400_nearby=+1.5; old_v400_active=+5; old_v400_strong=+4; old_primary_score=+2.3; curve_context_kept_because_dynamic_response_is_strong,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000153840,instability_ay_roll,strong_active,straight,-0.0,1,30768,84160.0,True,True,True,,test,tyy__2025_09_28_14_44_09,test,train
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000228005,vehicle_instability_all_raw_rescreen_v0_1,tyy,2025_09_28_14_44_09,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_44_09_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_44_09_vehicle.csv,59415e702283573a11af78dfcf113ceeca7f395adbac9aa2e6327363c327ba55,228.005,228.005,235.275,7.27,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__tyy__2025_09_28_14_44_09__00013,roll_rate,extreme,0.767545,15.350903,ok,,7,2601,1455,8.01602,-8.01602,8.01602,0.767545,0.355504,2.441385,0.0,107.921,-0.218515,2.029125,-2.029125,93.88,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,3,3,1,3,6.674896,24.46528,4,extreme_active,curve,secondary,0.465,old_v400_context__tyy__2025_09_28_14_44_09__00022,ok,curve1,curve1,4175.140197,-0.00729802,1257.068845,0.0,very_low,design_curve_context,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=93.88; ay_support=+8.0; roll_rate_support=+5.1; yaw_rate_support=+5; post_steering_response=+5.0; multi_second_dynamic_episode=+4; old_v400_nearby=+4.5; old_v400_primary=+5; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+4.2; curve_context_kept_because_dynamic_response_is_strong,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000228005,instability_ay_roll,extreme_active,curve,-0.00729802,1,45601,69327.0,True,True,True,,train,tyy__2025_09_28_14_44_09,test,train
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000253780,vehicle_instability_all_raw_rescreen_v0_1,tyy,2025_09_28_14_44_09,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_44_09_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_44_09_vehicle.csv,59415e702283573a11af78dfcf113ceeca7f395adbac9aa2e6327363c327ba55,253.78,253.78,266.755,12.975,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,2,2,allraw_nonsteering_seed__tyy__2025_09_28_14_44_09__00014;allraw_nonsteering_seed__tyy__2025_09_28_14_44_09__00015,roll_rate;roll_rate,extreme;strong,0.268911,5.378228,ok,,8,2600,2596,4.127201,4.127201,4.52464,0.268911,0.222797,2.863912,0.0,110.1678,-0.088314,1.104266,-1.104266,64.49,auto_accept_instability_medium,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,3,3,1,3,2.801426,16.173333,3,strong_active,curve,secondary,0.115,old_v400_context__tyy__2025_09_28_14_44_09__00025,ok,curve1,curve1,4174.140203,-0.00729802,1997.110985,0.0,very_low,design_curve_context,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=64.49; ay_support=+4.3; yaw_rate_support=+5; lateral_support=+0.4; post_steering_response=+2.7; multi_second_dynamic_episode=+4; old_v400_nearby=+4.5; old_v400_primary=+5; old_v400_active=+5; old_v400_strong=+4; old_primary_score=+1.8; curve_context_kept_because_dynamic_response_is_strong,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000253780,instability_ay_roll,strong_active,curve,-0.00729802,1,50756,64172.0,True,True,True,,val,tyy__2025_09_28_14_44_09,test,train
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000388005,vehicle_instability_all_raw_rescreen_v0_1,tyy,2025_09_28_14_44_09,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_44_09_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_44_09_vehicle.csv,59415e702283573a11af78dfcf113ceeca7f395adbac9aa2e6327363c327ba55,388.005,388.005,403.355,15.35,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,5,5,5,allraw_nonsteering_seed__tyy__2025_09_28_14_44_09__00029;allraw_nonsteering_seed__tyy__2025_09_28_14_44_09__00030;allraw_nonsteering_seed__tyy__2025_09_28_14_44_09__00031;allraw_nonsteering_seed__tyy__2025_09_28_14_44_09__00032;allraw_nonsteering_seed__tyy__2025_09_28_14_44_09__00033,roll_rate;roll_rate;roll_rate;roll_rate;roll_rate,extreme;extreme;extreme;extreme;extreme,0.813055,16.261098,ok,,17,2601,3071,4.497099,-4.497099,4.497099,0.813055,0.19464,4.093328,0.00603644,67.88938,0.182038,0.547684,0.547684,80.02,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,2,2,1,1,2.557421,19.78,3,strong_active,curve,primary,0.385,old_v400_context__tyy__2025_09_28_14_44_09__00047,ok,curve1,curve1,4176.14019,-0.00729802,5683.004687,0.0,very_low,design_curve_context,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=80.02; ay_support=+5.0; roll_rate_support=+5.4; yaw_rate_support=+5; lateral_support=+1.9; post_steering_response=+0.4; multi_second_dynamic_episode=+4; old_v400_nearby=+3.0; old_v400_primary=+5; old_v400_active=+5; old_v400_strong=+4; old_primary_score=+1.6; curve_context_kept_because_dynamic_response_is_strong,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000388005,instability_ay_roll,strong_active,curve,-0.00729802,1,77601,37327.0,True,True,True,,train,tyy__2025_09_28_14_44_09,test,train
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000449365,vehicle_instability_all_raw_rescreen_v0_1,tyy,2025_09_28_14_44_09,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_44_09_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_44_09_vehicle.csv,59415e702283573a11af78dfcf113ceeca7f395adbac9aa2e6327363c327ba55,449.365,449.365,458.16,8.795,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,3,3,allraw_nonsteering_seed__tyy__2025_09_28_14_44_09__00041;allraw_nonsteering_seed__tyy__2025_09_28_14_44_09__00042;allraw_nonsteering_seed__tyy__2025_09_28_14_44_09__00043,roll_rate;roll_rate;roll_rate,extreme;weak;weak,0.85777,17.155403,ok,,20,2601,1760,4.540919,-4.540919,4.540919,0.85777,0.192012,3.031046,2.78e-06,103.0346,-0.10664,0.89483,-0.89483,80.51,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,2,2,1,2,3.261934,27.576667,2,medium_active,curve,secondary,0.055,old_v400_context__tyy__2025_09_28_14_44_09__00058,ok,curve1,curve1,4205.139998,-0.00729802,5525.452407,0.0,very_low,design_curve_context,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=80.51; ay_support=+5.1; roll_rate_support=+5.7; yaw_rate_support=+5; lateral_support=+0.6; post_steering_response=+1.9; multi_second_dynamic_episode=+4; old_v400_nearby=+3.0; old_v400_primary=+5; old_v400_active=+5; old_primary_score=+2.0; curve_context_kept_because_dynamic_response_is_strong,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000449365,instability_ay_roll,medium_active,curve,-0.00729802,1,89873,25055.0,True,True,True,,train,tyy__2025_09_28_14_44_09,test,train
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000471655,vehicle_instability_all_raw_rescreen_v0_1,tyy,2025_09_28_14_44_09,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_44_09_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_44_09_vehicle.csv,59415e702283573a11af78dfcf113ceeca7f395adbac9aa2e6327363c327ba55,471.655,471.655,483.7,12.045,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,3,3,allraw_nonsteering_seed__tyy__2025_09_28_14_44_09__00044;allraw_nonsteering_seed__tyy__2025_09_28_14_44_09__00045;allraw_nonsteering_seed__tyy__2025_09_28_14_44_09__00046,roll_rate;roll_rate;ay,extreme;extreme;strong,5.44009,15.909369,ok,,21,2601,2410,4.051569,4.051569,5.44009,0.795468,0.201602,2.967798,0.0183875,91.25828,-0.141721,0.650658,-0.650658,77.51,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,2,2,0,0,2.261047,25.132667,1,weak,curve,secondary,1.59,old_v400_context__tyy__2025_09_28_14_44_09__00063,ok,curve1,curve1,4219.139906,-0.00729802,5439.828972,0.0,very_low,design_curve_context,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=77.51; ay_support=+4.1; roll_rate_support=+5.3; yaw_rate_support=+5; lateral_support=+0.6; post_steering_response=+0.8; multi_second_dynamic_episode=+4; old_v400_nearby=+3.0; old_primary_score=+1.4; curve_context_kept_because_dynamic_response_is_strong,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000471655,instability_ay_roll,weak,curve,-0.00729802,1,94331,20597.0,True,True,True,,train,tyy__2025_09_28_14_44_09,test,train
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000503195,vehicle_instability_all_raw_rescreen_v0_1,tyy,2025_09_28_14_44_09,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_44_09_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_44_09_vehicle.csv,59415e702283573a11af78dfcf113ceeca7f395adbac9aa2e6327363c327ba55,503.195,503.195,504.72,1.525,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__tyy__2025_09_28_14_44_09__00053,ay,medium,2.01158,1.547369,ok,,23,2601,306,2.01158,2.01158,2.01158,0.640124,0.173904,112.3283,3e-08,32.982541,-0.466177,0.944403,-0.944403,58.57,auto_accept_instability_medium,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,2,2,0,1,1.623375,22.34,2,medium_active,curve,secondary,0.13,old_v400_context__tyy__2025_09_28_14_44_09__00070,ok,curve1,curve1,4225.139867,-0.00729802,5697.29887,0.0,very_low,design_curve_context,0,none,,,,,nearest_or_exact,83.92,hybrid_accept_high,base_dynamic_score=58.57; ay_support=+0.0; roll_rate_support=+4.3; yaw_rate_support=+5; lateral_support=+6.0; post_steering_response=+2.1; old_v400_nearby=+3.0; old_v400_active=+5,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000503195,instability_ay_roll,medium_active,curve,-0.00729802,1,100639,14289.0,True,True,True,,train,tyy__2025_09_28_14_44_09,test,train
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000554145,vehicle_instability_all_raw_rescreen_v0_1,tyy,2025_09_28_14_44_09,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_44_09_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_44_09_vehicle.csv,59415e702283573a11af78dfcf113ceeca7f395adbac9aa2e6327363c327ba55,554.145,554.145,554.995,0.85,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__tyy__2025_09_28_14_44_09__00056,roll_rate,extreme,1.40212,28.042399,ok,,25,2601,171,3.36514,-3.36514,3.36514,1.40212,0.111605,24.3864,4e-08,27.105159,-0.360934,0.080111,0.080111,65.85,auto_accept_instability_medium,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,0,0,0,0,,,0,none,none,none,,,ok,curve1,curve1,4228.139848,-0.00729802,5655.934209,0.0,very_low,design_curve_context,0,none,,,,,nearest_or_exact,82.58,hybrid_accept_high,base_dynamic_score=65.85; ay_support=+2.7; roll_rate_support=+8.0; lateral_support=+6.0; curve_context_kept_because_dynamic_response_is_strong,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000554145,instability_ay_roll,instability_medium,design_curve_context,-0.00729802,1,110829,4099.0,True,True,True,,train,tyy__2025_09_28_14_44_09,test,train
vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000072715,vehicle_instability_all_raw_rescreen_v0_1,tyy,2025_09_28_14_57_17,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_57_17_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_57_17_vehicle.csv,dd1127e5cf3742fe46c2d55e839261b79b041c5e7825193aec04e11d57df8d54,72.715,72.715,81.35,8.635,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,4,4,4,allraw_nonsteering_seed__tyy__2025_09_28_14_57_17__00003;allraw_nonsteering_seed__tyy__2025_09_28_14_57_17__00004;allraw_nonsteering_seed__tyy__2025_09_28_14_57_17__00005;allraw_nonsteering_seed__tyy__2025_09_28_14_57_17__00006,roll_rate;ay;roll_rate;roll_rate,weak;medium;strong;medium,2.61381,4.358263,ok,,2,2601,1728,5.48675,5.48675,5.48675,0.217913,0.249505,3.030119,0.0,105.887999,-0.169298,0.542973,0.542973,71.52,auto_accept_instability_medium,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,3,3,1,1,2.655843,44.098667,3,strong_active,straight,secondary,1.295,old_v400_context__tyy__2025_09_28_14_57_17__00002,ok,longstraight,longstraight,1568.624693,-0.0,3.570672,0.0,high,design_regular_road,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=71.52; ay_support=+7.0; yaw_rate_support=+5; lateral_support=+0.6; post_steering_response=+0.4; multi_second_dynamic_episode=+4; old_v400_nearby=+4.5; old_v400_primary=+5; old_v400_active=+5; old_v400_strong=+4; old_primary_score=+1.7,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000072715,instability_ay_roll,strong_active,straight,-0.0,0,14543,74790.0,True,True,True,,train,tyy__2025_09_28_14_57_17,train,train
