instability_event_uid,dataset_candidate_version,subject,session_stamp,vehicle_raw_relative_path,vehicle_raw_absolute_path,vehicle_raw_sha256,anchor_time_rel_s,event_start_rel_s,event_end_rel_s,event_duration_s,instability_anchor_source,instability_role,ay_seed_count,roll_rate_seed_count,merged_seed_count,source_event_uids,source_event_types,source_event_levels,max_source_anchor_value,max_source_peak_score,vehicle_read_status,vehicle_read_error,event_index_in_session,review_point_count,event_point_count,peak_abs_ay_window,signed_peak_ay_window,peak_abs_ay_event,peak_abs_roll_rate_window,peak_abs_yaw_rate_window,lateral_distance_range_window,peak_abs_curvature_window,median_speed_kmh_window,steering_baseline_pre1s,steering_delta_peak_post3s,steering_signed_delta_peak_post3s,instability_review_score,codex_recommended_decision,causal_setting,leakage_note,old_v400_near_count,old_v400_overlap_count,old_v400_primary_count,old_v400_active_count,old_v400_max_primary_score,old_v400_max_trigger_score,old_v400_max_level_rank,old_v400_max_level,old_v400_road_type_mode,old_v400_phase_mode,old_v400_min_abs_anchor_gap_s,old_v400_nearest_event_uid,road_design_map_status,road_design_module_name,road_design_instance_name,road_design_s,road_design_curvature,road_design_nearest_dist_m,road_design_vehicle_time_gap_s,road_design_mapping_reliability,road_design_risk_class,manual_label_count,manual_label_decision_mode,manual_label_anchor_rel_s,manual_label_start_rel_s,manual_label_end_rel_s,manual_label_confidence_max,manual_label_match_type,road_guided_instability_score,road_guided_recommended_decision,road_guided_decision_reasons,event_uid,event_type,event_level,road_type_anchor,curvature_anchor,is_curve,anchor_idx_oldcode,future_rows_available_oldcode,history_full_3s_oldcode,future_full_2s_oldcode,oldcode_usable,oldcode_drop_reason,random_event_split,session_key,session_level_split,subject_level_split
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000364530,vehicle_instability_all_raw_rescreen_v0_1,zx,2025_09_27_17_29_08,原始车辆数据/zx/Entity_Recording_2025_09_27_17_29_08_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_29_08_vehicle.csv,95464051fbc1c6023ad0ba9cd3eba717e6a0de500d111ddfbb31bfdfe77c6591,364.53,364.53,374.625,10.095,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__zx__2025_09_27_17_29_08__00043,roll_rate,extreme,0.328154,6.563077,ok,,16,2601,2020,5.45281,5.45281,5.45281,0.328154,0.243949,3.0734,0.00134786,122.89,-0.062657,1.182107,1.182107,74.75,auto_accept_instability_medium,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,3,3,1,3,4.859837,20.129333,3,strong_active,curve,secondary,0.705,old_v400_context__zx__2025_09_27_17_29_08__00057,ok,curve1,curve1,4190.140097,-0.00729802,5697.971118,0.0,very_low,design_curve_context,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=74.75; ay_support=+6.9; yaw_rate_support=+5; lateral_support=+0.7; post_steering_response=+3.1; multi_second_dynamic_episode=+4; old_v400_nearby=+4.5; old_v400_primary=+5; old_v400_active=+5; old_v400_strong=+4; old_primary_score=+3.0; curve_context_kept_because_dynamic_response_is_strong,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000364530,instability_ay_roll,strong_active,curve,-0.00729802,1,72906,12400.0,True,True,True,,train,zx__2025_09_27_17_29_08,train,val
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000402560,vehicle_instability_all_raw_rescreen_v0_1,zx,2025_09_27_17_29_08,原始车辆数据/zx/Entity_Recording_2025_09_27_17_29_08_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_29_08_vehicle.csv,95464051fbc1c6023ad0ba9cd3eba717e6a0de500d111ddfbb31bfdfe77c6591,402.56,402.56,418.58,16.02,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__zx__2025_09_27_17_29_08__00046,roll_rate,extreme,1.830704,36.614072,ok,,19,2601,3205,10.985999,10.985999,12.558798,0.782756,0.391692,2.54747,0.01785777,89.5303,-0.276111,1.263969,-1.263969,93.63,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,1,1,0,1,4.500621,13.613333,4,extreme_active,curve,secondary,1.175,old_v400_context__zx__2025_09_27_17_29_08__00061,ok,curve1,curve1,4220.1399,-0.00729802,5434.088034,0.0,very_low,design_curve_context,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=93.63; ay_support=+8.0; roll_rate_support=+5.2; yaw_rate_support=+5; lateral_support=+0.1; post_steering_response=+3.4; multi_second_dynamic_episode=+4; old_v400_nearby=+1.5; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+2.8; curve_context_kept_because_dynamic_response_is_strong,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000402560,instability_ay_roll,extreme_active,curve,-0.00729802,1,80512,4794.0,True,True,True,,train,zx__2025_09_27_17_29_08,train,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000092045,vehicle_instability_all_raw_rescreen_v0_1,zx,2025_09_27_17_45_11,原始车辆数据/zx/Entity_Recording_2025_09_27_17_45_11_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_45_11_vehicle.csv,1e7f93edd32d950611d0fc9febf9c56a7204a59faa1b028dc4dfbbad6936f75b,92.045,92.045,100.735,8.69,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,1,2,allraw_nonsteering_seed__zx__2025_09_27_17_45_11__00005;allraw_nonsteering_seed__zx__2025_09_27_17_45_11__00006,roll_rate;ay,extreme;weak,1.40705,8.262159,ok,,3,2601,1739,5.49128,-5.49128,5.49128,0.413108,0.28039,2.461525,0.0,122.6348,-0.030892,1.199218,-1.199218,78.37,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,3,3,1,3,3.99048,31.997333,4,extreme_active,straight,secondary,0.13,old_v400_context__zx__2025_09_27_17_45_11__00006,ok,middle_section,section2,2617.516895,-0.0,4.679926,0.0,high,design_regular_road,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=78.37; ay_support=+7.0; roll_rate_support=+2.8; yaw_rate_support=+5; post_steering_response=+3.1; multi_second_dynamic_episode=+4; old_v400_nearby=+4.5; old_v400_primary=+5; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+2.5,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000092045,instability_ay_roll,extreme_active,straight,-0.0,0,18409,106366.0,True,True,True,,train,zx__2025_09_27_17_45_11,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000135280,vehicle_instability_all_raw_rescreen_v0_1,zx,2025_09_27_17_45_11,原始车辆数据/zx/Entity_Recording_2025_09_27_17_45_11_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_45_11_vehicle.csv,1e7f93edd32d950611d0fc9febf9c56a7204a59faa1b028dc4dfbbad6936f75b,135.28,135.28,146.49,11.21,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__zx__2025_09_27_17_45_11__00007,roll_rate,extreme,2.705332,54.106648,ok,,4,2601,2243,15.3957,-15.3957,15.3957,2.705332,0.624608,2.762322,0.01089922,109.0348,-0.253073,2.884857,-2.884857,95.52,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,3,3,1,3,9.5485,35.493333,4,extreme_active,curve,secondary,0.74,old_v400_context__zx__2025_09_27_17_45_11__00011,ok,curve1,curve1,4169.140237,-0.00729802,11.830185,0.0,high,design_curve_context,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=95.52; ay_support=+8.0; roll_rate_support=+8.0; yaw_rate_support=+5; lateral_support=+0.3; post_steering_response=+5.0; multi_second_dynamic_episode=+4; old_v400_nearby=+4.5; old_v400_primary=+5; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+5.0; curve_context_kept_because_dynamic_response_is_strong,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000135280,instability_ay_roll,extreme_active,curve,-0.00729802,1,27056,97719.0,True,True,True,,val,zx__2025_09_27_17_45_11,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000158510,vehicle_instability_all_raw_rescreen_v0_1,zx,2025_09_27_17_45_11,原始车辆数据/zx/Entity_Recording_2025_09_27_17_45_11_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_45_11_vehicle.csv,1e7f93edd32d950611d0fc9febf9c56a7204a59faa1b028dc4dfbbad6936f75b,158.51,158.51,161.29,2.78,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__zx__2025_09_27_17_45_11__00008,roll_rate,extreme,0.665655,13.313097,ok,,5,2601,557,3.772149,3.772149,3.772149,0.665655,0.373785,8.649046,0.00778084,7.4161,-2.41292,0.09285,0.09285,71.02,auto_accept_instability_medium,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,0,0,0,0,,,0,none,none,none,,,ok,curve1,curve1,4230.139835,-0.00729802,229.283772,0.0,low,design_curve_context,0,none,,,,,nearest_or_exact,90.0,hybrid_accept_high,base_dynamic_score=71.02; ay_support=+3.5; roll_rate_support=+4.4; yaw_rate_support=+5; lateral_support=+6.0; curve_context_kept_because_dynamic_response_is_strong,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000158510,instability_ay_roll,instability_strong,design_curve_context,-0.00729802,1,31702,93073.0,True,True,True,,train,zx__2025_09_27_17_45_11,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000166410,vehicle_instability_all_raw_rescreen_v0_1,zx,2025_09_27_17_45_11,原始车辆数据/zx/Entity_Recording_2025_09_27_17_45_11_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_45_11_vehicle.csv,1e7f93edd32d950611d0fc9febf9c56a7204a59faa1b028dc4dfbbad6936f75b,166.41,166.41,167.76,1.35,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__zx__2025_09_27_17_45_11__00009,roll_rate,extreme,0.939945,18.798899,ok,,6,2601,271,2.495169,-2.495169,2.495169,0.939945,0.252939,8.636744,0.00778083,5.364184,2.01795,0.21974,0.21974,61.79,auto_accept_instability_medium,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,2,1,1,0,1.524357,13.726667,1,weak,curve,primary,1.33,old_v400_context__zx__2025_09_27_17_45_11__00015,ok,curve1,curve1,4235.139802,-0.00729802,233.272259,0.0,low,design_curve_context,0,none,,,,,nearest_or_exact,88.05,hybrid_accept_high,base_dynamic_score=61.79; ay_support=+1.0; roll_rate_support=+6.3; yaw_rate_support=+5; lateral_support=+6.0; old_v400_nearby=+3.0; old_v400_primary=+5; curve_context_kept_because_dynamic_response_is_strong,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000166410,instability_ay_roll,weak,curve,-0.00729802,1,33282,91493.0,True,True,True,,train,zx__2025_09_27_17_45_11,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000175330,vehicle_instability_all_raw_rescreen_v0_1,zx,2025_09_27_17_45_11,原始车辆数据/zx/Entity_Recording_2025_09_27_17_45_11_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_45_11_vehicle.csv,1e7f93edd32d950611d0fc9febf9c56a7204a59faa1b028dc4dfbbad6936f75b,175.33,175.33,175.91,0.58,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__zx__2025_09_27_17_45_11__00010,roll_rate,extreme,1.001322,20.026441,ok,,7,2601,117,3.56248,-3.56248,1.470748,1.001322,0.445436,2.468208,0.00778085,8.640781,-2.81749,5.84005,5.84005,72.8,auto_accept_instability_medium,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,0,0,0,0,,,0,none,none,none,,,ok,curve1,curve1,4233.139815,-0.00729802,235.233328,0.0,low,design_curve_context,0,none,,,,,nearest_or_exact,92.6,hybrid_accept_high,base_dynamic_score=72.80; ay_support=+3.1; roll_rate_support=+6.7; yaw_rate_support=+5; post_steering_response=+5.0; curve_context_kept_because_dynamic_response_is_strong,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000175330,instability_ay_roll,instability_strong,design_curve_context,-0.00729802,1,35066,89709.0,True,True,True,,train,zx__2025_09_27_17_45_11,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000179665,vehicle_instability_all_raw_rescreen_v0_1,zx,2025_09_27_17_45_11,原始车辆数据/zx/Entity_Recording_2025_09_27_17_45_11_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_45_11_vehicle.csv,1e7f93edd32d950611d0fc9febf9c56a7204a59faa1b028dc4dfbbad6936f75b,179.665,179.665,189.42,9.755,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,2,2,allraw_nonsteering_seed__zx__2025_09_27_17_45_11__00011;allraw_nonsteering_seed__zx__2025_09_27_17_45_11__00012,roll_rate;ay,extreme;medium,2.85559,12.410078,ok,,8,2601,1952,3.56248,-3.56248,3.56248,1.001322,0.445436,2.436272,0.00778085,23.487501,4.3724,3.2402,-3.2402,81.21,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,1,1,1,1,4.588436,16.873333,4,extreme_active,curve,primary,2.195,old_v400_context__zx__2025_09_27_17_45_11__00017,ok,curve1,curve1,4233.139815,-0.00729802,235.28355,0.0,low,design_curve_context,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=81.21; ay_support=+3.1; roll_rate_support=+6.7; yaw_rate_support=+5; post_steering_response=+5.0; multi_second_dynamic_episode=+4; old_v400_nearby=+1.5; old_v400_primary=+5; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+2.9; curve_context_kept_because_dynamic_response_is_strong,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000179665,instability_ay_roll,extreme_active,curve,-0.00729802,1,35933,88842.0,True,True,True,,train,zx__2025_09_27_17_45_11,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000202360,vehicle_instability_all_raw_rescreen_v0_1,zx,2025_09_27_17_45_11,原始车辆数据/zx/Entity_Recording_2025_09_27_17_45_11_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_45_11_vehicle.csv,1e7f93edd32d950611d0fc9febf9c56a7204a59faa1b028dc4dfbbad6936f75b,202.36,202.36,213.32,10.96,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__zx__2025_09_27_17_45_11__00015,roll_rate,extreme,0.267657,5.353135,ok,,11,2601,2193,4.215249,4.215249,4.410309,0.267657,0.220817,2.87209,0.00015959,114.1188,-0.165632,0.974418,-0.974418,64.81,auto_accept_instability_medium,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,3,3,0,2,2.471388,24.667333,3,strong_active,straight,secondary,0.8,old_v400_context__zx__2025_09_27_17_45_11__00022,ok,middle_section,section3,4631.57442,0.0,280.795701,0.0,low,design_regular_road,0,none,,,,,nearest_or_exact,95.92,hybrid_accept_high,base_dynamic_score=64.81; ay_support=+4.4; yaw_rate_support=+5; lateral_support=+0.4; post_steering_response=+2.2; multi_second_dynamic_episode=+4; old_v400_nearby=+4.5; old_v400_active=+5; old_v400_strong=+4; old_primary_score=+1.5,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000202360,instability_ay_roll,strong_active,straight,0.0,0,40472,84303.0,True,True,True,,test,zx__2025_09_27_17_45_11,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000231875,vehicle_instability_all_raw_rescreen_v0_1,zx,2025_09_27_17_45_11,原始车辆数据/zx/Entity_Recording_2025_09_27_17_45_11_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_45_11_vehicle.csv,1e7f93edd32d950611d0fc9febf9c56a7204a59faa1b028dc4dfbbad6936f75b,231.875,231.875,238.82,6.945,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__zx__2025_09_27_17_45_11__00020,roll_rate,extreme,0.62188,12.437593,ok,,14,2601,1390,6.133159,6.133159,6.133159,0.62188,0.275481,2.7168,0.0,143.5268,-0.283616,1.413896,1.413896,87.21,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,3,3,0,3,4.42826,49.102,4,extreme_active,straight,secondary,0.56,old_v400_context__zx__2025_09_27_17_45_11__00028,ok,middle_section,section3,5673.57442,0.0,280.637637,0.0,low,design_regular_road,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=87.21; ay_support=+8.0; roll_rate_support=+4.1; yaw_rate_support=+5; lateral_support=+0.3; post_steering_response=+4.0; multi_second_dynamic_episode=+4; old_v400_nearby=+4.5; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+2.8,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000231875,instability_ay_roll,extreme_active,straight,0.0,0,46375,78400.0,True,True,True,,train,zx__2025_09_27_17_45_11,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000242010,vehicle_instability_all_raw_rescreen_v0_1,zx,2025_09_27_17_45_11,原始车辆数据/zx/Entity_Recording_2025_09_27_17_45_11_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_45_11_vehicle.csv,1e7f93edd32d950611d0fc9febf9c56a7204a59faa1b028dc4dfbbad6936f75b,242.01,242.01,253.565,11.555,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__zx__2025_09_27_17_45_11__00021,roll_rate,extreme,0.30286,6.057205,ok,,15,2600,2312,5.4398,5.4398,5.4398,0.30286,0.199959,2.732254,0.0,139.2765,-0.098436,1.054527,1.054527,72.6,auto_accept_instability_medium,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,3,3,0,3,2.874239,20.711333,3,strong_active,straight,secondary,0.505,old_v400_context__zx__2025_09_27_17_45_11__00031,ok,fix_road,fix_road,6077.199113,-0.0,282.955012,0.0,low,design_special_event_segment,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=72.60; ay_support=+6.9; yaw_rate_support=+5; lateral_support=+0.3; post_steering_response=+2.5; multi_second_dynamic_episode=+4; old_v400_nearby=+4.5; old_v400_active=+5; old_v400_strong=+4; old_primary_score=+1.8; design_special_segment=+4,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000242010,instability_ay_roll,strong_active,straight,-0.0,0,48402,76373.0,True,True,True,,train,zx__2025_09_27_17_45_11,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000256590,vehicle_instability_all_raw_rescreen_v0_1,zx,2025_09_27_17_45_11,原始车辆数据/zx/Entity_Recording_2025_09_27_17_45_11_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_45_11_vehicle.csv,1e7f93edd32d950611d0fc9febf9c56a7204a59faa1b028dc4dfbbad6936f75b,256.59,256.59,279.63,23.04,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,2,2,allraw_nonsteering_seed__zx__2025_09_27_17_45_11__00022;allraw_nonsteering_seed__zx__2025_09_27_17_45_11__00023,roll_rate;roll_rate,extreme;strong,0.527104,10.542078,ok,,16,2600,4609,7.57472,7.57472,7.57472,0.527104,0.325778,2.775386,0.0,126.5947,-0.180903,2.465887,-2.465887,86.96,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,3,3,1,3,6.879088,21.302289,4,extreme_active,straight,secondary,0.2,old_v400_context__zx__2025_09_27_17_45_11__00036,ok,fix_road,fix_road,6644.199113,-0.0,281.379141,0.0,low,design_special_event_segment,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=86.96; ay_support=+8.0; roll_rate_support=+3.5; yaw_rate_support=+5; lateral_support=+0.3; post_steering_response=+5.0; multi_second_dynamic_episode=+4; old_v400_nearby=+4.5; old_v400_primary=+5; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+4.3; design_special_segment=+4,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000256590,instability_ay_roll,extreme_active,straight,-0.0,0,51318,73457.0,True,True,True,,train,zx__2025_09_27_17_45_11,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000285070,vehicle_instability_all_raw_rescreen_v0_1,zx,2025_09_27_17_45_11,原始车辆数据/zx/Entity_Recording_2025_09_27_17_45_11_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_45_11_vehicle.csv,1e7f93edd32d950611d0fc9febf9c56a7204a59faa1b028dc4dfbbad6936f75b,285.07,285.07,297.775,12.705,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__zx__2025_09_27_17_45_11__00024,roll_rate,extreme,0.360086,7.201716,ok,,17,2601,2542,6.9658,6.9658,6.9658,0.360086,0.26849,3.266928,2e-08,140.219,-0.378038,0.86481,0.86481,79.33,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,3,3,0,3,2.802495,21.874667,3,strong_active,straight,secondary,1.375,old_v400_context__zx__2025_09_27_17_45_11__00046,ok,middle_section,section4,7674.25558,0.0,279.491058,0.0,low,design_regular_road,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=79.33; ay_support=+8.0; roll_rate_support=+2.4; yaw_rate_support=+5; lateral_support=+0.9; post_steering_response=+1.7; multi_second_dynamic_episode=+4; old_v400_nearby=+4.5; old_v400_active=+5; old_v400_strong=+4; old_primary_score=+1.8,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000285070,instability_ay_roll,strong_active,straight,0.0,0,57014,67761.0,True,True,True,,train,zx__2025_09_27_17_45_11,val,val
