recurrence_rank,event_uid,subject,session_stamp,possible_config_model_count,high_rmse_top20_count,high_rmse_top20_rate,mean_sample_rmse,max_sample_rmse,mean_gt_peak_abs,is_large_response_any,wrong_side_count,severe_amp_under_count,tail_drift_count,zero_crossing_mismatch_count,reversal_mismatch_count,multi_segment_mismatch_count,large_response_missed_count,peak_time_large_error_count,onset_delay_large_error_count,configs_in_bad_top20,models_in_bad_top20
167,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000246255,hzh,2025_09_27_19_44_05,20,0,0.0,0.3319826863706112,0.7636221051216125,1.1740800142288208,0,1,4,7,0,20,0,0,1,4,,
168,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000221950,yyl,2025_09_28_09_14_23,5,0,0.0,0.6332019209861756,0.7623862624168396,0.8480550050735474,0,4,2,5,0,5,0,0,0,2,,
169,vehicle_instability_allraw__gf__2025_09_26_10_18_49__000289385,gf,2025_09_26_10_18_49,5,0,0.0,0.5252201855182648,0.7399360537528992,0.3864159882068634,0,4,0,5,0,5,0,0,3,0,,
170,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000374985,hzh,2025_09_26_20_50_27,15,0,0.0,0.39123208820819855,0.7368650436401367,0.8680686553319296,0,4,3,8,0,15,10,0,6,3,,
171,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000087445,byx,2025_09_28_17_15_52,5,0,0.0,0.45565237998962405,0.7278320789337158,1.2529720067977903,0,1,1,2,0,5,5,0,1,1,,
172,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000558910,hzh,2025_09_26_21_03_19,15,0,0.0,0.41415235002835593,0.7241919040679932,1.264257788658142,0,0,4,5,0,15,10,0,4,9,,
173,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000345860,hzh,2025_09_27_19_44_05,15,0,0.0,0.3599015017350515,0.7230755090713501,0.9915213584899902,0,1,3,0,0,14,0,0,1,3,,
174,vehicle_instability_allraw__zx__2025_09_27_17_25_16__000055950,zx,2025_09_27_17_25_16,5,0,0.0,0.6140212059020996,0.7140050530433655,1.3517570495605469,1,0,1,4,0,4,0,1,2,1,,
175,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000196645,hzh,2025_09_27_19_33_25,10,0,0.0,0.46497827470302583,0.713672399520874,1.552994966506958,1,0,2,2,0,9,1,2,0,3,,
176,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000205030,zx,2025_09_27_18_17_48,5,0,0.0,0.5644744038581848,0.7125469446182251,1.0098472833633425,0,3,3,5,5,5,0,0,2,3,,
177,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000453990,txj,2025_09_27_08_53_44,5,0,0.0,0.29691115766763687,0.7124907970428467,0.2897300720214844,0,5,0,5,5,5,2,0,0,2,,
178,vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000467085,zxy,2025_09_28_16_35_30,10,0,0.0,0.3298925753682852,0.7101825475692749,0.0811600685119628,0,2,1,10,3,9,9,0,5,4,,
179,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000083920,rjy,2025_09_28_20_15_42,5,0,0.0,0.48845806121826174,0.702609121799469,1.397834062576294,1,0,2,0,0,5,1,2,0,4,,
180,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000173505,zx,2025_09_27_18_00_08,10,0,0.0,0.42398380637168886,0.6936869621276855,1.1810654401779177,0,1,5,0,0,10,0,0,2,4,,
181,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000340960,gzj,2025_09_27_11_53_25,10,0,0.0,0.490230193734169,0.6921184659004211,1.4587500095367432,1,0,4,0,0,9,0,4,0,3,,
182,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000135315,lx,2025_09_26_09_17_22,5,0,0.0,0.4721220791339874,0.6799314022064209,1.2240021228790283,0,0,4,4,2,5,0,0,2,5,,
183,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000404975,rjy,2025_09_28_20_15_42,5,0,0.0,0.4413286328315735,0.6795136332511902,1.5289053916931152,1,0,2,1,0,5,0,2,0,4,,
184,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000099815,byx,2025_09_28_17_05_51,5,0,0.0,0.3535693995654583,0.674667477607727,0.05166006088256829,0,2,0,4,2,4,0,0,1,0,,
185,vehicle_instability_allraw__jy__2025_09_26_18_01_40__000198735,jy,2025_09_26_18_01_40,5,0,0.0,0.4196872115135193,0.6703044176101685,1.3861379623413086,1,0,1,0,0,5,0,1,0,4,,
186,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000163465,byx,2025_09_28_17_35_43,10,0,0.0,0.3602280929684639,0.66274094581604,0.2504551410675049,0,0,0,10,0,10,10,0,1,0,,
187,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000180015,gzj,2025_09_27_11_41_47,5,0,0.0,0.3699098378419876,0.6624497175216675,1.095018982887268,0,0,1,2,0,5,0,0,0,1,,
188,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000176245,hzh,2025_09_27_19_44_05,15,0,0.0,0.41095776359240216,0.6621755361557007,1.2744419574737549,0,0,3,2,0,13,0,0,0,8,,
189,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000275870,byx,2025_09_28_17_25_18,5,0,0.0,0.312942487001419,0.6579521894454956,0.0075101852416992,0,5,0,5,1,5,5,0,2,5,,
190,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000202360,zx,2025_09_27_17_45_11,5,0,0.0,0.3394425451755524,0.6550039052963257,0.6531023979187012,0,0,0,1,0,4,0,0,0,5,,
191,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000388005,tyy,2025_09_28_14_44_09,10,0,0.0,0.2663573883473873,0.6532635688781738,0.45308682322502125,0,2,1,4,5,10,10,0,5,2,,
192,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000257595,byx,2025_09_28_17_05_51,10,0,0.0,0.571488207578659,0.6477377414703369,1.2873549461364746,0,0,2,3,1,10,0,0,0,2,,
193,vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000308055,gzj,2025_09_27_12_28_14,5,0,0.0,0.42783918380737307,0.6469683051109314,1.182286024093628,0,0,1,1,0,5,0,0,0,1,,
194,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000449365,tyy,2025_09_28_14_44_09,10,0,0.0,0.39129013419151304,0.6446738839149475,0.9201385974884031,0,4,4,3,1,9,0,0,4,2,,
195,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000133840,jy,2025_09_26_17_29_44,5,0,0.0,0.3530219316482544,0.6386673450469971,1.1224236488342283,0,0,3,3,1,5,0,0,2,1,,
196,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000269285,hzh,2025_09_27_19_33_25,10,0,0.0,0.34424362778663636,0.6348649263381958,0.1359607577323913,0,6,0,8,9,10,10,0,4,2,,
197,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000287425,gzj,2025_09_27_11_53_25,5,0,0.0,0.4464792966842651,0.6297045350074768,1.416509032249451,1,0,1,2,0,5,0,1,0,0,,
198,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000051370,hzh,2025_09_27_19_44_05,15,0,0.0,0.3767725914716721,0.6287758946418762,0.9471304814020792,1,0,5,12,0,15,15,5,5,5,,
199,vehicle_instability_allraw__zxy__2025_09_28_16_25_51__000075720,zxy,2025_09_28_16_25_51,5,0,0.0,0.3792061060667038,0.6260071992874146,1.3763669729232788,1,0,2,0,0,4,0,2,0,0,,
200,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000162835,yyl,2025_09_28_09_14_23,5,0,0.0,0.4253470957279205,0.6222217082977295,0.6445500254631042,0,3,1,4,1,5,0,0,4,0,,
201,vehicle_instability_allraw__gf__2025_09_26_10_30_12__000334120,gf,2025_09_26_10_30_12,10,0,0.0,0.52613345682621,0.6212583780288696,1.4343984723091125,1,0,2,5,0,10,0,1,3,8,,
202,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000326790,txj,2025_09_27_08_53_44,5,0,0.0,0.4530517578125,0.6192581653594971,1.3283720016479492,0,0,3,0,0,5,0,0,1,4,,
203,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000511200,lxy,2025_09_28_17_55_52,5,0,0.0,0.49975102543830874,0.6142337918281555,0.977035641670227,0,0,1,5,0,5,0,0,0,0,,
204,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000228685,rjy,2025_09_28_19_51_44,5,0,0.0,0.3413821399211884,0.6125252842903137,1.3948630094528198,1,0,1,1,0,5,0,1,0,5,,
205,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000202855,lxy,2025_09_28_18_19_35,5,0,0.0,0.4889452576637268,0.6099644303321838,0.45029401779174794,0,0,0,3,0,4,0,0,2,0,,
206,vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000393180,gzj,2025_09_27_12_28_14,5,0,0.0,0.49351324439048766,0.6073233485221863,0.2432990074157714,0,0,0,5,0,5,0,0,0,0,,
207,vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000215140,gzj,2025_09_27_12_04_23,10,0,0.0,0.29213957488536835,0.5981453061103821,0.7712610363960266,0,2,2,2,0,10,0,0,1,2,,
208,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000313580,zx,2025_09_27_18_00_08,10,0,0.0,0.512023189663887,0.592685878276825,0.9805290102958681,0,2,8,4,5,10,0,0,4,5,,
209,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000253780,tyy,2025_09_28_14_44_09,10,0,0.0,0.42897083312273027,0.5899817943572998,0.9614147245883942,0,4,2,10,1,10,0,0,7,10,,
210,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000215315,byx,2025_09_28_17_46_00,15,0,0.0,0.31223063667615253,0.5899230241775513,1.1232937574386597,0,0,3,3,0,14,0,0,0,3,,
211,vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000268425,zxy,2025_09_28_16_01_55,5,0,0.0,0.40743100047111513,0.5896862149238586,0.9168180227279665,0,1,1,1,0,5,0,0,1,1,,
212,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000218105,gzj,2025_09_27_12_17_12,15,0,0.0,0.29840297996997833,0.589125394821167,0.9946639935175577,0,0,3,2,0,15,10,0,5,3,,
213,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000050245,zx,2025_09_27_18_00_08,10,0,0.0,0.34966405779123305,0.5835749506950378,0.9472779631614685,0,0,2,6,0,9,0,0,5,0,,
214,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000067740,byx,2025_09_28_17_46_00,15,0,0.0,0.34128900865713757,0.5835061073303223,0.2133379975954691,0,2,0,12,6,15,15,0,5,15,,
215,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000349455,yyl,2025_09_28_09_49_11,10,0,0.0,0.2767185509204865,0.5831395983695984,0.9744174778461459,0,0,1,6,0,9,5,0,5,0,,
216,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000610365,hzh,2025_09_26_20_50_27,15,0,0.0,0.3672134300072988,0.5817446708679199,0.3619828224182129,0,11,0,10,1,15,15,0,15,2,,
217,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000078915,byx,2025_09_28_17_35_43,5,0,0.0,0.4679689884185791,0.5809199213981628,0.761661171913147,0,0,1,5,0,5,0,0,2,0,,
218,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000118155,byx,2025_09_28_17_35_43,5,0,0.0,0.480136513710022,0.5805748701095581,0.3968881070613861,0,0,0,2,0,5,5,0,0,0,,
219,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000546730,gzj,2025_09_27_12_17_12,15,0,0.0,0.25608912358681357,0.5777320265769958,0.7144213318824768,0,0,3,5,0,15,0,0,1,1,,
220,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000518180,gzj,2025_09_27_12_17_12,15,0,0.0,0.30347925424575806,0.575741708278656,0.5144647558530172,0,5,0,9,0,14,0,0,4,1,,
221,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000229945,gzj,2025_09_27_11_53_25,5,0,0.0,0.47172760367393496,0.5713730454444885,0.8972740173339844,0,0,1,3,0,5,0,0,1,0,,
222,vehicle_instability_allraw__gf__2025_09_26_10_52_57__000300870,gf,2025_09_26_10_52_57,10,0,0.0,0.40655761659145356,0.5701597929000854,0.559203028678894,0,0,1,9,0,10,0,0,3,1,,
223,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000314960,gzj,2025_09_27_11_41_47,5,0,0.0,0.39886003732681274,0.5694607496261597,1.5477635860443115,1,2,2,3,0,5,0,2,2,1,,
224,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000226180,tyy,2025_09_28_14_57_17,5,0,0.0,0.29324037581682205,0.5630177855491638,0.9197889566421507,0,1,1,1,0,5,0,0,1,1,,
225,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000301790,hzh,2025_09_27_19_44_05,15,0,0.0,0.3316580375035604,0.555330216884613,1.161865472793579,0,0,3,9,0,15,0,0,0,1,,
226,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000251035,zt,2025_09_28_11_20_08,5,0,0.0,0.4661312967538834,0.5552359819412231,0.3173001408576965,0,0,0,4,0,5,0,0,5,0,,
227,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000310025,hzh,2025_09_26_21_03_19,15,0,0.0,0.3615911076466242,0.5523930788040161,1.4090020656585691,1,0,1,6,0,15,10,1,1,1,,
228,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000134935,byx,2025_09_28_17_46_00,15,0,0.0,0.29140443305174507,0.5488243699073792,0.3824006915092468,0,4,0,9,7,15,10,0,7,1,,
229,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000065550,byx,2025_09_28_17_25_18,5,0,0.0,0.3116930156946182,0.5473201274871826,0.102970004081726,0,4,0,5,5,5,5,0,4,0,,
230,vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000382505,hzh,2025_09_27_19_22_27,5,0,0.0,0.3308566719293594,0.546955943107605,1.2742639780044556,0,0,1,1,0,4,0,0,0,1,,
231,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000211485,gzj,2025_09_27_11_41_47,5,0,0.0,0.30118684768676757,0.5463573932647705,1.0971187353134155,0,0,1,1,0,5,0,0,0,5,,
232,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000108400,lxy,2025_09_28_18_06_16,5,0,0.0,0.40899762511253357,0.5423118472099304,0.43196901679039,0,4,0,2,1,5,5,0,5,0,,
233,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000431340,gzj,2025_09_27_11_41_47,5,0,0.0,0.3251156315207481,0.5411197543144226,0.2635442018508911,0,2,0,4,4,5,5,0,4,0,,
234,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000497615,byx,2025_09_28_17_35_43,5,0,0.0,0.3424250721931458,0.5393198728561401,0.446804016828537,0,5,0,3,0,5,5,0,5,0,,
235,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000256360,zx,2025_09_27_18_00_08,10,0,0.0,0.3332487128674984,0.5384213924407959,0.7504025101661682,0,5,4,7,1,10,0,0,5,9,,
236,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000090925,byx,2025_09_28_17_46_00,15,0,0.0,0.1938651805122693,0.5373101234436035,0.4934044778347015,0,0,0,8,0,13,9,0,2,12,,
237,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000471995,zx,2025_09_27_17_14_07,5,0,0.0,0.4265572428703308,0.5371206402778625,1.0302681922912598,0,0,0,1,0,5,0,0,0,0,,
238,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000238815,hzh,2025_09_26_21_03_19,15,0,0.0,0.33771729667981465,0.5343795418739319,0.5290089845657349,0,0,0,3,0,14,0,0,0,0,,
239,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000394695,hzh,2025_09_26_20_50_27,15,0,0.0,0.4644244372844696,0.5340836644172668,0.5268560449282328,0,0,0,10,1,12,0,0,5,0,,
240,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000263965,byx,2025_09_28_17_15_52,10,0,0.0,0.35063496679067613,0.5320083498954773,0.3609339892864227,0,5,0,5,1,9,0,0,5,3,,
241,vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000388095,gzj,2025_09_27_12_28_14,5,0,0.0,0.4405729711055756,0.5311890244483948,0.7108719944953918,0,0,1,4,0,5,0,0,5,1,,
242,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000099655,hzh,2025_09_26_20_50_27,15,0,0.0,0.3333156575759252,0.5310391783714294,1.0023419857025146,0,0,5,2,0,15,0,0,0,3,,
243,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000411920,byx,2025_09_28_17_15_52,5,0,0.0,0.3452344506978989,0.530282199382782,1.1828088760375977,0,0,1,0,1,5,0,0,0,0,,
244,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000334450,byx,2025_09_28_17_46_00,15,0,0.0,0.2880858580271403,0.5276294350624084,0.4295837879180908,0,5,3,13,0,14,9,0,7,0,,
245,vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000101220,gzj,2025_09_27_12_28_14,10,0,0.0,0.32543215304613116,0.5259022116661072,0.3579670190811157,0,3,2,7,8,10,10,0,6,1,,
246,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000466090,byx,2025_09_28_17_35_43,5,0,0.0,0.42452859282493594,0.525730311870575,1.596102952957153,1,0,1,1,0,5,0,1,0,3,,
247,vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000265895,gzj,2025_09_27_12_04_23,5,0,0.0,0.4261388719081879,0.5248866081237793,0.1918119937181472,0,5,0,5,5,5,5,0,5,0,,
248,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000496480,hzh,2025_09_26_21_03_19,15,0,0.0,0.3537397563457489,0.5237557888031006,0.8061089913050333,0,5,6,7,0,15,10,0,5,1,,
249,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000580640,zx,2025_09_27_16_46_13,5,0,0.0,0.4518954813480377,0.5224264860153198,1.2857866287231443,0,0,2,1,0,5,0,0,1,2,,
250,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000362460,gzj,2025_09_27_12_17_12,15,0,0.0,0.34561843077341714,0.5198718309402466,1.0026919841766355,0,0,1,3,0,15,0,0,1,0,,
251,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000576800,gzj,2025_09_27_11_41_47,5,0,0.0,0.37181185483932494,0.5195412039756775,0.6445499658584595,0,0,0,3,5,5,0,0,0,0,,
252,vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000184075,gzj,2025_09_27_12_28_14,5,0,0.0,0.4455830633640289,0.5189998149871826,0.8056439161300659,0,0,1,4,0,5,0,0,4,1,,
253,vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000320850,cwh,2025_09_26_19_45_40,5,0,0.0,0.373144605755806,0.5189234614372253,1.1316709518432615,0,0,3,0,0,4,0,0,0,2,,
254,vehicle_instability_allraw__hzh__2025_09_26_21_17_02__000199585,hzh,2025_09_26_21_17_02,10,0,0.0,0.24909554570913314,0.5182178020477295,0.662177562713623,0,7,2,2,1,10,0,0,8,1,,
255,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000455695,hzh,2025_09_26_20_50_27,15,0,0.0,0.28754286766052245,0.5180602669715881,0.39956337213516235,0,11,6,13,0,15,13,0,8,4,,
256,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000575025,gzj,2025_09_27_11_53_25,5,0,0.0,0.36829534024000166,0.5145692229270935,0.3851950168609619,0,3,0,4,0,5,0,0,3,0,,
257,vehicle_instability_allraw__hzh__2025_09_26_21_17_02__000328340,hzh,2025_09_26_21_17_02,5,0,0.0,0.2767286285758018,0.5133489966392517,0.09546909481287,0,1,0,4,5,5,5,0,2,0,,
258,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000084125,byx,2025_09_28_17_35_43,5,0,0.0,0.4136767864227295,0.5132739543914795,0.1609200090169906,0,0,0,5,0,5,5,0,0,0,,
259,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000059360,hzh,2025_09_27_19_33_25,5,0,0.0,0.3537823438644409,0.5108327269554138,1.0082778930664062,0,0,1,0,0,5,0,0,1,1,,
260,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000527800,byx,2025_09_28_17_46_00,15,0,0.0,0.26104674239953357,0.5100577473640442,0.7489205002784729,0,0,1,6,2,14,0,0,1,2,,
261,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000209940,hzh,2025_09_27_19_33_25,5,0,0.0,0.3208657085895538,0.5074435472488403,1.281415939331055,0,0,1,1,0,5,0,0,0,1,,
262,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000108865,gzj,2025_09_27_12_17_12,15,0,0.0,0.3830910672744115,0.5060049891471863,1.0861175060272217,0,0,3,5,0,15,0,0,9,8,,
263,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000198845,hzh,2025_09_26_20_50_27,20,0,0.0,0.22765993066132065,0.5057520270347595,1.0356780290603638,0,0,4,3,0,20,0,0,0,13,,
264,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000526990,yyl,2025_09_28_09_49_11,10,0,0.0,0.3338271610438824,0.501102864742279,0.1102175116539001,0,7,1,9,10,10,1,0,7,2,,
265,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000119620,zx,2025_09_27_17_29_08,5,0,0.0,0.3978769391775131,0.5006721615791321,0.6014420986175537,0,3,1,3,0,5,0,0,2,1,,
266,vehicle_instability_allraw__jy__2025_09_26_18_01_40__000403800,jy,2025_09_26_18_01_40,5,0,0.0,0.38978680074214933,0.4990968406200409,0.474729984998703,0,0,0,4,0,5,0,0,0,0,,
267,vehicle_instability_allraw__gf__2025_09_26_10_52_57__000471505,gf,2025_09_26_10_52_57,10,0,0.0,0.29737254679203035,0.4981590807437897,1.254542589187622,0,0,2,0,0,10,0,0,0,0,,
268,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000353905,zx,2025_09_27_18_00_08,10,0,0.0,0.40551317632198336,0.4975038170814514,0.7283228635787964,0,8,2,2,0,9,0,0,8,0,,
269,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000117195,byx,2025_09_28_17_25_18,10,0,0.0,0.3159041166305542,0.4973570704460144,1.0007719993591309,0,0,3,3,0,7,2,0,0,6,,
270,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000289460,yzy,2025_09_27_14_13_03,5,0,0.0,0.432961106300354,0.4959291815757751,1.3320350646972656,0,0,1,1,0,5,0,0,0,4,,
271,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000245880,hzh,2025_09_26_20_50_27,15,0,0.0,0.19505439624190327,0.4951396584510803,0.15830004215240473,0,3,2,12,13,13,13,0,10,2,,
272,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000433720,byx,2025_09_28_17_46_00,15,0,0.0,0.3365783909956614,0.4917801022529602,0.948935866355896,0,2,4,7,0,15,0,0,9,7,,
273,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000225310,yyl,2025_09_28_09_49_11,10,0,0.0,0.35151083022356033,0.4913230240345001,1.30480694770813,0,0,3,3,0,8,0,0,0,1,,
274,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000446275,zx,2025_09_27_16_32_00,5,0,0.0,0.36502390503883364,0.4905141592025757,0.9155998229980467,0,1,2,5,0,5,5,0,2,1,,
275,vehicle_instability_allraw__zxy__2025_09_28_15_57_38__000092690,zxy,2025_09_28_15_57_38,10,0,0.0,0.28496104925870896,0.488440990447998,0.9798280000686646,0,0,2,4,0,10,0,0,0,0,,
276,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000546280,byx,2025_09_28_17_05_51,5,0,0.0,0.33445260822772976,0.4880466759204864,0.1469560116529464,0,0,0,4,0,5,0,0,0,5,,
277,vehicle_instability_allraw__hzh__2025_09_26_21_17_02__000110230,hzh,2025_09_26_21_17_02,5,0,0.0,0.3052133798599243,0.4856147766113281,1.3110920190811155,0,0,1,2,0,5,5,0,0,1,,
278,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000329825,byx,2025_09_28_17_35_43,5,0,0.0,0.3822284162044525,0.4813292324542999,0.241902694106102,0,0,0,5,0,5,5,0,0,0,,
279,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000280645,hzh,2025_09_26_21_03_19,15,0,0.0,0.28311058804392814,0.47915780544281,0.2109521428743998,0,5,0,9,0,13,0,0,6,0,,
280,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000358145,byx,2025_09_28_17_46_00,15,0,0.0,0.31317983468373617,0.4774084985256195,0.640826423962911,0,0,0,5,0,15,10,0,4,2,,
281,vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000193515,hzh,2025_09_27_19_22_27,5,0,0.0,0.283828780055046,0.4755848050117492,1.2948600053787231,0,0,0,0,0,5,0,0,0,1,,
282,vehicle_instability_allraw__zxy__2025_09_28_15_57_38__000128180,zxy,2025_09_28_15_57_38,10,0,0.0,0.3105321481823921,0.4734959006309509,0.9311332106590273,0,0,5,5,0,10,0,0,0,0,,
283,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000258300,byx,2025_09_28_17_35_43,10,0,0.0,0.36963328123092654,0.4734916090965271,0.5928881764411926,0,8,2,1,0,10,0,0,8,0,,
284,vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000359710,hzh,2025_09_27_19_22_27,5,0,0.0,0.3349542737007141,0.4699135422706604,1.1232939958572388,0,0,0,0,0,5,0,0,1,1,,
285,vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000096695,zxy,2025_09_28_16_35_30,10,0,0.0,0.3853266030550003,0.4680652618408203,0.7603529095649719,0,0,1,1,0,10,0,0,3,0,,
286,vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000054775,hzh,2025_09_27_19_22_27,5,0,0.0,0.3546846628189087,0.4679979085922241,1.5767309665679932,1,0,1,1,0,5,5,1,1,1,,
287,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000175240,gzj,2025_09_27_12_17_12,15,0,0.0,0.317234668135643,0.4676271080970764,0.7986618280410767,0,1,2,1,0,14,0,0,1,3,,
288,vehicle_instability_allraw__hzh__2025_09_26_21_17_02__000397515,hzh,2025_09_26_21_17_02,10,0,0.0,0.35332872718572617,0.4673049747943878,1.4608402252197266,1,0,2,2,0,9,0,2,0,6,,
289,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000486315,zx,2025_09_27_17_14_07,5,0,0.0,0.29923787117004397,0.4654724895954132,0.0834259986877441,0,0,0,5,0,5,5,0,0,0,,
290,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000283135,byx,2025_09_28_17_25_18,5,0,0.0,0.3905802398920059,0.4641427397727966,1.6858099699020386,1,0,3,3,3,5,5,3,0,2,,
291,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000049290,byx,2025_09_28_17_46_00,15,0,0.0,0.27951726615428923,0.460228681564331,0.5261576374371847,0,3,3,5,0,15,10,0,9,4,,
292,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000149170,yyl,2025_09_28_09_49_11,10,0,0.0,0.2088293708860874,0.4568573236465454,0.4331910014152527,0,2,2,4,4,9,8,0,4,2,,
293,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000187815,byx,2025_09_28_17_05_51,5,0,0.0,0.3461332440376282,0.45651975274086,0.9306089878082278,0,1,1,2,0,5,5,0,2,5,,
