sample_id,event_uid,subject,session_stamp,split,top1_branch,best_branch_oracle,top1_matches_best,top1_prob,prob_margin,branch_spread_mean,branch_spread_peak,rmse_branch0,rmse_branch1,rmse_branch2,rmse_bestk,rmse_top1_branch
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000218700__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000218700,hzh,2025_09_27_19_44_05,test,2,2,1,0.3739885,0.0055552423,0.27598107,0.49039072,0.5202038,0.86153203,0.33371112,0.33371112,0.33371112
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000246255__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000246255,hzh,2025_09_27_19_44_05,test,0,0,1,0.38472703,0.021502852,0.20465899,0.36222127,0.28981945,0.37326977,0.3701702,0.28981945,0.28981945
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000326390__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000326390,hzh,2025_09_27_19_44_05,test,0,1,0,0.3638835,0.039316505,0.23941487,0.39545062,0.6462348,0.6330057,0.69765556,0.6330057,0.6462348
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000345860__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000345860,hzh,2025_09_27_19_44_05,test,0,2,0,0.38475516,0.039504528,0.24665292,0.38778874,0.47001097,0.65873146,0.4176984,0.4176984,0.47001097
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000240445__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_17_11__000240445,jy,2025_09_26_17_17_11,train,0,2,0,0.36968595,0.0041519403,0.24808846,0.42070168,0.75559944,1.0693147,0.5519751,0.5519751,0.75559944
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000414405__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_17_11__000414405,jy,2025_09_26_17_17_11,train,2,2,1,0.3805982,0.02388826,0.21848768,0.37960798,0.73406184,0.92399335,0.7301582,0.7301582,0.7301582
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000547665__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_17_11__000547665,jy,2025_09_26_17_17_11,train,2,0,0,0.41209474,0.03825158,0.11234026,0.23074163,0.0679517,0.17552395,0.15788248,0.0679517,0.15788248
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000426110__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000426110,jy,2025_09_26_17_29_44,train,1,2,0,0.35342,0.002506435,0.23359388,0.3915488,0.7014665,0.92199135,0.51789796,0.51789796,0.92199135
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000500270__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000500270,jy,2025_09_26_17_29_44,train,1,1,1,0.41367623,0.047172487,0.21576884,0.40095413,0.28467923,0.26913375,0.50735,0.26913375,0.26913375
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000535550__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000535550,jy,2025_09_26_17_29_44,train,0,2,0,0.38127762,0.017288327,0.10720278,0.19662042,0.11141546,0.22061984,0.08352315,0.08352315,0.11141546
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000540950__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000540950,jy,2025_09_26_17_29_44,train,2,2,1,0.41819218,0.036641568,0.08583908,0.17880079,0.33029833,0.39618134,0.28913444,0.28913444,0.28913444
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000069905__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_40_51__000069905,jy,2025_09_26_17_40_51,train,0,1,0,0.38561952,0.04078147,0.19213468,0.28295237,0.38578805,0.36690974,0.48915854,0.36690974,0.38578805
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000228515__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_40_51__000228515,jy,2025_09_26_17_40_51,train,2,0,0,0.39042094,0.038053513,0.27317828,0.49271613,0.70327514,0.8529449,0.7462969,0.70327514,0.7462969
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000445490__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_40_51__000445490,jy,2025_09_26_17_40_51,train,2,1,0,0.38106048,0.0056987405,0.13047408,0.26213884,0.12110029,0.1072707,0.28530788,0.1072707,0.28530788
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000526105__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_40_51__000526105,jy,2025_09_26_17_40_51,train,0,2,0,0.34746617,0.0121843815,0.18992084,0.3514161,0.45356908,0.5470148,0.44171897,0.44171897,0.45356908
vehicle_instability_allraw__jy__2025_09_26_17_51_46__000542335__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_51_46__000542335,jy,2025_09_26_17_51_46,train,0,1,0,0.40014252,0.056269407,0.11625991,0.181609,0.16702992,0.14534049,0.24939969,0.14534049,0.16702992
vehicle_instability_allraw__jy__2025_09_26_18_01_40__000064705__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_18_01_40__000064705,jy,2025_09_26_18_01_40,val,0,0,1,0.38455144,0.031289905,0.1984536,0.3170262,0.13457055,0.27915475,0.31923923,0.13457055,0.13457055
vehicle_instability_allraw__jy__2025_09_26_18_01_40__000198735__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_18_01_40__000198735,jy,2025_09_26_18_01_40,val,2,2,1,0.3724285,0.010574907,0.21246028,0.3087224,0.34955895,0.5770609,0.31104502,0.31104502,0.31104502
vehicle_instability_allraw__jy__2025_09_26_18_01_40__000326600__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_18_01_40__000326600,jy,2025_09_26_18_01_40,val,0,0,1,0.37874818,0.06231281,0.17823954,0.29799113,0.41759413,0.5473604,0.43726242,0.41759413,0.41759413
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000135315__pre3_label3_response_coverage,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000135315,lx,2025_09_26_09_17_22,train,0,0,1,0.39236268,0.03927329,0.25496164,0.49214184,0.4073314,0.6879451,0.41087738,0.4073314,0.4073314
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000215535__pre3_label3_response_coverage,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000215535,lx,2025_09_26_09_17_22,train,2,1,0,0.38560107,0.02621007,0.22354782,0.38844168,0.5145646,0.21150358,0.76798487,0.21150358,0.76798487
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000385260__pre3_label3_response_coverage,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000385260,lx,2025_09_26_09_17_22,train,2,0,0,0.37242177,0.026028872,0.25250706,0.3648298,0.26752937,0.501533,0.33363423,0.26752937,0.33363423
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000480490__pre3_label3_response_coverage,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000480490,lx,2025_09_26_09_17_22,train,2,1,0,0.33874717,0.006397575,0.22517203,0.37473878,0.45568824,0.2991153,0.68331134,0.2991153,0.68331134
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000089180__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000089180,lxy,2025_09_28_17_55_52,train,0,0,1,0.408308,0.110756576,0.20981032,0.38273352,0.3183492,0.42686453,0.3509561,0.3183492,0.3183492
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000357070__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000357070,lxy,2025_09_28_17_55_52,train,2,0,0,0.3845393,0.024505347,0.20972891,0.37137094,0.16483384,0.34597945,0.24847431,0.16483384,0.24847431
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000380645__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000380645,lxy,2025_09_28_17_55_52,train,0,0,1,0.38476628,0.047815323,0.23079424,0.4156623,0.17264427,0.41529635,0.2327417,0.17264427,0.17264427
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000448640__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000448640,lxy,2025_09_28_17_55_52,train,0,2,0,0.38512635,0.002738744,0.24193539,0.42790288,0.3023824,0.58995974,0.17255643,0.17255643,0.3023824
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000541050__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000541050,lxy,2025_09_28_17_55_52,train,2,0,0,0.36186168,0.024479508,0.17495728,0.3075342,0.25163794,0.39198634,0.26932046,0.25163794,0.26932046
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000057770__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000057770,lxy,2025_09_28_18_06_16,train,0,2,0,0.36993808,0.039313912,0.16291705,0.33381128,0.3456037,0.54166067,0.29155797,0.29155797,0.3456037
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000084330__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000084330,lxy,2025_09_28_18_06_16,train,0,2,0,0.3968682,0.061190575,0.1373532,0.2542719,0.28641188,0.40403357,0.13018668,0.13018668,0.28641188
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000133655__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000133655,lxy,2025_09_28_18_06_16,train,0,0,1,0.4023142,0.066444755,0.24716328,0.44541734,0.25809458,0.47908217,0.37998953,0.25809458,0.25809458
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000250730__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000250730,lxy,2025_09_28_18_06_16,train,2,1,0,0.38422325,0.05115339,0.23388103,0.33444268,0.5574902,0.29271019,0.78393304,0.29271019,0.78393304
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000129055__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000129055,lxy,2025_09_28_18_19_35,train,0,0,1,0.4105622,0.05172953,0.28299206,0.50881433,0.48650792,0.7310475,0.5148162,0.48650792,0.48650792
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000175350__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000175350,lxy,2025_09_28_18_19_35,train,0,0,1,0.40705884,0.07442084,0.20630778,0.36352137,0.5281069,0.54555625,0.595785,0.5281069,0.5281069
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000290870__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000290870,lxy,2025_09_28_18_19_35,train,1,1,1,0.34134454,0.011297107,0.27105716,0.46476373,0.53650767,0.36975807,0.8420812,0.36975807,0.36975807
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000320035__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000320035,lxy,2025_09_28_18_19_35,train,2,1,0,0.3431459,0.0066946745,0.2512073,0.42128542,0.5324564,0.41498137,0.78369176,0.41498137,0.78369176
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000334720__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000334720,lxy,2025_09_28_18_19_35,train,0,1,0,0.39009777,0.05232215,0.18534216,0.32866648,0.18236889,0.14492413,0.3671216,0.14492413,0.18236889
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000402090__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000402090,lxy,2025_09_28_18_19_35,train,1,1,1,0.4287572,0.101160824,0.23169209,0.38752463,0.4421627,0.36119336,0.6072937,0.36119336,0.36119336
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000481970__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000481970,lxy,2025_09_28_18_19_35,train,0,0,1,0.43461353,0.121157974,0.14326344,0.2719279,0.09065375,0.20676985,0.2593969,0.09065375,0.09065375
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000137120__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000137120,rjy,2025_09_28_19_33_26,train,2,2,1,0.38325816,0.01592496,0.21258092,0.3404108,0.29795125,0.5370326,0.20953959,0.20953959,0.20953959
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000439360__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000439360,rjy,2025_09_28_19_33_26,train,0,2,0,0.37746477,0.014897585,0.20445386,0.3692589,0.4356073,0.6400277,0.3891753,0.3891753,0.4356073
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000515545__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000515545,rjy,2025_09_28_19_33_26,train,0,2,0,0.37167978,0.055099934,0.19178683,0.33755428,0.21756333,0.4493499,0.1306849,0.1306849,0.21756333
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000598710__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000598710,rjy,2025_09_28_19_33_26,train,0,2,0,0.3439666,0.0045719743,0.18065223,0.32334405,0.31224364,0.536251,0.23791224,0.23791224,0.31224364
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000180850__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000180850,rjy,2025_09_28_19_51_44,train,2,1,0,0.3984111,0.06306031,0.2888149,0.45196113,0.7006099,0.5006787,1.0154238,0.5006787,1.0154238
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000209520__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000209520,rjy,2025_09_28_19_51_44,train,0,1,0,0.37943012,0.014911175,0.25133505,0.44958737,0.29712445,0.23043624,0.60208267,0.23043624,0.29712445
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000340405__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000340405,rjy,2025_09_28_19_51_44,train,0,0,1,0.39449507,0.074293435,0.20876485,0.42642912,0.29198754,0.39576897,0.4521616,0.29198754,0.29198754
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000384965__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000384965,rjy,2025_09_28_19_51_44,train,2,1,0,0.392524,0.04660642,0.25201678,0.37690175,0.7641119,0.6183553,0.9726035,0.6183553,0.9726035
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000463330__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000463330,rjy,2025_09_28_19_51_44,train,0,1,0,0.35777256,0.027898073,0.20433691,0.3785831,0.2638487,0.23742099,0.47316635,0.23742099,0.2638487
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000137410__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000137410,rjy,2025_09_28_20_02_20,train,0,0,1,0.37732315,0.018072844,0.23654763,0.42393112,0.3896262,0.44967538,0.64066744,0.3896262,0.3896262
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000500840__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000500840,rjy,2025_09_28_20_02_20,train,0,1,0,0.3762689,0.049898,0.17488748,0.33698457,0.20384836,0.096986726,0.47861826,0.096986726,0.20384836
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000703720__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000703720,rjy,2025_09_28_20_02_20,train,2,0,0,0.41559833,0.080779076,0.25619358,0.44908106,0.36064094,0.4705594,0.45428097,0.36064094,0.45428097
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000221270__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000221270,rjy,2025_09_28_20_15_42,val,2,1,0,0.39040098,0.031571805,0.22103265,0.4093069,0.6364841,0.3368962,0.9050376,0.3368962,0.9050376
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000378840__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000378840,rjy,2025_09_28_20_15_42,val,2,2,1,0.35571623,0.024819374,0.2409248,0.42135778,0.47217157,0.73397654,0.24055776,0.24055776,0.24055776
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000382075__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000382075,rjy,2025_09_28_20_15_42,val,0,1,0,0.38154224,0.050000966,0.19557554,0.31705362,0.8543982,0.7291419,0.9863986,0.7291419,0.8543982
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000547420__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000547420,rjy,2025_09_28_20_15_42,val,0,0,1,0.37184936,0.025399536,0.14163111,0.25719237,0.30898234,0.4239877,0.37193152,0.30898234,0.30898234
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000560065__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000560065,rjy,2025_09_28_20_15_42,val,0,0,1,0.3826878,0.036433756,0.15518188,0.2831442,0.41441777,0.51477325,0.4277106,0.41441777,0.41441777
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000139565__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000139565,txj,2025_09_27_08_40_46,val,0,1,0,0.39681217,0.067135334,0.19919707,0.3344797,0.6910084,0.45248342,1.0096012,0.45248342,0.6910084
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000301130__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000301130,txj,2025_09_27_08_40_46,val,0,0,1,0.38066003,0.014754802,0.23534659,0.38239646,0.231454,0.279931,0.4463809,0.231454,0.231454
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000441855__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000441855,txj,2025_09_27_08_40_46,val,1,0,0,0.38762248,0.022999346,0.116440214,0.24282433,0.16686875,0.1782738,0.2769513,0.16686875,0.1782738
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000633830__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000633830,txj,2025_09_27_08_40_46,val,2,2,1,0.3823676,0.009024739,0.13066888,0.2711386,0.23971929,0.3467767,0.160312,0.160312,0.160312
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000660595__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000660595,txj,2025_09_27_08_40_46,val,2,1,0,0.36785242,0.03248003,0.22418372,0.40386176,0.9474313,0.8079907,1.1923888,0.8079907,1.1923888
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000687315__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000687315,txj,2025_09_27_08_40_46,val,0,0,1,0.33765605,0.0048997104,0.19554862,0.34189016,0.19584735,0.45840803,0.20193239,0.19584735,0.19584735
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000300320__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000300320,txj,2025_09_27_08_53_44,val,0,2,0,0.38004586,0.042903185,0.18143289,0.34682572,0.45284024,0.61254144,0.26781335,0.26781335,0.45284024
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000326790__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000326790,txj,2025_09_27_08_53_44,val,0,0,1,0.3876744,0.033839375,0.19448745,0.28798062,0.4512602,0.5037174,0.506584,0.4512602,0.4512602
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000386965__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000386965,txj,2025_09_27_08_53_44,val,0,1,0,0.35286945,0.022660911,0.22116335,0.41703182,0.70230746,0.66792095,0.8814325,0.66792095,0.70230746
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000084165__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000084165,txj,2025_09_27_09_06_19,train,0,0,1,0.3851823,0.03539887,0.16935585,0.33571902,0.14034002,0.22347829,0.31972197,0.14034002,0.14034002
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000242365__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000242365,txj,2025_09_27_09_06_19,train,2,0,0,0.38780656,0.04269263,0.24807419,0.36750376,0.108635165,0.34250167,0.35645324,0.108635165,0.35645324
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000575870__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000575870,txj,2025_09_27_09_06_19,train,0,2,0,0.37191004,0.007995784,0.14998443,0.3008006,0.30784652,0.44807398,0.17494553,0.17494553,0.30784652
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000604150__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000604150,txj,2025_09_27_09_06_19,train,0,1,0,0.37735966,0.021107495,0.1143226,0.2082218,0.23961625,0.20772162,0.25243682,0.20772162,0.23961625
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000060790__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000060790,txj,2025_09_27_09_17_11,train,0,1,0,0.36840385,0.018909514,0.18584703,0.3442091,0.25048774,0.23679249,0.4308164,0.23679249,0.25048774
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000243345__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000243345,txj,2025_09_27_09_17_11,train,2,1,0,0.38742068,0.038128406,0.24371623,0.35918337,0.75356436,0.5992802,0.9211834,0.5992802,0.9211834
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000498455__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000498455,txj,2025_09_27_09_17_11,train,0,0,1,0.3657978,0.037843198,0.14954644,0.25806168,0.12906754,0.3066543,0.17572986,0.12906754,0.12906754
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000177395__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000177395,tyy,2025_09_28_14_23_43,train,0,0,1,0.37801054,0.040392667,0.32413635,0.5393837,0.63926905,0.6829275,0.89626545,0.63926905,0.63926905
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000286995__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000286995,tyy,2025_09_28_14_23_43,train,0,1,0,0.37573114,0.003319472,0.23933561,0.42511508,0.5618084,0.42706996,0.8022668,0.42706996,0.5618084
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000302720__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000302720,tyy,2025_09_28_14_23_43,train,0,2,0,0.37464532,0.0584822,0.26200616,0.43457228,0.3740839,0.61132556,0.35861745,0.35861745,0.3740839
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000500235__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000500235,tyy,2025_09_28_14_23_43,train,1,1,1,0.35954735,0.024606138,0.25367063,0.46634918,0.4252009,0.3938635,0.68111753,0.3938635,0.3938635
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000628070__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000628070,tyy,2025_09_28_14_23_43,train,1,1,1,0.4150819,0.06457475,0.13269278,0.2638065,0.17841792,0.09305952,0.3944542,0.09305952,0.09305952
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000665155__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000665155,tyy,2025_09_28_14_23_43,train,2,1,0,0.3738891,0.014508367,0.21185064,0.37948582,0.29242712,0.09295414,0.5825393,0.09295414,0.5825393
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000685655__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000685655,tyy,2025_09_28_14_23_43,train,1,0,0,0.37478134,0.026378363,0.20008142,0.38335624,0.41231307,0.55937827,0.48760223,0.41231307,0.55937827
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000762635__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000762635,tyy,2025_09_28_14_23_43,train,2,1,0,0.34782493,0.0153647065,0.25989738,0.49564892,0.71770155,0.5248359,1.0232103,0.5248359,1.0232103
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000058890__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000058890,tyy,2025_09_28_14_44_09,test,0,2,0,0.3859208,0.017368823,0.23037611,0.4057548,0.6730917,0.9369014,0.56974906,0.56974906,0.6730917
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000471655__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000471655,tyy,2025_09_28_14_44_09,test,2,0,0,0.37452543,0.0056028664,0.22379243,0.4039113,0.6922972,0.75652474,0.8536698,0.6922972,0.8536698
vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000269590__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000269590,tyy,2025_09_28_14_57_17,train,2,2,1,0.37505925,0.0078777075,0.29047993,0.48840964,0.50562054,0.8399874,0.33348927,0.33348927,0.33348927
vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000427465__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000427465,tyy,2025_09_28_14_57_17,train,1,1,1,0.462736,0.14824802,0.17819948,0.33493352,0.22293645,0.052242152,0.5031702,0.052242152,0.052242152
vehicle_instability_allraw__xst__2025_09_26_11_34_18__000146145__pre3_label3_response_coverage,vehicle_instability_allraw__xst__2025_09_26_11_34_18__000146145,xst,2025_09_26_11_34_18,train,0,2,0,0.39340866,0.04300654,0.2590961,0.48485854,0.44004908,0.74027944,0.19896409,0.19896409,0.44004908
vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000110400__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000110400,yyl,2025_09_28_09_14_23,train,1,1,1,0.35049656,0.013762236,0.26570255,0.4618057,0.6912671,0.42880827,1.0202869,0.42880827,0.42880827
vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000431885__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000431885,yyl,2025_09_28_09_14_23,train,2,2,1,0.40649328,0.060070038,0.21603048,0.36783236,0.35945415,0.6243538,0.16050129,0.16050129,0.16050129
vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000568235__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000568235,yyl,2025_09_28_09_14_23,train,2,2,1,0.39270392,0.03872028,0.22971764,0.40458935,0.6736977,0.9824452,0.4101617,0.4101617,0.4101617
