sample_id,event_uid,subject,session_stamp,anchor_time_rel_s,curvature_anchor,event_type,event_level,road_type_anchor,road_design_module_name,road_design_instance_name,road_design_risk_class,road_design_mapping_reliability,split,top1_branch,top1_prob,prob_margin,prob_entropy,topk_branch_spread_mean,topk_branch_spread_peak,branch_peak_abs_spread,rbf_kernel_ridge_context_no_subject__pred_peak_abs,rbf_kernel_ridge_context_no_subject__pred_peak_sign,rbf_kernel_ridge_context_no_subject__pred_reversal_count,keypoint_residual_vehicle_transformer_no_subject__pred_peak_abs,keypoint_residual_vehicle_transformer_no_subject__pred_peak_sign,keypoint_residual_vehicle_transformer_no_subject__pred_reversal_count,topk_vehicle_transformer_top1_no_subject__pred_peak_abs,topk_vehicle_transformer_top1_no_subject__pred_peak_sign,topk_vehicle_transformer_top1_no_subject__pred_reversal_count,topk_vehicle_transformer_branch0_no_subject__pred_peak_abs,topk_vehicle_transformer_branch0_no_subject__pred_peak_sign,topk_vehicle_transformer_branch0_no_subject__pred_reversal_count,topk_vehicle_transformer_branch1_no_subject__pred_peak_abs,topk_vehicle_transformer_branch1_no_subject__pred_peak_sign,topk_vehicle_transformer_branch1_no_subject__pred_reversal_count,topk_vehicle_transformer_branch2_no_subject__pred_peak_abs,topk_vehicle_transformer_branch2_no_subject__pred_peak_sign,topk_vehicle_transformer_branch2_no_subject__pred_reversal_count,label_diag__rbf_sample_rmse,label_diag__rbf_topk_oracle_model,label_diag__rbf_topk_oracle_rmse,label_diag__rbf_topk_oracle_gain_over_rbf,label_diag__rbf_topk_oracle_uses_non_rbf,label_diag__broad_oracle_model,label_diag__broad_oracle_rmse,label_diag__broad_oracle_gain_over_rbf,label_diag__broad_oracle_uses_non_rbf
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000500235__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000500235,tyy,2025_09_28_14_23_43,500.235,0.0,instability_ay_roll,extreme_active,straight,curve2,curve2,design_curve_context,very_low,train,1,0.35954002,0.024592042,1.0964094,0.2536638,0.4663434,0.762089,1.5862299,1,66,1.3263221,1,1,2.3995929,1,2,2.1534653,1,2,2.3995929,1,2,1.6375039,1,2,0.47813645,topk_vehicle_transformer_branch1_no_subject,0.3938841,0.08425236,1,topk_vehicle_transformer_branch1_no_subject,0.3938841,0.08425236,1
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000628070__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000628070,tyy,2025_09_28_14_23_43,628.07,0.0,instability_ay_roll,extreme_active,straight,middle_section,section5,design_regular_road,very_low,train,1,0.41506922,0.06455532,1.0724953,0.13267875,0.26378155,0.23467404,0.31053606,1,11,0.2296463,1,0,0.20665196,1,0,0.2699769,1,0,0.20665196,1,0,0.441326,-1,0,0.018820059,rbf_kernel_ridge_context_no_subject,0.018820059,0.0,0,rbf_kernel_ridge_context_no_subject,0.018820059,0.0,0
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000665155__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000665155,tyy,2025_09_28_14_23_43,665.155,0.0,instability_ay_roll,strong_active,straight,middle_section,section5,design_regular_road,very_low,train,2,0.3738867,0.01450184,1.0880994,0.21184236,0.37946928,0.6842179,1.1430451,-1,62,1.1397961,-1,1,1.535607,-1,2,1.0765226,-1,2,0.8513891,-1,1,1.535607,-1,2,0.30406046,topk_vehicle_transformer_branch1_no_subject,0.0929539,0.21110657,1,topk_vehicle_transformer_branch1_no_subject,0.0929539,0.21110657,1
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000685655__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000685655,tyy,2025_09_28_14_23_43,685.655,0.0,instability_ay_roll,strong_active,straight,stop,stop,design_special_event_segment,very_low,train,1,0.374769,0.026359737,1.0907149,0.20007043,0.38332742,0.8236811,1.235805,1,44,1.4686713,1,1,1.6167811,1,2,1.2358574,1,2,1.6167811,1,2,0.7931,1,2,0.28456634,rbf_kernel_ridge_context_no_subject,0.28456634,0.0,0,rbf_kernel_ridge_context_no_subject,0.28456634,0.0,0
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000762635__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000762635,tyy,2025_09_28_14_23_43,762.635,-0.0,instability_ay_roll,extreme_active,straight,differentmu_road,mu1,design_high_risk_surface,very_low,train,2,0.347825,0.0153571665,1.0980182,0.259889,0.49562472,0.82611704,1.1598674,-1,186,0.49369454,1,0,0.5884998,-1,2,1.0472674,1,2,1.4146168,1,2,0.5884998,-1,2,0.6157488,topk_vehicle_transformer_branch1_no_subject,0.5248626,0.090886235,1,topk_vehicle_transformer_branch1_no_subject,0.5248626,0.090886235,1
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000058890__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000058890,tyy,2025_09_28_14_44_09,58.89,0.0,instability_ay_roll,extreme_active,straight,longstraight,longstraight,design_regular_road,high,test,0,0.38592228,0.017373264,1.080129,0.23036887,0.40573308,0.5482594,1.5292804,-1,36,1.4211891,-1,1,1.4921112,-1,2,1.4921112,-1,2,1.3346194,-1,1,1.8828788,-1,2,0.6746936,topk_vehicle_transformer_branch2_no_subject,0.5697331,0.1049605,1,topk_vehicle_transformer_branch2_no_subject,0.5697331,0.1049605,1
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000471655__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000471655,tyy,2025_09_28_14_44_09,471.655,-0.00729802,instability_ay_roll,weak,curve,curve1,curve1,design_curve_context,very_low,test,2,0.37451825,0.0055916905,1.0847185,0.22378433,0.40389517,0.6099973,1.1528276,-1,202,1.4449948,-1,1,1.8437141,-1,1,1.4114968,-1,1,1.2337168,-1,1,1.8437141,-1,1,0.5553957,rbf_kernel_ridge_context_no_subject,0.5553957,0.0,0,keypoint_residual_vehicle_transformer_no_subject,0.5541888,0.0012069345,1
vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000269590__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000269590,tyy,2025_09_28_14_57_17,269.59,0.0,instability_ay_roll,extreme_active,straight,fix_road,fix_road,design_special_event_segment,low,train,2,0.37505665,0.00787425,1.085141,0.2904854,0.48838887,0.46788746,1.1404943,-1,113,1.2860255,-1,1,1.3169026,-1,2,0.93379325,-1,1,0.8490152,-1,1,1.3169026,-1,2,0.41912505,topk_vehicle_transformer_branch2_no_subject,0.33350798,0.085617065,1,topk_vehicle_transformer_branch2_no_subject,0.33350798,0.085617065,1
vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000427465__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000427465,tyy,2025_09_28_14_57_17,427.465,-0.0,instability_ay_roll,extreme_active,straight,middle_section,section5,design_regular_road,very_low,train,1,0.4627249,0.14822915,1.0549097,0.17818856,0.33491555,0.70625865,0.11888829,-1,19,0.32304662,-1,1,0.113253206,1,0,0.36521816,-1,1,0.113253206,1,0,0.8195119,-1,2,0.05987215,topk_vehicle_transformer_branch1_no_subject,0.052247867,0.0076242834,1,topk_vehicle_transformer_branch1_no_subject,0.052247867,0.0076242834,1
vehicle_instability_allraw__xst__2025_09_26_11_34_18__000146145__pre3_label3_response_coverage,vehicle_instability_allraw__xst__2025_09_26_11_34_18__000146145,xst,2025_09_26_11_34_18,146.145,-0.00729802,instability_ay_roll,extreme_active,straight,curve1,curve1,design_curve_context,medium,train,0,0.39341053,0.043007106,1.0833583,0.25908494,0.4848539,1.0249054,1.0087525,-1,184,0.23210824,-1,0,0.9481844,-1,1,0.9481844,-1,1,0.5050057,-1,1,1.5299112,-1,1,0.30459917,topk_vehicle_transformer_branch2_no_subject,0.19896977,0.1056294,1,topk_vehicle_transformer_branch2_no_subject,0.19896977,0.1056294,1
vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000110400__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000110400,yyl,2025_09_28_09_14_23,110.4,0.0,instability_ay_roll,extreme_active,straight,middle_section,section2,design_regular_road,high,train,1,0.35047987,0.013732702,1.0975137,0.26568994,0.4617902,0.8402833,1.271742,1,38,1.3070967,1,1,2.0600545,1,2,1.7589694,1,2,2.0600545,1,2,1.2197713,1,2,0.81742907,topk_vehicle_transformer_branch1_no_subject,0.4288058,0.38862327,1,topk_vehicle_transformer_branch1_no_subject,0.4288058,0.38862327,1
vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000431885__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000431885,yyl,2025_09_28_09_14_23,431.885,-0.0,instability_ay_roll,strong_active,straight,fix_road,fix_road,design_special_event_segment,low,train,2,0.40648356,0.060054123,1.0785941,0.2160316,0.36781394,0.44251117,1.0185217,-1,92,1.2704206,-1,1,0.89390796,-1,2,0.4513968,-1,0,0.5139173,-1,2,0.89390796,-1,2,0.1317724,rbf_kernel_ridge_context_no_subject,0.1317724,0.0,0,rbf_kernel_ridge_context_no_subject,0.1317724,0.0,0
vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000568235__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000568235,yyl,2025_09_28_09_14_23,568.235,0.0,instability_ay_roll,extreme_active,straight,middle_section,section5,design_regular_road,very_low,train,2,0.3926983,0.038710535,1.0825062,0.22971338,0.40457416,0.6165218,1.263563,-1,78,1.1702435,-1,1,1.6044161,-1,2,1.1678377,-1,2,0.98789436,-1,1,1.6044161,-1,2,0.509305,topk_vehicle_transformer_branch2_no_subject,0.41020623,0.09909877,1,topk_vehicle_transformer_branch2_no_subject,0.41020623,0.09909877,1
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000104675__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000104675,yyl,2025_09_28_09_29_01,104.675,0.0,instability_ay_roll,medium_active,straight,middle_section,section2,design_regular_road,high,train,0,0.3437712,0.002907753,1.097873,0.2018214,0.3569165,0.7810849,1.0695518,1,52,1.3597366,1,1,1.426224,1,2,1.426224,1,2,1.7555797,1,2,0.9744948,1,2,0.29848,rbf_kernel_ridge_context_no_subject,0.29848,0.0,0,rbf_kernel_ridge_context_no_subject,0.29848,0.0,0
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000235890__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000235890,yyl,2025_09_28_09_29_01,235.89,0.0,instability_ay_roll,strong_active,straight,fix_road,fix_road,design_special_event_segment,low,train,2,0.39259073,0.03903672,1.0826975,0.2128203,0.39154616,0.67176455,1.0618991,-1,102,1.0325248,-1,1,1.2370538,-1,2,0.75902027,-1,2,0.5652892,-1,1,1.2370538,-1,2,0.25207072,rbf_kernel_ridge_context_no_subject,0.25207072,0.0,0,rbf_kernel_ridge_context_no_subject,0.25207072,0.0,0
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000357555__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000357555,yyl,2025_09_28_09_29_01,357.555,0.0,instability_ay_roll,strong_active,straight,middle_section,section5,design_regular_road,very_low,train,0,0.3618878,0.029797614,1.0962697,0.20430274,0.33847696,0.6846275,0.93985337,1,137,1.3941137,1,1,1.30048,1,2,1.30048,1,2,1.5565073,1,2,0.8718799,1,2,0.30914313,rbf_kernel_ridge_context_no_subject,0.30914313,0.0,0,rbf_kernel_ridge_context_no_subject,0.30914313,0.0,0
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000380585__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000380585,yyl,2025_09_28_09_29_01,380.585,0.0,instability_ay_roll,strong_active,straight,middle_section,section5,design_regular_road,very_low,train,2,0.382455,0.030057251,1.0871185,0.21431875,0.32722554,0.3185222,1.4556106,-1,12,1.2463199,-1,1,1.2055701,-1,2,0.8870479,-1,1,0.9501068,-1,1,1.2055701,-1,2,0.17276572,rbf_kernel_ridge_context_no_subject,0.17276572,0.0,0,rbf_kernel_ridge_context_no_subject,0.17276572,0.0,0
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000449070__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000449070,yyl,2025_09_28_09_29_01,449.07,0.0,instability_ay_roll,strong_active,straight,middle_section,section6,design_regular_road,very_low,train,0,0.3978899,0.057422668,1.0843233,0.24265568,0.4287498,0.9535786,0.8903611,1,88,1.0571684,1,1,1.3377283,1,2,1.3377283,1,2,1.7290565,1,2,0.7754779,1,2,0.17096439,rbf_kernel_ridge_context_no_subject,0.17096439,0.0,0,rbf_kernel_ridge_context_no_subject,0.17096439,0.0,0
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000514465__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000514465,yyl,2025_09_28_09_29_01,514.465,0.0,instability_ay_roll,extreme_active,straight,differentmu_road,mu1,design_high_risk_surface,high,train,2,0.40547246,0.060423017,1.0795484,0.22802222,0.40130734,0.6691079,1.595407,-1,70,1.3629619,-1,1,1.8499686,-1,2,1.3923353,-1,1,1.1808606,-1,1,1.8499686,-1,2,0.33588487,topk_vehicle_transformer_branch2_no_subject,0.22455814,0.111326724,1,topk_vehicle_transformer_branch2_no_subject,0.22455814,0.111326724,1
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000542080__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000542080,yyl,2025_09_28_09_29_01,542.08,0.0,instability_ay_roll,strong_active,straight,differentmu_road,mu1,design_high_risk_surface,very_low,train,0,0.34674147,0.018342108,1.0982008,0.1824385,0.3277445,0.639459,0.7047609,1,134,1.1449996,1,1,0.65061796,1,2,0.65061796,1,2,0.9890373,1,2,0.34957823,1,2,0.3100605,topk_vehicle_transformer_branch1_no_subject,0.2592131,0.05084741,1,topk_vehicle_transformer_branch1_no_subject,0.2592131,0.05084741,1
vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000375965__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000375965,yyl,2025_09_28_09_39_01,375.965,0.0,instability_ay_roll,medium_active,straight,middle_section,section5,design_regular_road,very_low,train,0,0.37444112,0.010391355,1.0864391,0.20758875,0.3690709,0.6625996,1.1197788,-1,42,1.1335071,-1,1,0.9238107,-1,2,0.9238107,-1,2,0.71463937,-1,1,1.377239,-1,2,0.44306853,topk_vehicle_transformer_branch2_no_subject,0.28660408,0.15646446,1,topk_vehicle_transformer_branch2_no_subject,0.28660408,0.15646446,1
vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000513705__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000513705,yyl,2025_09_28_09_39_01,513.705,-0.0,instability_ay_roll,strong_active,straight,differentmu_road,mu1,design_high_risk_surface,medium,train,2,0.3817484,0.01254487,1.0817024,0.1989432,0.35738212,0.7605968,1.2505442,-1,21,1.4582231,-1,1,1.4023501,-1,2,0.9158319,-1,2,0.64175326,-1,1,1.4023501,-1,2,0.16187622,rbf_kernel_ridge_context_no_subject,0.16187622,0.0,0,rbf_kernel_ridge_context_no_subject,0.16187622,0.0,0
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000062885__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000062885,yyl,2025_09_28_09_49_11,62.885,0.0,instability_ay_roll,strong_active,straight,middle_section,section2,design_regular_road,high,test,0,0.39780304,0.07011175,1.0871701,0.1494071,0.2789192,0.15697438,0.6676014,-1,167,0.20296104,1,0,0.33143702,1,1,0.33143702,1,1,0.4884114,1,2,0.3794159,1,1,0.46589583,rbf_kernel_ridge_context_no_subject,0.46589583,0.0,0,rbf_kernel_ridge_context_no_subject,0.46589583,0.0,0
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000327680__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000327680,yyl,2025_09_28_09_49_11,327.68,-0.0,instability_ay_roll,strong_active,straight,middle_section,section5,design_regular_road,very_low,test,0,0.37456548,0.05599913,1.0947497,0.16688786,0.31062368,0.60014606,1.7065011,1,46,1.4542253,1,1,0.94781876,1,2,0.94781876,1,2,1.2292119,1,2,0.6290659,1,2,0.2068373,rbf_kernel_ridge_context_no_subject,0.2068373,0.0,0,rbf_kernel_ridge_context_no_subject,0.2068373,0.0,0
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000484470__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000484470,yyl,2025_09_28_09_49_11,484.47,0.0,instability_ay_roll,strong_active,straight,differentmu_road,mu1,design_high_risk_surface,medium,test,0,0.36315298,0.002854526,1.0911167,0.15719317,0.29532307,0.5325733,0.79126924,1,202,0.83063614,1,1,0.7498902,1,2,0.7498902,1,2,1.0631098,1,2,0.5305365,-1,2,0.28952235,topk_vehicle_transformer_branch2_no_subject,0.2560333,0.03348905,1,topk_vehicle_transformer_branch2_no_subject,0.2560333,0.03348905,1
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000183010__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000183010,yzy,2025_09_27_14_13_03,183.01,-0.00729802,instability_ay_roll,strong_active,curve,curve1,curve1,design_curve_context,high,train,0,0.4349286,0.10486141,1.0682977,0.2643224,0.4902961,0.947135,1.2921308,-1,102,0.28718555,-1,0,1.4163715,-1,1,1.4163715,-1,1,1.0271553,-1,1,1.9742903,-1,1,0.17663409,rbf_kernel_ridge_context_no_subject,0.17663409,0.0,0,rbf_kernel_ridge_context_no_subject,0.17663409,0.0,0
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000195245__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000195245,yzy,2025_09_27_14_13_03,195.245,-0.00729802,instability_ay_roll,weak,curve,curve1,curve1,design_curve_context,low,train,2,0.39160052,0.04005927,1.0837715,0.08183207,0.16332361,0.18647581,0.3816759,1,5,0.20909365,-1,0,0.29891554,1,0,0.3664119,1,0,0.48539135,1,0,0.29891554,1,0,0.019453513,rbf_kernel_ridge_context_no_subject,0.019453513,0.0,0,rbf_kernel_ridge_context_no_subject,0.019453513,0.0,0
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000216065__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000216065,yzy,2025_09_27_14_13_03,216.065,0.0,instability_ay_roll,strong_active,straight,middle_section,section3,design_regular_road,low,train,2,0.37999988,0.006416142,1.0806808,0.21962956,0.40101206,0.6976138,1.1938266,-1,29,1.4270282,-1,1,1.4775658,-1,2,1.0047107,-1,2,0.779952,-1,1,1.4775658,-1,2,0.4343881,topk_vehicle_transformer_branch2_no_subject,0.29548034,0.13890776,1,topk_vehicle_transformer_branch2_no_subject,0.29548034,0.13890776,1
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000407925__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000407925,yzy,2025_09_27_14_13_03,407.925,0.0,instability_ay_roll,extreme_active,straight,middle_section,section5,design_regular_road,very_low,train,0,0.35622776,0.022954464,1.0970429,0.2106961,0.3567049,0.7459563,1.8223804,1,88,1.5447695,1,1,1.2278155,1,2,1.2278155,1,2,1.5139213,1,2,0.76796496,1,2,0.52411544,rbf_kernel_ridge_context_no_subject,0.52411544,0.0,0,rbf_kernel_ridge_context_no_subject,0.52411544,0.0,0
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000418350__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000418350,yzy,2025_09_27_14_13_03,418.35,0.0,instability_ay_roll,extreme_active,straight,middle_section,section5,design_regular_road,very_low,train,1,0.40123188,0.031395465,1.0718067,0.14280413,0.27099752,0.5624961,1.2720381,-1,2,0.65379035,-1,1,0.18613839,-1,0,0.38481474,-1,0,0.18613839,-1,0,0.7486345,-1,0,0.046395674,rbf_kernel_ridge_context_no_subject,0.046395674,0.0,0,rbf_kernel_ridge_context_no_subject,0.046395674,0.0,0
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000455460__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000455460,yzy,2025_09_27_14_13_03,455.46,-0.0,instability_ay_roll,strong_active,straight,middle_section,section5,design_regular_road,very_low,train,0,0.37314552,0.05626583,1.095073,0.19513996,0.34452593,0.7436466,1.2058092,1,46,1.202588,1,1,1.3762146,1,2,1.3762146,1,2,1.6691567,1,2,0.92551005,1,2,0.20635219,topk_vehicle_transformer_branch0_no_subject,0.17421131,0.03214088,1,topk_vehicle_transformer_branch0_no_subject,0.17421131,0.03214088,1
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000524525__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000524525,yzy,2025_09_27_14_13_03,524.525,0.0,instability_ay_roll,strong_active,straight,middle_section,section6,design_regular_road,very_low,train,1,0.36795613,0.010831088,1.0905972,0.22161382,0.38548514,0.86506134,1.2691227,1,54,0.98751986,1,1,1.6160679,1,2,1.2560993,1,2,1.6160679,1,2,0.75100654,1,2,0.17593822,rbf_kernel_ridge_context_no_subject,0.17593822,0.0,0,rbf_kernel_ridge_context_no_subject,0.17593822,0.0,0
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000543975__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000543975,yzy,2025_09_27_14_13_03,543.975,-0.0,instability_ay_roll,strong_active,straight,differentmu_road,mu1,design_high_risk_surface,very_low,train,0,0.39276844,0.07389119,1.0901037,0.18463944,0.35593343,0.8166381,1.0765531,1,142,1.1797148,1,1,1.3888758,1,2,1.3888758,1,2,1.7567565,1,2,0.94011843,1,2,0.2255061,topk_vehicle_transformer_branch0_no_subject,0.20470564,0.020800456,1,topk_vehicle_transformer_branch0_no_subject,0.20470564,0.020800456,1
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000573090__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000573090,yzy,2025_09_27_14_13_03,573.09,-0.0,instability_ay_roll,instability_medium,design_high_risk_surface,differentmu_road,mu1,design_high_risk_surface,very_low,train,0,0.3870339,0.011610001,1.0766374,0.10567392,0.20990048,0.06351134,0.3248542,1,1,0.5949555,1,1,0.3585413,1,0,0.3585413,1,0,0.37642738,1,0,0.31291604,1,1,0.04514218,rbf_kernel_ridge_context_no_subject,0.04514218,0.0,0,rbf_kernel_ridge_context_no_subject,0.04514218,0.0,0
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000075085__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000075085,yzy,2025_09_27_14_26_04,75.085,-0.0,instability_ay_roll,extreme_active,straight,middle_section,section2,design_regular_road,medium,val,0,0.4430959,0.14459822,1.0712292,0.18213184,0.31026348,0.33596426,0.041422874,1,1,0.15626371,-1,0,0.39973694,-1,1,0.39973694,-1,1,0.54849565,1,1,0.7357012,-1,1,0.2453993,topk_vehicle_transformer_branch0_no_subject,0.23586854,0.009530753,1,keypoint_residual_vehicle_transformer_no_subject,0.20864242,0.036756873,1
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000205385__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000205385,yzy,2025_09_27_14_26_04,205.385,0.0,instability_ay_roll,strong_active,straight,middle_section,section3,design_regular_road,low,val,0,0.3436408,0.015004963,1.0983739,0.22497728,0.4018547,0.84742725,1.2161862,1,75,1.1738284,1,1,1.0986557,1,2,1.0986557,1,2,1.4570903,1,2,0.609663,1,2,0.46975958,topk_vehicle_transformer_branch0_no_subject,0.44379854,0.025961041,1,topk_vehicle_transformer_branch0_no_subject,0.44379854,0.025961041,1
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000385650__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000385650,yzy,2025_09_27_14_26_04,385.65,2.525e-05,instability_ay_roll,strong_active,straight,curve2,curve2,design_curve_context,very_low,val,0,0.36098382,0.03950739,1.0969023,0.18910547,0.3574799,0.4633492,0.55541205,1,234,1.1796995,1,1,0.54120755,1,2,0.54120755,1,2,0.9083565,1,2,0.4450073,1,2,0.19875683,topk_vehicle_transformer_branch0_no_subject,0.08383655,0.11492028,1,topk_vehicle_transformer_branch0_no_subject,0.08383655,0.11492028,1
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000428685__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000428685,yzy,2025_09_27_14_26_04,428.685,0.0,instability_ay_roll,strong_active,straight,stop,stop,design_special_event_segment,very_low,val,0,0.37288898,0.05822897,1.0951517,0.17167033,0.35319695,0.2644515,1.0129716,1,138,1.2482042,1,1,0.5580799,1,2,0.5580799,1,2,0.78270453,1,2,0.518253,1,1,0.2922014,rbf_kernel_ridge_context_no_subject,0.2922014,0.0,0,keypoint_residual_vehicle_transformer_no_subject,0.20666374,0.08553766,1
vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000213665__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000213665,yzy,2025_09_27_14_37_08,213.665,0.0,instability_ay_roll,strong_active,straight,middle_section,section3,design_regular_road,low,val,2,0.37981176,0.014185369,1.0838549,0.23278563,0.4148696,0.66068435,1.3287251,-1,24,1.4544861,-1,1,1.7998554,-1,2,1.3564585,-1,2,1.139171,-1,1,1.7998554,-1,2,0.43459985,topk_vehicle_transformer_branch1_no_subject,0.309616,0.12498385,1,topk_vehicle_transformer_branch1_no_subject,0.309616,0.12498385,1
vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000269385__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000269385,yzy,2025_09_27_14_37_08,269.385,0.0,instability_ay_roll,strong_active,straight,fix_road,fix_road,design_special_event_segment,low,val,2,0.38308513,0.0366576,1.0884813,0.25318113,0.3706788,0.256146,1.0966027,-1,48,1.2379239,-1,1,0.92189753,-1,1,0.7370933,-1,1,0.99323934,-1,1,0.92189753,-1,1,0.5240593,rbf_kernel_ridge_context_no_subject,0.5240593,0.0,0,rbf_kernel_ridge_context_no_subject,0.5240593,0.0,0
vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000376440__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000376440,yzy,2025_09_27_14_37_08,376.44,0.0,instability_ay_roll,strong_active,straight,middle_section,section5,design_regular_road,very_low,val,0,0.35270697,0.023869306,1.0976924,0.17747886,0.32438836,0.6410367,1.0819076,1,64,1.4415041,1,1,0.93955976,1,2,0.93955976,1,2,1.239479,1,2,0.59844226,1,2,0.19877943,rbf_kernel_ridge_context_no_subject,0.19877943,0.0,0,rbf_kernel_ridge_context_no_subject,0.19877943,0.0,0
