sample_id,event_uid,subject,session_stamp,anchor_time_rel_s,curvature_anchor,event_type,event_level,road_type_anchor,road_design_module_name,road_design_instance_name,road_design_risk_class,road_design_mapping_reliability,split,top1_branch,top1_prob,prob_margin,prob_entropy,topk_branch_spread_mean,topk_branch_spread_peak,branch_peak_abs_spread,rbf_kernel_ridge_context_no_subject__pred_peak_abs,rbf_kernel_ridge_context_no_subject__pred_peak_sign,rbf_kernel_ridge_context_no_subject__pred_reversal_count,keypoint_residual_vehicle_transformer_no_subject__pred_peak_abs,keypoint_residual_vehicle_transformer_no_subject__pred_peak_sign,keypoint_residual_vehicle_transformer_no_subject__pred_reversal_count,topk_vehicle_transformer_top1_no_subject__pred_peak_abs,topk_vehicle_transformer_top1_no_subject__pred_peak_sign,topk_vehicle_transformer_top1_no_subject__pred_reversal_count,topk_vehicle_transformer_branch0_no_subject__pred_peak_abs,topk_vehicle_transformer_branch0_no_subject__pred_peak_sign,topk_vehicle_transformer_branch0_no_subject__pred_reversal_count,topk_vehicle_transformer_branch1_no_subject__pred_peak_abs,topk_vehicle_transformer_branch1_no_subject__pred_peak_sign,topk_vehicle_transformer_branch1_no_subject__pred_reversal_count,topk_vehicle_transformer_branch2_no_subject__pred_peak_abs,topk_vehicle_transformer_branch2_no_subject__pred_peak_sign,topk_vehicle_transformer_branch2_no_subject__pred_reversal_count,label_diag__rbf_sample_rmse,label_diag__rbf_topk_oracle_model,label_diag__rbf_topk_oracle_rmse,label_diag__rbf_topk_oracle_gain_over_rbf,label_diag__rbf_topk_oracle_uses_non_rbf,label_diag__broad_oracle_model,label_diag__broad_oracle_rmse,label_diag__broad_oracle_gain_over_rbf,label_diag__broad_oracle_uses_non_rbf
vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000331710__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000331710,hzh,2025_09_27_19_22_27,331.71,-0.0,instability_ay_roll,strong_active,straight,curve2,curve2,design_curve_context,low,train,2,0.37887433,0.010986805,1.0833998,0.22600763,0.39940777,0.683944,1.1871569,-1,46,1.4014016,-1,1,1.8426113,-1,2,1.3909804,-1,2,1.1586673,-1,1,1.8426113,-1,2,0.28908187,topk_vehicle_transformer_branch0_no_subject,0.21241094,0.07667093,1,topk_vehicle_transformer_branch0_no_subject,0.21241094,0.07667093,1
vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000059360__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000059360,hzh,2025_09_27_19_33_25,59.36,0.0,instability_ay_roll,strong_active,straight,middle_section,section2,design_regular_road,high,train,0,0.36798358,0.03338346,1.0948597,0.16527176,0.32356593,0.5876182,1.0557315,1,38,1.1780617,1,1,1.0929743,1,2,1.0929743,1,2,1.4046826,1,2,0.81706446,1,1,0.2561657,rbf_kernel_ridge_context_no_subject,0.2561657,0.0,0,rbf_kernel_ridge_context_no_subject,0.2561657,0.0,0
vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000164300__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000164300,hzh,2025_09_27_19_33_25,164.3,0.0,instability_ay_roll,strong_active,straight,middle_section,section3,design_regular_road,low,train,0,0.40176895,0.05637777,1.0811965,0.21672145,0.36919323,0.45768493,0.7827682,-1,163,0.89173657,-1,1,0.65791583,-1,2,0.65791583,-1,2,0.61045367,-1,1,1.0681386,-1,2,0.48824212,topk_vehicle_transformer_branch2_no_subject,0.31762293,0.17061919,1,topk_vehicle_transformer_branch2_no_subject,0.31762293,0.17061919,1
vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000297885__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000297885,hzh,2025_09_27_19_33_25,297.885,-0.0,instability_ay_roll,strong_active,straight,curve2,curve2,design_curve_context,low,train,2,0.38159662,0.014114231,1.0824337,0.22201037,0.373643,0.41484058,0.8686809,-1,132,1.2488958,-1,1,1.0601768,-1,2,0.6453363,-1,1,0.6588275,-1,1,1.0601768,-1,2,0.15416946,rbf_kernel_ridge_context_no_subject,0.15416946,0.0,0,rbf_kernel_ridge_context_no_subject,0.15416946,0.0,0
vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000511405__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000511405,hzh,2025_09_27_19_33_25,511.405,0.0,instability_ay_roll,strong_active,curve,differentmu_road,mu1,design_high_risk_surface,high,train,2,0.37655926,0.0060971975,1.0833548,0.20267417,0.3601435,0.76930976,1.4171802,-1,26,1.4321393,-1,1,1.4648979,-1,2,0.97342426,-1,2,0.6955881,-1,1,1.4648979,-1,2,0.17678432,rbf_kernel_ridge_context_no_subject,0.17678432,0.0,0,rbf_kernel_ridge_context_no_subject,0.17678432,0.0,0
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000081885__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000081885,hzh,2025_09_27_19_44_05,81.885,0.0,instability_ay_roll,strong_active,straight,middle_section,section2,design_regular_road,high,test,0,0.3815776,0.008982658,1.0804036,0.21708351,0.38858375,0.6881802,1.4909128,-1,44,1.3204242,-1,1,1.1992246,-1,2,1.1992246,-1,2,0.96646357,-1,1,1.6546438,-1,2,0.26457497,rbf_kernel_ridge_context_no_subject,0.26457497,0.0,0,rbf_kernel_ridge_context_no_subject,0.26457497,0.0,0
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000176245__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000176245,hzh,2025_09_27_19_44_05,176.245,-0.0,instability_ay_roll,strong_active,straight,middle_section,section3,design_regular_road,low,test,0,0.3794458,0.0075027645,1.0815898,0.22190766,0.40115777,0.6767395,0.94379926,-1,31,1.3254882,-1,1,0.9245136,-1,2,0.9245136,-1,2,0.7171038,-1,1,1.3938433,-1,2,0.27901196,rbf_kernel_ridge_context_no_subject,0.27901196,0.0,0,rbf_kernel_ridge_context_no_subject,0.27901196,0.0,0
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000218700__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000218700,hzh,2025_09_27_19_44_05,218.7,-0.0,instability_ay_roll,extreme_active,straight,fix_road,fix_road,design_special_event_segment,low,test,2,0.37398508,0.005548209,1.0850954,0.2759796,0.49037933,0.70846254,1.3206867,-1,92,1.3826983,-1,1,1.678498,-1,2,1.2149436,-1,2,0.9700355,-1,1,1.678498,-1,2,0.5038023,topk_vehicle_transformer_branch2_no_subject,0.3337097,0.17009261,1,topk_vehicle_transformer_branch2_no_subject,0.3337097,0.17009261,1
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000246255__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000246255,hzh,2025_09_27_19_44_05,246.255,0.0,instability_ay_roll,strong_active,straight,middle_section,section4,design_regular_road,low,test,0,0.38473007,0.021509081,1.0827059,0.20465046,0.3621974,0.62267435,1.0197219,-1,32,1.2494153,-1,1,0.92791367,-1,2,0.92791367,-1,2,0.74118936,-1,1,1.3638637,-1,2,0.23600979,rbf_kernel_ridge_context_no_subject,0.23600979,0.0,0,rbf_kernel_ridge_context_no_subject,0.23600979,0.0,0
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000326390__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000326390,hzh,2025_09_27_19_44_05,326.39,-0.0,instability_ay_roll,extreme_active,straight,middle_section,section5,design_regular_road,very_low,test,0,0.3638906,0.039330095,1.0964084,0.23940969,0.3954415,0.7497755,1.2052158,1,69,1.170113,1,1,1.6632953,1,2,1.6632953,1,2,1.9097253,1,2,1.1599498,1,2,0.4599532,rbf_kernel_ridge_context_no_subject,0.4599532,0.0,0,rbf_kernel_ridge_context_no_subject,0.4599532,0.0,0
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000345860__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000345860,hzh,2025_09_27_19_44_05,345.86,0.0,instability_ay_roll,extreme_active,straight,middle_section,section5,design_regular_road,very_low,test,0,0.3847602,0.039512932,1.0881841,0.24665082,0.38776177,0.32314035,0.61187893,-1,167,0.6824659,-1,1,0.28562483,-1,1,0.28562483,-1,1,0.53587025,-1,2,0.6087652,-1,2,0.3613468,rbf_kernel_ridge_context_no_subject,0.3613468,0.0,0,rbf_kernel_ridge_context_no_subject,0.3613468,0.0,0
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000240445__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_17_11__000240445,jy,2025_09_26_17_17_11,240.445,0.0,instability_ay_roll,extreme_active,straight,fix_road,fix_road,design_special_event_segment,low,train,0,0.36968908,0.004156828,1.0876011,0.2480837,0.42068228,0.54081994,0.5708972,-1,250,0.95890486,-1,1,0.8807704,-1,2,0.8807704,-1,2,0.75024587,-1,1,1.2910658,-1,2,0.7811084,topk_vehicle_transformer_branch2_no_subject,0.55199516,0.22911322,1,topk_vehicle_transformer_branch2_no_subject,0.55199516,0.22911322,1
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000414405__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_17_11__000414405,jy,2025_09_26_17_17_11,414.405,0.0,instability_ay_roll,extreme_active,straight,middle_section,section5,design_regular_road,very_low,train,2,0.3805924,0.023874044,1.0865294,0.21848783,0.37961933,0.66641533,1.7464795,1,67,0.9396516,1,1,1.3799301,1,2,1.8526132,1,2,2.0463455,1,2,1.3799301,1,2,0.30207458,rbf_kernel_ridge_context_no_subject,0.30207458,0.0,0,rbf_kernel_ridge_context_no_subject,0.30207458,0.0,0
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000547665__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_17_11__000547665,jy,2025_09_26_17_17_11,547.665,-0.0,instability_ay_roll,extreme_active,curve,differentmu_road,mu1,design_high_risk_surface,very_low,train,2,0.41209906,0.03825301,1.0631241,0.11233322,0.23072587,0.21583793,0.24808396,1,39,0.62967986,1,1,0.3360574,1,1,0.37170446,1,0,0.5518953,1,1,0.3360574,1,1,0.04680604,rbf_kernel_ridge_context_no_subject,0.04680604,0.0,0,rbf_kernel_ridge_context_no_subject,0.04680604,0.0,0
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000426110__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000426110,jy,2025_09_26_17_29_44,426.11,-0.0,instability_ay_roll,extreme_active,straight,middle_section,section5,design_regular_road,very_low,train,1,0.35341492,0.002496183,1.09535,0.23358639,0.39153475,0.80779314,1.5484595,1,76,1.305941,1,1,2.4254758,1,2,2.1494958,1,2,2.4254758,1,2,1.6176827,1,2,0.4173554,rbf_kernel_ridge_context_no_subject,0.4173554,0.0,0,rbf_kernel_ridge_context_no_subject,0.4173554,0.0,0
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000500270__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000500270,jy,2025_09_26_17_29_44,500.27,-0.0,instability_ay_roll,medium_active,straight,middle_section,section6,design_regular_road,very_low,train,1,0.41367528,0.04717323,1.0660341,0.21575007,0.40091637,0.9354501,1.5383964,1,37,1.4121376,1,1,1.8825847,1,2,1.4658766,1,1,1.8825847,1,2,0.9471346,1,1,0.110144734,rbf_kernel_ridge_context_no_subject,0.110144734,0.0,0,rbf_kernel_ridge_context_no_subject,0.110144734,0.0,0
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000535550__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000535550,jy,2025_09_26_17_29_44,535.55,0.0,instability_ay_roll,instability_strong,design_high_risk_surface,differentmu_road,mu1,design_high_risk_surface,very_low,train,0,0.3812834,0.017297745,1.0838535,0.10719416,0.19659317,0.04665722,0.24002182,-1,12,0.71071064,-1,1,0.22576745,1,0,0.22576745,1,0,0.27242467,1,0,0.26082867,1,1,0.105435945,topk_vehicle_transformer_branch2_no_subject,0.08349061,0.021945335,1,topk_vehicle_transformer_branch2_no_subject,0.08349061,0.021945335,1
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000540950__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000540950,jy,2025_09_26_17_29_44,540.95,-0.0,instability_ay_roll,strong_active,curve,differentmu_road,mu1,design_high_risk_surface,very_low,train,2,0.41819564,0.03664261,1.0542544,0.085834846,0.17879127,0.06677267,0.8185537,1,7,0.7442937,1,1,0.27171853,1,1,0.30501893,1,0,0.3384912,1,0,0.27171853,1,1,0.047791928,rbf_kernel_ridge_context_no_subject,0.047791928,0.0,0,rbf_kernel_ridge_context_no_subject,0.047791928,0.0,0
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000069905__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_40_51__000069905,jy,2025_09_26_17_40_51,69.905,-0.0,instability_ay_roll,strong_active,straight,middle_section,section2,design_regular_road,high,train,0,0.38562256,0.04079169,1.0879794,0.19212775,0.2829196,0.289725,1.2655379,-1,84,0.99825954,-1,1,0.8524589,-1,1,0.8524589,-1,1,0.9102451,-1,1,1.1421839,-1,1,0.21465318,rbf_kernel_ridge_context_no_subject,0.21465318,0.0,0,rbf_kernel_ridge_context_no_subject,0.21465318,0.0,0
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000228515__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_40_51__000228515,jy,2025_09_26_17_40_51,228.515,0.0,instability_ay_roll,extreme_active,straight,fix_road,fix_road,design_special_event_segment,low,train,2,0.39041683,0.03804609,1.0840073,0.27317604,0.49270377,0.57788074,1.7748914,-1,75,1.3951366,-1,1,2.0408626,-1,2,1.6587111,-1,2,1.4629818,-1,1,2.0408626,-1,2,0.6089252,rbf_kernel_ridge_context_no_subject,0.6089252,0.0,0,rbf_kernel_ridge_context_no_subject,0.6089252,0.0,0
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000445490__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_40_51__000445490,jy,2025_09_26_17_40_51,445.49,0.0,instability_ay_roll,strong_active,curve,differentmu_road,mu1,design_high_risk_surface,very_low,train,2,0.38105932,0.005691856,1.0794575,0.13046637,0.2621086,0.13287577,0.36434928,-1,115,0.40635195,-1,0,0.3840094,-1,1,0.25113362,-1,0,0.26210213,1,1,0.3840094,-1,1,0.21372683,topk_vehicle_transformer_branch1_no_subject,0.10730049,0.10642634,1,topk_vehicle_transformer_branch1_no_subject,0.10730049,0.10642634,1
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000526105__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_40_51__000526105,jy,2025_09_26_17_40_51,526.105,0.0,instability_ay_roll,extreme_active,straight,differentmu_road,mu1,design_high_risk_surface,very_low,train,0,0.3474742,0.012204677,1.0979168,0.18991035,0.3513891,0.7824241,1.3397136,1,51,1.3214638,1,1,1.1604447,1,2,1.1604447,1,2,1.504757,1,2,0.72233295,1,2,0.39752486,rbf_kernel_ridge_context_no_subject,0.39752486,0.0,0,rbf_kernel_ridge_context_no_subject,0.39752486,0.0,0
vehicle_instability_allraw__jy__2025_09_26_17_51_46__000542335__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_51_46__000542335,jy,2025_09_26_17_51_46,542.335,-0.0,instability_ay_roll,medium_active,curve,differentmu_road,mu1,design_high_risk_surface,very_low,train,0,0.4001456,0.0562748,1.0823965,0.11625902,0.18159707,0.23847029,0.2430652,-1,2,0.07245945,1,0,0.11985189,-1,0,0.11985189,-1,0,0.27805763,-1,1,0.35832217,-1,1,0.033928223,rbf_kernel_ridge_context_no_subject,0.033928223,0.0,0,rbf_kernel_ridge_context_no_subject,0.033928223,0.0,0
vehicle_instability_allraw__jy__2025_09_26_18_01_40__000064705__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_18_01_40__000064705,jy,2025_09_26_18_01_40,64.705,-0.0,instability_ay_roll,strong_active,straight,middle_section,section2,design_regular_road,high,val,0,0.3845537,0.031300128,1.0860828,0.19844666,0.31698757,0.37246913,1.2585468,-1,154,1.2157267,-1,1,1.0286455,-1,1,1.0286455,-1,1,0.99766797,-1,1,1.3701371,-1,2,0.22890048,topk_vehicle_transformer_branch0_no_subject,0.13457173,0.094328746,1,topk_vehicle_transformer_branch0_no_subject,0.13457173,0.094328746,1
vehicle_instability_allraw__jy__2025_09_26_18_01_40__000198735__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_18_01_40__000198735,jy,2025_09_26_18_01_40,198.735,0.0,instability_ay_roll,strong_active,straight,fix_road,fix_road,design_special_event_segment,low,val,2,0.37242192,0.010566503,1.0878441,0.21245852,0.30872044,0.21187925,1.3808718,-1,80,0.91857016,-1,1,1.3807316,-1,1,1.1688523,-1,1,1.2382147,-1,1,1.3807316,-1,1,0.27554795,rbf_kernel_ridge_context_no_subject,0.27554795,0.0,0,rbf_kernel_ridge_context_no_subject,0.27554795,0.0,0
vehicle_instability_allraw__jy__2025_09_26_18_01_40__000326600__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_18_01_40__000326600,jy,2025_09_26_18_01_40,326.6,0.0,instability_ay_roll,strong_active,straight,middle_section,section5,design_regular_road,very_low,val,0,0.3787509,0.062311023,1.0939574,0.17823239,0.29797462,0.5746203,0.99983525,1,171,1.224177,1,1,0.8682417,1,2,0.8682417,1,2,1.1158335,1,2,0.5412132,1,2,0.33360738,rbf_kernel_ridge_context_no_subject,0.33360738,0.0,0,rbf_kernel_ridge_context_no_subject,0.33360738,0.0,0
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000135315__pre3_label3_response_coverage,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000135315,lx,2025_09_26_09_17_22,135.315,-0.00729802,instability_ay_roll,extreme_active,curve,curve1,curve1,design_curve_context,medium,train,0,0.39236492,0.039274663,1.0829484,0.25495312,0.49213096,0.8108916,1.0633847,-1,151,0.4042261,-1,0,0.6609529,-1,1,0.6609529,-1,1,0.43897888,-1,1,1.2498705,-1,1,0.14581971,rbf_kernel_ridge_context_no_subject,0.14581971,0.0,0,rbf_kernel_ridge_context_no_subject,0.14581971,0.0,0
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000215535__pre3_label3_response_coverage,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000215535,lx,2025_09_26_09_17_22,215.535,0.0,instability_ay_roll,strong_active,straight,middle_section,section3,design_regular_road,low,train,2,0.385595,0.026201397,1.0837,0.22354636,0.38842097,0.5208345,0.89975774,-1,100,1.2169598,-1,1,1.2085472,-1,2,0.7683459,-1,1,0.6877127,-1,1,1.2085472,-1,2,0.531719,topk_vehicle_transformer_branch1_no_subject,0.2114494,0.32026964,1,topk_vehicle_transformer_branch1_no_subject,0.2114494,0.32026964,1
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000385260__pre3_label3_response_coverage,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000385260,lx,2025_09_26_09_17_22,385.26,0.0,instability_ay_roll,extreme_active,straight,middle_section,section5,design_regular_road,very_low,train,2,0.3724173,0.026022583,1.0918431,0.25250378,0.36481977,0.18475968,1.511282,-1,80,1.196154,-1,1,1.1006334,-1,1,0.95374125,-1,1,1.1385009,-1,1,1.1006334,-1,1,0.18206838,rbf_kernel_ridge_context_no_subject,0.18206838,0.0,0,rbf_kernel_ridge_context_no_subject,0.18206838,0.0,0
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000480490__pre3_label3_response_coverage,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000480490,lx,2025_09_26_09_17_22,480.49,0.0,instability_ay_roll,strong_active,straight,middle_section,section6,design_regular_road,very_low,train,2,0.3387482,0.0063998997,1.0985376,0.22515981,0.3747149,0.7804041,1.8833028,1,4,1.0772824,1,1,1.034378,1,2,1.5133687,1,2,1.8147821,1,2,1.034378,1,2,0.14064445,rbf_kernel_ridge_context_no_subject,0.14064445,0.0,0,rbf_kernel_ridge_context_no_subject,0.14064445,0.0,0
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000089180__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000089180,lxy,2025_09_28_17_55_52,89.18,0.0,instability_ay_roll,medium_active,straight,middle_section,section2,design_regular_road,high,train,0,0.40831193,0.1107572,1.0863553,0.20979561,0.3826885,0.8471524,0.900532,1,118,1.0750418,1,1,1.4265102,1,2,1.4265102,1,2,1.7798191,1,2,0.9326667,1,2,0.14217316,rbf_kernel_ridge_context_no_subject,0.14217316,0.0,0,rbf_kernel_ridge_context_no_subject,0.14217316,0.0,0
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000357070__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000357070,lxy,2025_09_28_17_55_52,357.07,-2.82e-06,instability_roll_only,extreme_active,straight,curve2,curve2,design_curve_context,very_low,train,2,0.38453782,0.024499536,1.0839134,0.20971793,0.3713462,0.4085881,0.4201512,-1,139,0.9261703,1,1,0.39749572,-1,2,0.19597931,1,0,0.6045674,1,2,0.39749572,-1,2,0.23100938,topk_vehicle_transformer_branch0_no_subject,0.1648502,0.066159174,1,topk_vehicle_transformer_branch0_no_subject,0.1648502,0.066159174,1
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000380645__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000380645,lxy,2025_09_28_17_55_52,380.645,-0.0,instability_ay_roll,extreme_active,straight,middle_section,section5,design_regular_road,very_low,train,0,0.3847703,0.047820598,1.0899942,0.23078875,0.4156362,0.4861097,0.50940955,-1,109,0.6659401,-1,1,0.30491003,-1,1,0.30491003,-1,1,0.37308028,1,2,0.79101974,-1,2,0.05706732,rbf_kernel_ridge_context_no_subject,0.05706732,0.0,0,rbf_kernel_ridge_context_no_subject,0.05706732,0.0,0
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000448640__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000448640,lxy,2025_09_28_17_55_52,448.64,0.0,instability_ay_roll,strong_active,straight,middle_section,section6,design_regular_road,very_low,train,0,0.38512954,0.0027500987,1.0742606,0.24191642,0.42786062,0.9673611,1.2704169,1,120,1.3187339,1,1,1.8433312,1,2,1.8433312,1,2,2.240247,1,2,1.2728859,1,2,0.08682431,rbf_kernel_ridge_context_no_subject,0.08682431,0.0,0,rbf_kernel_ridge_context_no_subject,0.08682431,0.0,0
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000541050__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000541050,lxy,2025_09_28_17_55_52,541.05,0.0,instability_ay_roll,weak,straight,differentmu_road,mu1,design_high_risk_surface,very_low,train,2,0.36186057,0.024466127,1.0957527,0.17494823,0.30751303,0.67649955,0.9253527,1,74,1.3587813,1,1,0.70180947,1,2,1.0623279,1,2,1.378309,1,2,0.70180947,1,2,0.14879361,rbf_kernel_ridge_context_no_subject,0.14879361,0.0,0,rbf_kernel_ridge_context_no_subject,0.14879361,0.0,0
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000057770__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000057770,lxy,2025_09_28_18_06_16,57.77,0.0,instability_ay_roll,medium_active,straight,middle_section,section2,design_regular_road,high,train,0,0.3699406,0.039313525,1.0948753,0.16290809,0.3337909,0.3045286,0.9419285,1,108,1.1699129,1,1,0.6295741,1,1,0.6295741,1,1,0.8971965,1,2,0.5926679,1,1,0.2414779,rbf_kernel_ridge_context_no_subject,0.2414779,0.0,0,rbf_kernel_ridge_context_no_subject,0.2414779,0.0,0
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000084330__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000084330,lxy,2025_09_28_18_06_16,84.33,0.0,instability_ay_roll,strong_active,straight,middle_section,section2,design_regular_road,high,train,0,0.39687008,0.061190665,1.0859125,0.1373478,0.25425175,0.16660213,0.6913989,-1,97,0.16407426,-1,0,0.34637788,-1,1,0.34637788,-1,1,0.29771084,1,1,0.46431297,-1,1,0.2174939,topk_vehicle_transformer_branch2_no_subject,0.13021079,0.08728312,1,topk_vehicle_transformer_branch2_no_subject,0.13021079,0.08728312,1
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000133655__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000133655,lxy,2025_09_28_18_06_16,133.655,-0.00729802,instability_ay_roll,extreme_active,straight,curve1,curve1,design_curve_context,high,train,0,0.40231612,0.066444695,1.0836223,0.24715222,0.44541827,1.0435412,1.1323826,-1,155,0.2528088,-1,0,1.0458872,-1,1,1.0458872,-1,1,0.54814804,-1,1,1.5916892,-1,1,0.18145277,rbf_kernel_ridge_context_no_subject,0.18145277,0.0,0,rbf_kernel_ridge_context_no_subject,0.18145277,0.0,0
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000250730__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000250730,lxy,2025_09_28_18_06_16,250.73,0.0,instability_ay_roll,strong_active,straight,fix_road,fix_road,design_special_event_segment,low,train,2,0.38421875,0.051147938,1.0908571,0.23388124,0.33442986,0.251135,1.2693675,-1,86,1.0797536,-1,1,1.179426,-1,1,0.92829096,-1,1,1.0871528,-1,1,1.179426,-1,1,0.12935872,rbf_kernel_ridge_context_no_subject,0.12935872,0.0,0,rbf_kernel_ridge_context_no_subject,0.12935872,0.0,0
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000129055__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000129055,lxy,2025_09_28_18_19_35,129.055,-0.00729802,instability_ay_roll,extreme_active,curve,curve1,curve1,design_curve_context,high,train,0,0.41056398,0.051734358,1.0715704,0.28298238,0.5088104,1.0542241,1.4853066,-1,141,0.4792717,-1,0,1.656183,-1,1,1.656183,-1,1,1.1866513,-1,1,2.2408755,-1,1,0.34997496,rbf_kernel_ridge_context_no_subject,0.34997496,0.0,0,rbf_kernel_ridge_context_no_subject,0.34997496,0.0,0
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000175350__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000175350,lxy,2025_09_28_18_19_35,175.35,0.0,instability_ay_roll,strong_active,straight,middle_section,section3,design_regular_road,low,train,0,0.40706083,0.074424416,1.0823419,0.20630196,0.363493,0.43460494,0.75654083,-1,100,0.82775766,-1,1,0.39921647,-1,2,0.39921647,-1,2,0.3953498,-1,1,0.82995474,-1,2,0.36538327,rbf_kernel_ridge_context_no_subject,0.36538327,0.0,0,rbf_kernel_ridge_context_no_subject,0.36538327,0.0,0
