subject,session_stamp,vehicle_raw_relative_path,vehicle_raw_absolute_path,vehicle_raw_sha256,read_status,read_error,raw_rows,duration_s,non_steering_seed_count,merged_episode_count
zx,2025_09_27_17_29_08,原始车辆数据/zx/Entity_Recording_2025_09_27_17_29_08_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_29_08_vehicle.csv,95464051fbc1c6023ad0ba9cd3eba717e6a0de500d111ddfbb31bfdfe77c6591,ok,,170613,426.53,46,19
zx,2025_09_27_17_37_54,原始车辆数据/zx/Entity_Recording_2025_09_27_17_37_54_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_37_54_vehicle.csv,344c515800cfe7a203bb0ed84f716a2cace1570c5cf9a30c94e883688528b36e,ok,,30958,77.396,1,1
zx,2025_09_27_17_40_06,原始车辆数据/zx/Entity_Recording_2025_09_27_17_40_06_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_40_06_vehicle.csv,c4218f0b5265b8f8e600d32b87badb3acc540280be949c17f8140d04ed7ad7f9,ok,,5661,14.155,0,0
zx,2025_09_27_17_40_34,原始车辆数据/zx/Entity_Recording_2025_09_27_17_40_34_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_40_34_vehicle.csv,4b88c3a6abc91eede915c6e6f532328bb31d77edaa4b2180171dce25d2347fe5,ok,,15300,38.25,0,0
zx,2025_09_27_17_45_11,原始车辆数据/zx/Entity_Recording_2025_09_27_17_45_11_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_45_11_vehicle.csv,1e7f93edd32d950611d0fc9febf9c56a7204a59faa1b028dc4dfbbad6936f75b,ok,,249548,623.875,56,35
zx,2025_09_27_17_56_42,原始车辆数据/zx/Entity_Recording_2025_09_27_17_56_42_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_56_42_vehicle.csv,c0076afb0599e6567f51f2b84dab503e942aa8c2c3e731f4f418c9da3ac42305,ok,,67837,169.591,10,6
zx,2025_09_27_18_00_08,原始车辆数据/zx/Entity_Recording_2025_09_27_18_00_08_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_18_00_08_vehicle.csv,4b016c5d42daab4b261b47445577a3dd05e1d1f31bfe45391999b0a9d97ba220,ok,,151892,379.728,34,14
zx,2025_09_27_18_07_01,原始车辆数据/zx/Entity_Recording_2025_09_27_18_07_01_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_18_07_01_vehicle.csv,bd953ba3c907f1a48467b3a54e1d55c2aeb2de6a4b8dd2e9724ce6e6f57a50ba,ok,,240706,601.767,69,29
zx,2025_09_27_18_17_48,原始车辆数据/zx/Entity_Recording_2025_09_27_18_17_48_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_18_17_48_vehicle.csv,6c0faf9586a1f6031a4d3de61f439c468f44357b92563574c27ba91eefe0d4db,ok,,229126,572.815,50,33
zxy,2025_09_28_15_57_38,原始车辆数据/zxy/Entity_Recording_2025_09_28_15_57_38_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zxy\Entity_Recording_2025_09_28_15_57_38_vehicle.csv,80eb7053df063e30530f628206f5f3009a0b3afa95813ecd5ac7a1076eeeb087,ok,,80310,200.775,11,6
zxy,2025_09_28_16_01_55,原始车辆数据/zxy/Entity_Recording_2025_09_28_16_01_55_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zxy\Entity_Recording_2025_09_28_16_01_55_vehicle.csv,ebb320aaedfb106290698cbbf4ebe73121335400df6df8ea0fcdefbc48c02401,ok,,225102,562.755,127,28
zxy,2025_09_28_16_12_11,原始车辆数据/zxy/Entity_Recording_2025_09_28_16_12_11_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zxy\Entity_Recording_2025_09_28_16_12_11_vehicle.csv,e94c334f2d43dd01f3d71c5fe9e5bd51e8ccef7ce6ef34aab05eda39039b1386,ok,,245570,613.925,131,25
zxy,2025_09_28_16_25_33,原始车辆数据/zxy/Entity_Recording_2025_09_28_16_25_33_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zxy\Entity_Recording_2025_09_28_16_25_33_vehicle.csv,6ecc4500c94dad1dcc87eb9c394a00596c5cc2c3d4a638cf6eeb3fdf28b3f4cd,ok,,448,2.235,1,1
zxy,2025_09_28_16_25_51,原始车辆数据/zxy/Entity_Recording_2025_09_28_16_25_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zxy\Entity_Recording_2025_09_28_16_25_51_vehicle.csv,89e8d3bf8d75c2dbe0365e2bed5f4f45e68b07ee8def7abdad274519e872f11a,ok,,222471,556.175,139,24
zxy,2025_09_28_16_35_30,原始车辆数据/zxy/Entity_Recording_2025_09_28_16_35_30_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zxy\Entity_Recording_2025_09_28_16_35_30_vehicle.csv,fbadaf81b7484d5836511d5b3b2e8e723d4636d2393d37441b44e5c477f8c1b6,ok,,319475,798.685,176,34
